VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5
Enrolment/NAMAV,Enrolment/NAMAV,13928,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13929,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13930,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13931,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13932,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13933,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13934,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13935,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13936,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13937,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13938,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13939,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13940,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
Enrolment/NAMAV,Enrolment/NAMAV,13941,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13942,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13943,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13944,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13945,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13946,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,13947,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13948,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,13949,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13950,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13951,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13952,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13953,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13954,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13955,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13956,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13957,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13958,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,13959,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
Enrolment/NAMAV,Enrolment/NAMAV,13960,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13961,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13962,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13963,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
Enrolment/NAMAV,Enrolment/NAMAV,13964,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13965,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13966,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13967,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13968,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13969,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13970,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,13971,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,13972,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13973,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13974,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13975,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13976,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13977,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13978,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13979,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13980,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13981,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13982,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
Enrolment/NAMAV,Enrolment/NAMAV,13983,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13984,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13985,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13986,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13987,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13988,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13989,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13990,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13991,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13992,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13993,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13994,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13995,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13996,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13997,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13998,Formal,MP,ZAPPACOSTA Dino,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,13999,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14000,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14001,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,MERCURI Rina,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14002,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14003,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14004,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14005,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14006,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14007,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14008,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14009,Formal,MP,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14010,Formal,MP,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14011,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14012,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14013,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14014,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14015,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14016,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14017,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
Enrolment/NAMAV,Enrolment/NAMAV,14018,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14019,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14020,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14021,Formal,MP,ZAPPACOSTA Dino,MERCURI Rina,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14022,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14023,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14024,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14025,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14026,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14027,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14028,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
Enrolment/NAMAV,Enrolment/NAMAV,14029,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14030,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14031,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14032,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14033,Formal,MP,CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
Enrolment/NAMAV,Enrolment/NAMAV,14034,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14035,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14036,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14037,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14038,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14039,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14040,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14041,Formal,MP,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino
Enrolment/NAMAV,Enrolment/NAMAV,14042,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14043,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14044,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14045,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14046,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14047,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14048,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14049,Formal,MP,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino
Enrolment/NAMAV,Enrolment/NAMAV,14050,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14051,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14052,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14053,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14054,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14055,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14056,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14057,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14058,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14059,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14060,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14061,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14062,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14063,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
Enrolment/NAMAV,Enrolment/NAMAV,14064,Formal,MP,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14065,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14066,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14067,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14068,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14069,Formal,MP,ZAPPACOSTA Dino,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14070,Formal,MP,ZAPPACOSTA Dino,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
Enrolment/NAMAV,Enrolment/NAMAV,14071,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14072,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14073,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14074,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14075,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14076,Formal,MP,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14077,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14078,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14079,Formal,MP,ZAPPACOSTA Dino,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14080,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14081,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
Enrolment/NAMAV,Enrolment/NAMAV,14082,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14083,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14084,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14085,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14086,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14087,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14088,Formal,MP,CURRAN Doug,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina
Enrolment/NAMAV,Enrolment/NAMAV,14089,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14090,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14091,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14092,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14093,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14094,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14095,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14096,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14097,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14098,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14099,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14100,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14101,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14102,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14103,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14104,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14105,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14106,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14107,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14108,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14109,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14110,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14111,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14112,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14113,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14114,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14115,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne
Enrolment/NAMAV,Enrolment/NAMAV,14116,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14117,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14118,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14119,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14120,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14121,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14122,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14123,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14124,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug
Enrolment/NAMAV,Enrolment/NAMAV,14125,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
Enrolment/NAMAV,Enrolment/NAMAV,14126,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14127,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14128,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14129,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14130,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14131,Formal,MP,NAPOLI Anne,CURRAN Doug,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14132,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14133,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
Enrolment/NAMAV,Enrolment/NAMAV,14134,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
