,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,numSeats,numCands
22057,PR,Cessnock RO Office,24389,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22058,PR,Cessnock RO Office,24390,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22059,PR,Cessnock RO Office,24391,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22060,PR,Cessnock RO Office,24392,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22061,PR,Cessnock RO Office,24393,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22062,PR,Cessnock RO Office,24394,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22063,PR,Cessnock RO Office,24395,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22064,PR,Cessnock RO Office,24396,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22065,PR,Cessnock RO Office,24397,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22066,PR,Cessnock RO Office,24398,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22067,PR,Cessnock RO Office,24399,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22068,PR,Cessnock RO Office,24400,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22069,PR,Cessnock RO Office,24401,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22070,PR,Cessnock RO Office,24402,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22071,PR,Cessnock RO Office,24403,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22072,PR,Cessnock RO Office,24404,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22073,PR,Cessnock RO Office,24405,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22074,PR,Cessnock RO Office,24406,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22075,PR,Cessnock RO Office,24407,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22076,PR,Cessnock RO Office,24408,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22077,PR,Cessnock RO Office,24409,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22078,PR,Cessnock RO Office,24410,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22079,PR,Cessnock RO Office,24411,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22080,PR,Cessnock RO Office,24412,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22081,PR,Cessnock RO Office,24413,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22082,PR,Cessnock RO Office,24414,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22083,PR,Cessnock RO Office,24415,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22084,PR,Cessnock RO Office,24416,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22085,PR,Cessnock RO Office,24417,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22086,PR,Cessnock RO Office,24418,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22087,PR,Cessnock RO Office,24419,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22088,PR,Cessnock RO Office,24420,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22089,PR,Cessnock RO Office,24421,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22090,PR,Cessnock RO Office,24422,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22091,PR,Cessnock RO Office,24423,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22092,PR,Cessnock RO Office,24424,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22093,PR,Cessnock RO Office,24425,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22094,PR,Cessnock RO Office,24426,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22095,PR,Cessnock RO Office,24427,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22096,PR,Cessnock RO Office,24428,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22097,PR,Cessnock RO Office,24429,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22098,PR,Cessnock RO Office,24430,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22099,PR,Cessnock RO Office,24431,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22100,PR,Cessnock RO Office,24432,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22101,PR,Cessnock RO Office,24433,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22102,PR,Cessnock RO Office,24434,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22103,PR,Cessnock RO Office,24435,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22104,PR,Cessnock RO Office,24436,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22105,PR,Cessnock RO Office,24437,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22106,PR,Cessnock RO Office,24438,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22107,PR,Cessnock RO Office,24439,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22108,PR,Cessnock RO Office,24440,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22109,PR,Cessnock RO Office,24441,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
22110,PR,Cessnock RO Office,24442,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22111,PR,Cessnock RO Office,24443,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22112,PR,Cessnock RO Office,24444,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22113,PR,Cessnock RO Office,24445,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22114,PR,Cessnock RO Office,24446,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22115,PR,Cessnock RO Office,24447,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22116,PR,Cessnock RO Office,24448,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22117,PR,Cessnock RO Office,24449,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22118,PR,Cessnock RO Office,24450,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22119,PR,Cessnock RO Office,24451,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22120,PR,Cessnock RO Office,24452,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22121,PR,Cessnock RO Office,24453,Formal,MP,MURRAY Janet,MOORES John,OLSEN Ian,SUVAAL Jay,1,4
22122,PR,Cessnock RO Office,24454,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22123,PR,Cessnock RO Office,24455,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22124,PR,Cessnock RO Office,24456,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22125,PR,Cessnock RO Office,24457,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22126,PR,Cessnock RO Office,24458,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22127,PR,Cessnock RO Office,24459,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22128,PR,Cessnock RO Office,24460,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22129,PR,Cessnock RO Office,24461,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22130,PR,Cessnock RO Office,24462,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22131,PR,Cessnock RO Office,24463,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22132,PR,Cessnock RO Office,24464,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22133,PR,Cessnock RO Office,24465,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22134,PR,Cessnock RO Office,24466,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22135,PR,Cessnock RO Office,24467,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22136,PR,Cessnock RO Office,24468,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22137,PR,Cessnock RO Office,24469,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22138,PR,Cessnock RO Office,24470,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22139,PR,Cessnock RO Office,24471,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22140,PR,Cessnock RO Office,24472,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22141,PR,Cessnock RO Office,24473,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22142,PR,Cessnock RO Office,24474,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22143,PR,Cessnock RO Office,24475,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22144,PR,Cessnock RO Office,24476,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22145,PR,Cessnock RO Office,24477,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22146,PR,Cessnock RO Office,24478,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22147,PR,Cessnock RO Office,24479,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22148,PR,Cessnock RO Office,24480,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22149,PR,Cessnock RO Office,24481,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22150,PR,Cessnock RO Office,24482,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22151,PR,Cessnock RO Office,24483,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22152,PR,Cessnock RO Office,24484,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22153,PR,Cessnock RO Office,24485,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22154,PR,Cessnock RO Office,24486,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22155,PR,Cessnock RO Office,24487,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22156,PR,Cessnock RO Office,24488,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22157,PR,Cessnock RO Office,24489,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22158,PR,Cessnock RO Office,24490,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22159,PR,Cessnock RO Office,24491,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22160,PR,Cessnock RO Office,24492,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22161,PR,Cessnock RO Office,24493,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22162,PR,Cessnock RO Office,24494,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22163,PR,Cessnock RO Office,24495,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22164,PR,Cessnock RO Office,24496,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22165,PR,Cessnock RO Office,24497,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22166,PR,Cessnock RO Office,24498,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22167,PR,Cessnock RO Office,24499,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22168,PR,Cessnock RO Office,24500,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22169,PR,Cessnock RO Office,24501,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22170,PR,Cessnock RO Office,24502,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22171,PR,Cessnock RO Office,24503,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22172,PR,Cessnock RO Office,24504,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22173,PR,Cessnock RO Office,24505,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22174,PR,Cessnock RO Office,24506,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22175,PR,Cessnock RO Office,24507,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22176,PR,Cessnock RO Office,24508,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22177,PR,Cessnock RO Office,24509,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22178,PR,Cessnock RO Office,24510,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22179,PR,Cessnock RO Office,24511,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
22180,PR,Cessnock RO Office,24512,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22181,PR,Cessnock RO Office,24513,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22182,PR,Cessnock RO Office,24514,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22183,PR,Cessnock RO Office,24515,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22184,PR,Cessnock RO Office,24516,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22185,PR,Cessnock RO Office,24517,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22186,PR,Cessnock RO Office,24518,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22187,PR,Cessnock RO Office,24519,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22188,PR,Cessnock RO Office,24520,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22189,PR,Cessnock RO Office,24521,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22190,PR,Cessnock RO Office,24522,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,skipped,1,4
22191,PR,Cessnock RO Office,24523,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22192,PR,Cessnock RO Office,24524,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22193,PR,Cessnock RO Office,24525,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22194,PR,Cessnock RO Office,24526,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22195,PR,Cessnock RO Office,24527,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22196,PR,Cessnock RO Office,24528,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22197,PR,Cessnock RO Office,24529,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22198,PR,Cessnock RO Office,24530,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22199,PR,Cessnock RO Office,24531,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22200,PR,Cessnock RO Office,24532,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22201,PR,Cessnock RO Office,24533,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22202,PR,Cessnock RO Office,24534,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22203,PR,Cessnock RO Office,24535,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22204,PR,Cessnock RO Office,24536,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22205,PR,Cessnock RO Office,24537,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22206,PR,Cessnock RO Office,24538,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22207,PR,Cessnock RO Office,24539,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22208,PR,Cessnock RO Office,24540,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22209,PR,Cessnock RO Office,24541,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22210,PR,Cessnock RO Office,24542,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22211,PR,Cessnock RO Office,24543,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22212,PR,Cessnock RO Office,24544,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22213,PR,Cessnock RO Office,24545,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22214,PR,Cessnock RO Office,24546,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22215,PR,Cessnock RO Office,24547,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22216,PR,Cessnock RO Office,24548,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22217,PR,Cessnock RO Office,24549,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22218,PR,Cessnock RO Office,24550,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22219,PR,Cessnock RO Office,24551,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22220,PR,Cessnock RO Office,24552,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22221,PR,Cessnock RO Office,24553,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22222,PR,Cessnock RO Office,24554,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22223,PR,Cessnock RO Office,24555,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22224,PR,Cessnock RO Office,24556,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22225,PR,Cessnock RO Office,24557,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22226,PR,Cessnock RO Office,24558,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22227,PR,Cessnock RO Office,24559,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22228,PR,Cessnock RO Office,24560,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22229,PR,Cessnock RO Office,24561,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22230,PR,Cessnock RO Office,24562,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22231,PR,Cessnock RO Office,24563,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22232,PR,Cessnock RO Office,24564,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22233,PR,Cessnock RO Office,24565,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22234,PR,Cessnock RO Office,24566,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22235,PR,Cessnock RO Office,24567,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22236,PR,Cessnock RO Office,24568,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22237,PR,Cessnock RO Office,24569,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22238,PR,Cessnock RO Office,24570,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22239,PR,Cessnock RO Office,24571,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22240,PR,Cessnock RO Office,24572,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22241,PR,Cessnock RO Office,24573,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22242,PR,Cessnock RO Office,24574,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22243,PR,Cessnock RO Office,24575,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22244,PR,Cessnock RO Office,24576,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22245,PR,Cessnock RO Office,24577,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22246,PR,Cessnock RO Office,24578,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22247,PR,Cessnock RO Office,24579,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22248,PR,Cessnock RO Office,24580,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22249,PR,Cessnock RO Office,24581,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22250,PR,Cessnock RO Office,24582,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22251,PR,Cessnock RO Office,24583,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22252,PR,Cessnock RO Office,24584,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22253,PR,Cessnock RO Office,24585,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
22254,PR,Cessnock RO Office,24586,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22255,PR,Cessnock RO Office,24587,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22256,PR,Cessnock RO Office,24588,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22257,PR,Cessnock RO Office,24589,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22258,PR,Cessnock RO Office,24590,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22259,PR,Cessnock RO Office,24591,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22260,PR,Cessnock RO Office,24592,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22261,PR,Cessnock RO Office,24593,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22262,PR,Cessnock RO Office,24594,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22263,PR,Cessnock RO Office,24595,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22264,PR,Cessnock RO Office,24596,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22265,PR,Cessnock RO Office,24597,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22266,PR,Cessnock RO Office,24598,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22267,PR,Cessnock RO Office,24599,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,skipped,1,4
22268,PR,Cessnock RO Office,24600,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22269,PR,Cessnock RO Office,24601,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22270,PR,Cessnock RO Office,24602,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22271,PR,Cessnock RO Office,24603,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22272,PR,Cessnock RO Office,24604,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22273,PR,Cessnock RO Office,24605,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22274,PR,Cessnock RO Office,24606,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22275,PR,Cessnock RO Office,24607,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22276,PR,Cessnock RO Office,24608,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
22277,PR,Cessnock RO Office,24609,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22278,PR,Cessnock RO Office,24610,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22279,PR,Cessnock RO Office,24611,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22280,PR,Cessnock RO Office,24612,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22281,PR,Cessnock RO Office,24613,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22282,PR,Cessnock RO Office,24614,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22283,PR,Cessnock RO Office,24615,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22284,PR,Cessnock RO Office,24616,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22285,PR,Cessnock RO Office,24617,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22286,PR,Cessnock RO Office,24618,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22287,PR,Cessnock RO Office,24619,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
22288,PR,Cessnock RO Office,24620,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22289,PR,Cessnock RO Office,24621,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22290,PR,Cessnock RO Office,24622,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
22291,PR,Cessnock RO Office,24623,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
22292,PR,Cessnock RO Office,24624,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22293,PR,Cessnock RO Office,24625,Formal,MP,MURRAY Janet,MOORES John,SUVAAL Jay,OLSEN Ian,1,4
22294,PR,Cessnock RO Office,24626,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22295,PR,Cessnock RO Office,24627,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22296,PR,Cessnock RO Office,24628,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
22297,PR,Cessnock RO Office,24629,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
22298,PR,Cessnock RO Office,24630,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
22299,PR,Cessnock RO Office,24631,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
