VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,numSeats,numCands
Enrolment/NAMAV,Enrolment/NAMAV,8040,Formal,MP,GUAZZAROTTO David,MILES Zac,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8041,Formal,MP,GUAZZAROTTO David,MILES Zac,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8042,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8043,Formal,MP,MILES Zac,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8044,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8045,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8046,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8047,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8048,Formal,MP,MILES Zac,QUINN Richard,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8049,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8050,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8051,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8052,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8053,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8054,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8055,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8056,Formal,MP,MILES Zac,WILLIAMS Ross,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8057,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8058,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8059,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8060,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8061,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8062,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8063,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8064,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8065,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8066,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8067,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8068,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8069,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8070,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8071,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8072,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8073,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8074,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8075,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8076,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8077,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8078,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8079,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8080,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8081,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8082,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8083,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8084,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8085,Formal,MP,MILES Zac,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8086,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8087,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8088,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8089,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8090,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8091,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8092,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8093,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8094,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8095,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8096,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8097,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8098,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8099,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8100,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8101,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8102,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8103,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8104,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8105,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8106,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8107,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8108,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8109,Formal,MP,MILES Zac,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8110,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8111,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8112,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8113,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8114,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8115,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8116,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8117,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8118,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8119,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8120,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8121,Formal,MP,QUINN Richard,WILLIAMS Ross,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8122,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8123,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8124,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8125,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8126,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8127,Formal,MP,QUINN Richard,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8128,Formal,MP,WILLIAMS Ross,MILES Zac,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8129,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8130,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8131,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8132,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8133,Formal,MP,GUAZZAROTTO David,WILLIAMS Ross,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8134,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8135,Formal,MP,GUAZZAROTTO David,WILLIAMS Ross,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8136,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8137,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8138,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8139,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8140,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8141,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8142,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8143,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8144,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8145,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8146,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8147,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8148,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8149,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8150,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8151,Formal,MP,GUAZZAROTTO David,MILES Zac,WILLIAMS Ross,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8152,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8153,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8154,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8155,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8156,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8157,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8158,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8159,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8160,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8161,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8162,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8163,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8164,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8165,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8166,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8167,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8168,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8169,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8170,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8171,Formal,MP,GUAZZAROTTO David,MILES Zac,WILLIAMS Ross,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8172,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8173,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8174,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8175,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8176,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8177,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8178,Formal,MP,GUAZZAROTTO David,QUINN Richard,MILES Zac,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8179,Formal,MP,GUAZZAROTTO David,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8180,Formal,MP,GUAZZAROTTO David,MILES Zac,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8181,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8182,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8183,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8184,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8185,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8186,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8187,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8188,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8189,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8190,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8191,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8192,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8193,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8194,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8195,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8196,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8197,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8198,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8199,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8200,Formal,MP,WILLIAMS Ross,MILES Zac,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8201,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8202,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8203,Formal,MP,GUAZZAROTTO David,WILLIAMS Ross,QUINN Richard,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8204,Formal,MP,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8205,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8206,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8207,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8208,Formal,MP,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8209,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8210,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8211,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8212,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8213,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8214,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8215,Formal,MP,MILES Zac,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8216,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8217,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8218,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8219,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8220,Formal,MP,MILES Zac,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8221,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8222,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8223,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8224,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8225,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8226,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8227,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8228,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8229,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8230,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8231,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8232,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8233,Formal,MP,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,QUINN Richard,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8234,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8235,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8236,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8237,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8238,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8239,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8240,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8241,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8242,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8243,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8244,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8245,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8246,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8247,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8248,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8249,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
Enrolment/NAMAV,Enrolment/NAMAV,8250,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
