VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,numSeats,numCands
PP,Boronia Park Public,523,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
PP,Boronia Park Public,524,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
PP,Boronia Park Public,525,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,526,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,527,Formal,MP,QUINN Richard,WILLIAMS Ross,skipped,skipped,1,5
PP,Boronia Park Public,528,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,529,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,53,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
PP,Boronia Park Public,530,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,531,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,532,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,533,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,534,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,535,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,536,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,537,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,538,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,539,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,54,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,540,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,541,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,542,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,543,Formal,MP,QUINN Richard,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,544,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,545,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,546,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,547,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,548,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,549,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,55,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,550,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,551,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,552,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,553,Formal,MP,QUINN Richard,GUAZZAROTTO David,MILES Zac,WILLIAMS Ross,1,5
PP,Boronia Park Public,554,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,555,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,556,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,557,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,558,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,559,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,56,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,560,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,561,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,562,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,563,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,564,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,565,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,566,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,567,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,568,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,569,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,57,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,570,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,571,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,572,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,573,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,574,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
PP,Boronia Park Public,575,Formal,MP,QUINN Richard,GUAZZAROTTO David,MILES Zac,WILLIAMS Ross,1,5
PP,Boronia Park Public,576,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,577,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,578,Formal,MP,QUINN Richard,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,579,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,58,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,580,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,581,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,582,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,583,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,584,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,585,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,586,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,587,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,588,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,589,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,59,Formal,MP,MILES Zac,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,590,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,591,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,592,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,593,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,594,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,595,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,596,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,597,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,598,Formal,MP,WILLIAMS Ross,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,599,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,6,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,60,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,600,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,601,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,602,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,603,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,604,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,QUINN Richard,1,5
PP,Boronia Park Public,605,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,606,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,607,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
PP,Boronia Park Public,608,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
PP,Boronia Park Public,609,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,61,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,610,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,611,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,612,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,613,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,614,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,615,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
PP,Boronia Park Public,616,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,617,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,618,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
PP,Boronia Park Public,619,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,62,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,620,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,621,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,622,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,623,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,624,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,625,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,626,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,627,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
PP,Boronia Park Public,628,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,629,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,63,Formal,MP,MILES Zac,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,1,5
PP,Boronia Park Public,630,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,631,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,632,Formal,MP,WILLIAMS Ross,QUINN Richard,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,633,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,634,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,635,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,636,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,637,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,638,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,639,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,64,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,640,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,641,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,642,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,643,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,644,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,645,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,646,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,647,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,648,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
PP,Boronia Park Public,649,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
PP,Boronia Park Public,65,Formal,MP,MILES Zac,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,650,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,651,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,652,Formal,MP,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,QUINN Richard,1,5
PP,Boronia Park Public,653,Formal,MP,WILLIAMS Ross,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,654,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,655,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,656,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,657,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
PP,Boronia Park Public,658,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,659,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,66,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,660,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,QUINN Richard,MILES Zac,1,5
PP,Boronia Park Public,661,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,662,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,663,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,664,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,665,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,666,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,667,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,668,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,669,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,67,Formal,MP,MILES Zac,GUAZZAROTTO David,QUINN Richard,WILLIAMS Ross,1,5
PP,Boronia Park Public,670,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,671,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,672,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,673,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,674,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,675,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,676,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
PP,Boronia Park Public,677,Formal,MP,WILLIAMS Ross,QUINN Richard,skipped,skipped,1,5
PP,Boronia Park Public,678,Formal,MP,WILLIAMS Ross,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,679,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,68,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,680,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,681,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,682,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,683,Formal,MP,WILLIAMS Ross,QUINN Richard,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,684,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,685,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,686,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,687,Formal,MP,WILLIAMS Ross,MILES Zac,QUINN Richard,GUAZZAROTTO David,1,5
PP,Boronia Park Public,688,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,689,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,69,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,690,Formal,MP,WILLIAMS Ross,skipped,skipped,skipped,1,5
PP,Boronia Park Public,691,Formal,MP,WILLIAMS Ross,QUINN Richard,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,692,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,693,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,694,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,695,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,696,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,697,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,698,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,699,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,7,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,70,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,700,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,701,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,702,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,703,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,704,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,705,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,706,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,707,Formal,MP,QUINN Richard,GUAZZAROTTO David,MILES Zac,WILLIAMS Ross,1,5
PP,Boronia Park Public,708,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,709,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,71,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,710,Formal,MP,QUINN Richard,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,711,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,712,Formal,MP,QUINN Richard,MILES Zac,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,713,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,714,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,715,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,716,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,717,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,718,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,719,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,72,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,720,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,721,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,722,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,723,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,724,Formal,MP,QUINN Richard,MILES Zac,skipped,skipped,1,5
PP,Boronia Park Public,725,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,726,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,727,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,728,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,729,Formal,MP,QUINN Richard,WILLIAMS Ross,skipped,skipped,1,5
PP,Boronia Park Public,73,Formal,MP,MILES Zac,GUAZZAROTTO David,skipped,skipped,1,5
PP,Boronia Park Public,730,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,731,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,732,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,733,Formal,MP,QUINN Richard,WILLIAMS Ross,skipped,skipped,1,5
PP,Boronia Park Public,734,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,735,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,736,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,737,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,738,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,739,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,74,Formal,MP,MILES Zac,skipped,skipped,skipped,1,5
PP,Boronia Park Public,740,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,741,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,742,Formal,MP,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,MILES Zac,1,5
PP,Boronia Park Public,743,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,744,Formal,MP,QUINN Richard,MILES Zac,WILLIAMS Ross,GUAZZAROTTO David,1,5
PP,Boronia Park Public,745,Formal,MP,QUINN Richard,WILLIAMS Ross,MILES Zac,GUAZZAROTTO David,1,5
PP,Boronia Park Public,746,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
PP,Boronia Park Public,747,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,748,Formal,MP,QUINN Richard,WILLIAMS Ross,skipped,skipped,1,5
PP,Boronia Park Public,749,Formal,MP,QUINN Richard,skipped,skipped,skipped,1,5
PP,Boronia Park Public,75,Formal,MP,MILES Zac,QUINN Richard,GUAZZAROTTO David,WILLIAMS Ross,1,5
PP,Boronia Park Public,750,Formal,MP,QUINN Richard,WILLIAMS Ross,GUAZZAROTTO David,MILES Zac,1,5
