voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
1,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
2,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
3,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
4,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
5,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
6,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
7,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
8,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
9,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
10,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
11,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
12,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
13,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
14,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
15,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
16,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
17,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
18,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
19,# ALTERNATIVE NAME 2: Patricia Chalmers (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
