file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
0_results/Michigan_distribution3_4cands_TTFT,4.0,['C'],['A'],['C'],['C'],['C'],['C'],['C'],[],['C'],"['B', 'C', 'D', 'A']",['C'],['A'],['C'],['C'],['D'],['C']
1_results/Michigan_distribution3_4cands_TTFT,4.0,['D'],['B'],['A'],['A'],['A'],['A'],['A'],[],['A'],"['D', 'B', 'C', 'A']",['D'],['B'],['A'],['A'],['B'],['A']
2_results/Michigan_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['C'],['D']
3_results/Michigan_distribution3_4cands_TTFT,4.0,['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C']
4_results/Michigan_distribution3_4cands_TTFT,4.0,['B'],['B'],['A'],['C'],['C'],['C'],['C'],[],['C'],"['D', 'B', 'C', 'A']",['B'],['B'],['C'],['C'],['C'],['C']
5_results/Michigan_distribution3_4cands_TTFT,4.0,['A'],['D'],['A'],['D'],['D'],['D'],['D'],[],['A'],"['B', 'D', 'A']",['D'],['D'],['A'],['A'],['B'],['A']
6_results/Michigan_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B']
7_results/Michigan_distribution3_4cands_TTFT,4.0,['B'],['B'],['C'],['C'],['C'],['C'],['C'],[],['C'],"['D', 'B', 'C', 'A']",['B'],['B'],['C'],['C'],['B'],['C']
8_results/Michigan_distribution3_4cands_TTFT,4.0,['A'],['A'],['A'],['C'],['C'],['C'],['C'],[],['A'],"['B', 'A', 'C', 'D']",['A'],['A'],['A'],['A'],['C'],['A']
9_results/Michigan_distribution3_4cands_TTFT,4.0,['C'],['C'],['C'],['D'],['D'],['D'],['D'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['D'],['C']
