file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
0_results/North Dakota_distribution3_4cands_TTFT,4.0,['B'],['B'],['B'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A']
1_results/North Dakota_distribution3_4cands_TTFT,4.0,['B'],['A'],['A'],['C'],['C'],['C'],['C'],[],['B'],"['B', 'A', 'C', 'D']",['B'],['A'],['B'],['B'],['C'],['B']
2_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['C'],['C'],['C'],['C'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['B'],['D']
3_results/North Dakota_distribution3_4cands_TTFT,4.0,['B'],['B'],['B'],['A'],['A'],['A'],['A'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['C'],['B']
4_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D']
5_results/North Dakota_distribution3_4cands_TTFT,4.0,['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C']
6_results/North Dakota_distribution3_4cands_TTFT,4.0,['C'],['B'],['B'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A']
7_results/North Dakota_distribution3_4cands_TTFT,4.0,['C'],['C'],['C'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A']
8_results/North Dakota_distribution3_4cands_TTFT,4.0,['B'],['B'],['B'],['D'],['D'],['D'],['D'],[],['D'],"['B', 'A', 'C', 'D']",['B'],['B'],['D'],['D'],['D'],['D']
9_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D'],['D']
10_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A'],['A']
11_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['D'],['D'],['C'],['C'],['C'],['C'],[],['C'],"['D', 'A', 'C', 'B']",['D'],['D'],['C'],['C'],['C'],['C']
12_results/North Dakota_distribution3_4cands_TTFT,4.0,['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['C']
13_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['B'],['B'],['A'],['A'],['A'],['A'],['C'],['C'],['C'],['C'],['C'],['C'],['C'],['A'],['C']
14_results/North Dakota_distribution3_4cands_TTFT,4.0,['D'],['A'],['A'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['B'],['C'],['B']
