file,candidate_removed,plurality,IRV,top-two,top-3-truncation,condorcet,smith,smith-plurality,smith-irv,minimax,smith-minimax,ranked-pairs,bucklin,approval,irv-rank
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Uralla-mayoral-finalpreferencedatafile.csv,LEDGER Natasha,{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},{'BELL Robert'},"{'BELL Robert': {'status': 'Elected', 'round': 1}, 'STRUTT Isabel': {'status': 'Remaining', 'round': 1}, 'LEDGER Natasha': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,none,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda', 'GREEN Paul'}",{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,FINDLEY Amanda,{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},{'GREEN Paul'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,WATSON Greg,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,DIGIGLIO Nina,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,GREEN Paul,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,WHITE Patricia,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,KITCHENER Mark,{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},{'FINDLEY Amanda'},"{'FINDLEY Amanda': {'status': 'Elected', 'round': 6}, 'GREEN Paul': {'status': 'Eliminated', 'round': 5}, 'WATSON Greg': {'status': 'Eliminated', 'round': 4}, 'WHITE Patricia': {'status': 'Eliminated', 'round': 3}, 'KITCHENER Mark': {'status': 'Eliminated', 'round': 2}, 'DIGIGLIO Nina': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,none,{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,INTEMANN Lisa,{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,LIPOVAC Nik,{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,PINSON Peta,{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},{'SHEPPARD Rachel'},"{'INTEMANN Lisa', 'SHEPPARD Rachel'}",{'SHEPPARD Rachel'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,SHEPPARD Rachel,{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,GATES Steven,{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},{'PINSON Peta'},"{'PINSON Peta': {'status': 'Elected', 'round': 1}, 'SHEPPARD Rachel': {'status': 'Remaining', 'round': 1}, 'INTEMANN Lisa': {'status': 'Remaining', 'round': 1}, 'GATES Steven': {'status': 'Remaining', 'round': 1}, 'LIPOVAC Nik': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,none,{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},"{'FRASER Kay': {'status': 'Elected', 'round': 1}, 'PAULING Jason': {'status': 'Remaining', 'round': 1}, 'DAWSON Rosmairi': {'status': 'Remaining', 'round': 1}, 'CUBIS Luke': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,PAULING Jason,{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},"{'FRASER Kay': {'status': 'Elected', 'round': 1}, 'PAULING Jason': {'status': 'Remaining', 'round': 1}, 'DAWSON Rosmairi': {'status': 'Remaining', 'round': 1}, 'CUBIS Luke': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,CUBIS Luke,{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},"{'FRASER Kay': {'status': 'Elected', 'round': 1}, 'PAULING Jason': {'status': 'Remaining', 'round': 1}, 'DAWSON Rosmairi': {'status': 'Remaining', 'round': 1}, 'CUBIS Luke': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,FRASER Kay,{'PAULING Jason'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'PAULING Jason'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},{'DAWSON Rosmairi'},"{'PAULING Jason', 'DAWSON Rosmairi', 'CUBIS Luke'}",{'PAULING Jason'},"{'FRASER Kay': {'status': 'Elected', 'round': 1}, 'PAULING Jason': {'status': 'Remaining', 'round': 1}, 'DAWSON Rosmairi': {'status': 'Remaining', 'round': 1}, 'CUBIS Luke': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,DAWSON Rosmairi,{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},{'FRASER Kay'},"{'FRASER Kay': {'status': 'Elected', 'round': 1}, 'PAULING Jason': {'status': 'Remaining', 'round': 1}, 'DAWSON Rosmairi': {'status': 'Remaining', 'round': 1}, 'CUBIS Luke': {'status': 'Remaining', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,none,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'HANNAN Judy', 'DEETH Matthew', 'GOULD Matt'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,KHAN Robert,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'BANASIK Michael', 'HANNAN Judy', 'GOULD Matt', 'LAW Ray', 'DEETH Matthew'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,GOULD Matt,{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},{'HANNAN Judy'},"{'KHAN Robert', 'BANASIK Michael', 'HANNAN Judy', 'LAW Ray', 'DEETH Matthew'}",{'HANNAN Judy'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,BANASIK Michael,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'KHAN Robert', 'HANNAN Judy', 'GOULD Matt', 'LAW Ray', 'DEETH Matthew'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,LAW Ray,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'KHAN Robert', 'BANASIK Michael', 'HANNAN Judy', 'GOULD Matt', 'DEETH Matthew'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,HANNAN Judy,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'KHAN Robert', 'BANASIK Michael', 'GOULD Matt', 'LAW Ray', 'DEETH Matthew'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,DEETH Matthew,{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},{'GOULD Matt'},"{'KHAN Robert', 'BANASIK Michael', 'HANNAN Judy', 'GOULD Matt', 'LAW Ray'}",{'GOULD Matt'},"{'GOULD Matt': {'status': 'Elected', 'round': 6}, 'HANNAN Judy': {'status': 'Eliminated', 'round': 5}, 'DEETH Matthew': {'status': 'Eliminated', 'round': 4}, 'LAW Ray': {'status': 'Eliminated', 'round': 3}, 'BANASIK Michael': {'status': 'Eliminated', 'round': 2}, 'KHAN Robert': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,none,{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,LA ROCCA Mariacarmina (Carmel),{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,NAPOLI Anne,{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,CURRAN Doug,{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},{'NAPOLI Anne'},"{'NAPOLI Anne', 'MERCURI Rina'}",{'NAPOLI Anne'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,MERCURI Rina,{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,ZAPPACOSTA Dino,{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},{'CURRAN Doug'},"{'CURRAN Doug': {'status': 'Elected', 'round': 5}, 'NAPOLI Anne': {'status': 'Eliminated', 'round': 4}, 'ZAPPACOSTA Dino': {'status': 'Eliminated', 'round': 3}, 'MERCURI Rina': {'status': 'Eliminated', 'round': 2}, 'LA ROCCA Mariacarmina (Carmel)': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,none,{'MILES Zac'},{'MILES Zac'},{'MILES Zac'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},{'MILES Zac'},{'MILES Zac'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},"{'MILES Zac', 'WILLIAMS Ross', 'QUINN Richard'}",{'MILES Zac'},"{'MILES Zac': {'status': 'Elected', 'round': 4}, 'WILLIAMS Ross': {'status': 'Eliminated', 'round': 3}, 'QUINN Richard': {'status': 'Eliminated', 'round': 2}, 'GUAZZAROTTO David': {'status': 'Eliminated', 'round': 1}}"
raw_data/australia/processed_data/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,MILES Zac,{'WILLIAMS Ross'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},{'WILLIAMS Ross'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},{'QUINN Richard'},"{'WILLIAMS Ross', 'QUINN Richard'}",{'GUAZZAROTTO David'},"{'MILES Zac': {'status': 'Elected', 'round': 4}, 'WILLIAMS Ross': {'status': 'Eliminated', 'round': 3}, 'QUINN Richard': {'status': 'Eliminated', 'round': 2}, 'GUAZZAROTTO David': {'status': 'Eliminated', 'round': 1}}"
