voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
80,Harry MACFADYEN Scottish National Party (SNP),Tom MCEWAN Scottish National Party (SNP),Louise RAMSAY Scottish Green Party,Gordon Ross CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,3
81,Harry MACFADYEN Scottish National Party (SNP),Tom MCEWAN Scottish National Party (SNP),Louise RAMSAY Scottish Green Party,Gordon Ross CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,3
82,Tom MCEWAN Scottish National Party (SNP),Harry MACFADYEN Scottish National Party (SNP),Gordon Ross CLARK Scottish Liberal Democrats,Louise RAMSAY Scottish Green Party,Bernard NOONAN Independent,Pauline HUNTER Scottish Labour Party,Bob BRAWN Scottish Conservative and Unionist,Caroline SHIERS Scottish Conservative and Unionist,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,3
83,Harry MACFADYEN Scottish National Party (SNP),Tom MCEWAN Scottish National Party (SNP),Louise RAMSAY Scottish Green Party,Caroline SHIERS Scottish Conservative and Unionist,Bernard NOONAN Independent,Gordon Ross CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
84,Caroline SHIERS Scottish Conservative and Unionist,Bob BRAWN Scottish Conservative and Unionist,Bernard NOONAN Independent,Gordon Ross CLARK Scottish Liberal Democrats,Pauline HUNTER Scottish Labour Party,Harry MACFADYEN Scottish National Party (SNP),Louise RAMSAY Scottish Green Party,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Tom MCEWAN Scottish National Party (SNP),skipped,3
85,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
86,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
87,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
88,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
89,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
90,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
91,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
92,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
93,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
94,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
95,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
96,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
97,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
98,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
99,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
100,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
101,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
102,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
103,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
104,Louise RAMSAY Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
105,Caroline SHIERS Scottish Conservative and Unionist,Bob BRAWN Scottish Conservative and Unionist,Gordon Ross CLARK Scottish Liberal Democrats,Pauline HUNTER Scottish Labour Party,Louise RAMSAY Scottish Green Party,Bernard NOONAN Independent,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Harry MACFADYEN Scottish National Party (SNP),Tom MCEWAN Scottish National Party (SNP),skipped,3
106,Bob BRAWN Scottish Conservative and Unionist,Caroline SHIERS Scottish Conservative and Unionist,Pauline HUNTER Scottish Labour Party,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bernard NOONAN Independent,Gordon Ross CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
107,Tom MCEWAN Scottish National Party (SNP),Harry MACFADYEN Scottish National Party (SNP),Louise RAMSAY Scottish Green Party,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Gordon Ross CLARK Scottish Liberal Democrats,Pauline HUNTER Scottish Labour Party,Bernard NOONAN Independent,Caroline SHIERS Scottish Conservative and Unionist,Bob BRAWN Scottish Conservative and Unionist,skipped,3
108,Tom MCEWAN Scottish National Party (SNP),Harry MACFADYEN Scottish National Party (SNP),Gordon Ross CLARK Scottish Liberal Democrats,Caroline SHIERS Scottish Conservative and Unionist,"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,3
109,Louise RAMSAY Scottish Green Party,Tom MCEWAN Scottish National Party (SNP),Bob BRAWN Scottish Conservative and Unionist,Caroline SHIERS Scottish Conservative and Unionist,Pauline HUNTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
110,Tom MCEWAN Scottish National Party (SNP),Harry MACFADYEN Scottish National Party (SNP),"Jack MURPHY Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bernard NOONAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,3
