voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Dave CUTHBERT Independent,George STIRLING Scottish Conservative and Unionist,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Dave CUTHBERT Independent,George STIRLING Scottish Conservative and Unionist,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,Willie ROBERTSON Scottish Liberal Democrats,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Dave CUTHBERT Independent,Graham COX Scottish Labour Party,Pat DORAN Scottish Green Party,Richard WATTERS Scottish National Party (SNP),skipped,4
3,Dave CUTHBERT Independent,Willie ROBERTSON Scottish Liberal Democrats,George STIRLING Scottish Conservative and Unionist,Neil FRESHWATER Scottish Conservative and Unionist,Graham COX Scottish Labour Party,Pat DORAN Scottish Green Party,Richard WATTERS Scottish National Party (SNP),"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
4,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Graham COX Scottish Labour Party,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,Richard WATTERS Scottish National Party (SNP),skipped,4
5,Willie ROBERTSON Scottish Liberal Democrats,Richard WATTERS Scottish National Party (SNP),Dave CUTHBERT Independent,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
6,Willie ROBERTSON Scottish Liberal Democrats,Richard WATTERS Scottish National Party (SNP),Dave CUTHBERT Independent,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
7,Willie ROBERTSON Scottish Liberal Democrats,Richard WATTERS Scottish National Party (SNP),Dave CUTHBERT Independent,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
8,Willie ROBERTSON Scottish Liberal Democrats,Richard WATTERS Scottish National Party (SNP),Dave CUTHBERT Independent,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
9,Willie ROBERTSON Scottish Liberal Democrats,Pat DORAN Scottish Green Party,Dave CUTHBERT Independent,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,4
10,Dave CUTHBERT Independent,Graham COX Scottish Labour Party,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
11,Dave CUTHBERT Independent,George STIRLING Scottish Conservative and Unionist,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
12,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,Willie ROBERTSON Scottish Liberal Democrats,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Graham COX Scottish Labour Party,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,Richard WATTERS Scottish National Party (SNP),skipped,4
13,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
44,George STIRLING Scottish Conservative and Unionist,Willie ROBERTSON Scottish Liberal Democrats,Graham COX Scottish Labour Party,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Pat DORAN Scottish Green Party,Richard WATTERS Scottish National Party (SNP),skipped,4
45,Pat DORAN Scottish Green Party,Dave CUTHBERT Independent,Willie ROBERTSON Scottish Liberal Democrats,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
46,Pat DORAN Scottish Green Party,Dave CUTHBERT Independent,Willie ROBERTSON Scottish Liberal Democrats,Graham COX Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
47,Richard WATTERS Scottish National Party (SNP),George STIRLING Scottish Conservative and Unionist,Willie ROBERTSON Scottish Liberal Democrats,Graham COX Scottish Labour Party,Neil FRESHWATER Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
48,Willie ROBERTSON Scottish Liberal Democrats,Graham COX Scottish Labour Party,George STIRLING Scottish Conservative and Unionist,Richard WATTERS Scottish National Party (SNP),Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,4
49,Richard WATTERS Scottish National Party (SNP),Pat DORAN Scottish Green Party,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Dave CUTHBERT Independent,skipped,skipped,skipped,skipped,skipped,4
50,Richard WATTERS Scottish National Party (SNP),Pat DORAN Scottish Green Party,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Dave CUTHBERT Independent,skipped,skipped,skipped,skipped,skipped,4
51,Richard WATTERS Scottish National Party (SNP),Pat DORAN Scottish Green Party,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Dave CUTHBERT Independent,skipped,skipped,skipped,skipped,skipped,4
52,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
58,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
61,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
62,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
63,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
64,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
65,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
66,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
67,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
68,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
69,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
70,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
72,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
73,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
74,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
75,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
76,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,Pat DORAN Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
77,Willie ROBERTSON Scottish Liberal Democrats,Richard WATTERS Scottish National Party (SNP),Graham COX Scottish Labour Party,Neil FRESHWATER Scottish Conservative and Unionist,George STIRLING Scottish Conservative and Unionist,Pat DORAN Scottish Green Party,skipped,skipped,skipped,4
78,Willie ROBERTSON Scottish Liberal Democrats,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Graham COX Scottish Labour Party,Dave CUTHBERT Independent,Neil FRESHWATER Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
79,Willie ROBERTSON Scottish Liberal Democrats,Dave CUTHBERT Independent,"Gerald O'CONNELL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
