Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNETONKA W-1 P-A,26865,MINNETONKA W-1 P-A,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-A,26866,MINNETONKA W-1 P-A,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-A,26867,MINNETONKA W-1 P-A,Daniel Kral,Jim Hadley,Ash Patel,5,1
MINNETONKA W-1 P-A,26868,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-A,26869,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-A,26870,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-A,26871,MINNETONKA W-1 P-A,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-A,26872,MINNETONKA W-1 P-A,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-A,26873,MINNETONKA W-1 P-A,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26874,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,skipped,5,1
MINNETONKA W-1 P-B,26875,MINNETONKA W-1 P-B,Daniel Kral,Stacy Cranbrook,Kimberly Wilburn,5,1
MINNETONKA W-1 P-B,26876,MINNETONKA W-1 P-B,Ash Patel,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-B,26877,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26878,MINNETONKA W-1 P-B,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-B,26879,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26880,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26881,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-B,26882,MINNETONKA W-1 P-B,Daniel Kral,Jim Hadley,skipped,5,1
MINNETONKA W-1 P-B,26884,MINNETONKA W-1 P-B,Daniel Kral,Jim Hadley,Kimberly Wilburn,5,1
MINNETONKA W-1 P-B,26885,MINNETONKA W-1 P-B,Kimberly Wilburn,Jim Hadley,Ash Patel,5,1
MINNETONKA W-1 P-B,26888,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26889,MINNETONKA W-1 P-B,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-B,26891,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-B,26892,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-B,26893,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,Jim Hadley,5,1
MINNETONKA W-1 P-B,26894,MINNETONKA W-1 P-B,Stacy Cranbrook,skipped,skipped,5,1
MINNETONKA W-1 P-B,26895,MINNETONKA W-1 P-B,Kimberly Wilburn,Daniel Kral,skipped,5,1
MINNETONKA W-1 P-B,26896,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26897,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26898,MINNETONKA W-1 P-B,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-B,26899,MINNETONKA W-1 P-B,Daniel Kral,Kimberly Wilburn,Stacy Cranbrook,5,1
MINNETONKA W-1 P-B,26900,MINNETONKA W-1 P-B,Jim Hadley,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-B,26901,MINNETONKA W-1 P-B,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-B,26902,MINNETONKA W-1 P-B,Kimberly Wilburn,Jim Hadley,skipped,5,1
MINNETONKA W-1 P-B,26903,MINNETONKA W-1 P-B,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral,5,1
MINNETONKA W-1 P-C,26904,MINNETONKA W-1 P-C,Kimberly Wilburn,Jim Hadley,Ash Patel,5,1
MINNETONKA W-1 P-C,26905,MINNETONKA W-1 P-C,Kimberly Wilburn,Daniel Kral,skipped,5,1
MINNETONKA W-1 P-C,26906,MINNETONKA W-1 P-C,Stacy Cranbrook,skipped,skipped,5,1
MINNETONKA W-1 P-C,26907,MINNETONKA W-1 P-C,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-C,26908,MINNETONKA W-1 P-C,Kimberly Wilburn,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-C,26909,MINNETONKA W-1 P-C,Ash Patel,Jim Hadley,skipped,5,1
MINNETONKA W-1 P-C,26910,MINNETONKA W-1 P-C,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-C,26911,MINNETONKA W-1 P-C,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-C,26912,MINNETONKA W-1 P-C,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-C,26913,MINNETONKA W-1 P-C,Daniel Kral,skipped,skipped,5,1
MINNETONKA W-1 P-C,26914,MINNETONKA W-1 P-C,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-C,26915,MINNETONKA W-1 P-C,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-C,26916,MINNETONKA W-1 P-C,Ash Patel,skipped,skipped,5,1
MINNETONKA W-1 P-C,26917,MINNETONKA W-1 P-C,Stacy Cranbrook,Kimberly Wilburn,Ash Patel,5,1
MINNETONKA W-1 P-C,26918,MINNETONKA W-1 P-C,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-C,26919,MINNETONKA W-1 P-C,Kimberly Wilburn,Jim Hadley,skipped,5,1
MINNETONKA W-1 P-C,26920,MINNETONKA W-1 P-C,Daniel Kral,Kimberly Wilburn,Jim Hadley,5,1
MINNETONKA W-1 P-C,26921,MINNETONKA W-1 P-C,Kimberly Wilburn,Jim Hadley,Stacy Cranbrook,5,1
MINNETONKA W-1 P-C,26922,MINNETONKA W-1 P-C,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-C,26923,MINNETONKA W-1 P-C,Ash Patel,Stacy Cranbrook,Kimberly Wilburn,5,1
MINNETONKA W-1 P-C,26924,MINNETONKA W-1 P-C,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-C,26925,MINNETONKA W-1 P-C,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-C,26926,MINNETONKA W-1 P-C,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral,5,1
MINNETONKA W-1 P-C,26927,MINNETONKA W-1 P-C,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-C,26928,MINNETONKA W-1 P-C,Stacy Cranbrook,Kimberly Wilburn,Ash Patel,5,1
MINNETONKA W-1 P-C,26929,MINNETONKA W-1 P-C,Kimberly Wilburn,Jim Hadley,Stacy Cranbrook,5,1
MINNETONKA W-1 P-C,26930,MINNETONKA W-1 P-C,Stacy Cranbrook,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-C,26931,MINNETONKA W-1 P-C,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-C,26932,MINNETONKA W-1 P-C,Ash Patel,Jim Hadley,Kimberly Wilburn,5,1
MINNETONKA W-1 P-C,26933,MINNETONKA W-1 P-C,Ash Patel,Kimberly Wilburn,Jim Hadley,5,1
MINNETONKA W-1 P-C,26934,MINNETONKA W-1 P-C,Kimberly Wilburn,Jim Hadley,skipped,5,1
MINNETONKA W-1 P-E,26935,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-E,26936,MINNETONKA W-1 P-E,Jim Hadley,Daniel Kral,Ash Patel,5,1
MINNETONKA W-1 P-E,26937,MINNETONKA W-1 P-E,Stacy Cranbrook,skipped,skipped,5,1
MINNETONKA W-1 P-E,26938,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-E,26939,MINNETONKA W-1 P-E,Kimberly Wilburn,Daniel Kral,skipped,5,1
MINNETONKA W-1 P-E,26940,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26941,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26942,MINNETONKA W-1 P-E,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-E,26943,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-E,26944,MINNETONKA W-1 P-E,Kimberly Wilburn,Stacy Cranbrook,Ash Patel,5,1
MINNETONKA W-1 P-E,26945,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-E,26947,MINNETONKA W-1 P-E,Ash Patel,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-E,26950,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-E,26951,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26952,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26953,MINNETONKA W-1 P-E,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral,5,1
MINNETONKA W-1 P-E,26954,MINNETONKA W-1 P-E,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral,5,1
MINNETONKA W-1 P-E,26955,MINNETONKA W-1 P-E,Kimberly Wilburn,Stacy Cranbrook,Daniel Kral,5,1
MINNETONKA W-1 P-E,26956,MINNETONKA W-1 P-E,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook,5,1
MINNETONKA W-1 P-E,26957,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-E,26959,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26960,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-E,26961,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-E,26962,MINNETONKA W-1 P-E,Jim Hadley,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-E,26964,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-E,26965,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26966,MINNETONKA W-1 P-E,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-E,26967,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-E,26968,MINNETONKA W-1 P-E,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,26969,MINNETONKA W-1 P-D,Jim Hadley,Stacy Cranbrook,Daniel Kral,5,1
MINNETONKA W-1 P-D,26970,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,26971,MINNETONKA W-1 P-D,Kimberly Wilburn,Stacy Cranbrook,Ash Patel,5,1
MINNETONKA W-1 P-D,26972,MINNETONKA W-1 P-D,Kimberly Wilburn,Stacy Cranbrook,skipped,5,1
MINNETONKA W-1 P-D,26973,MINNETONKA W-1 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-D,26974,MINNETONKA W-1 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-D,26975,MINNETONKA W-1 P-D,Daniel Kral,Kimberly Wilburn,Stacy Cranbrook,5,1
MINNETONKA W-1 P-D,26976,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,26977,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,26978,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,26981,MINNETONKA W-1 P-D,Ash Patel,Stacy Cranbrook,Kimberly Wilburn,5,1
MINNETONKA W-1 P-D,26982,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,26983,MINNETONKA W-1 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-D,26984,MINNETONKA W-1 P-D,Stacy Cranbrook,Jim Hadley,Daniel Kral,5,1
MINNETONKA W-1 P-D,26985,MINNETONKA W-1 P-D,Daniel Kral,Jim Hadley,Stacy Cranbrook,5,1
MINNETONKA W-1 P-D,26986,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-D,26987,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,26988,MINNETONKA W-1 P-D,Stacy Cranbrook,Kimberly Wilburn,Ash Patel,5,1
MINNETONKA W-1 P-D,26989,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,26990,MINNETONKA W-1 P-D,Ash Patel,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-D,26991,MINNETONKA W-1 P-D,Ash Patel,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-D,26992,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,26993,MINNETONKA W-1 P-D,Daniel Kral,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-D,26994,MINNETONKA W-1 P-D,Ash Patel,skipped,skipped,5,1
MINNETONKA W-1 P-D,26995,MINNETONKA W-1 P-D,Daniel Kral,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-D,26996,MINNETONKA W-1 P-D,Daniel Kral,skipped,skipped,5,1
MINNETONKA W-1 P-D,26997,MINNETONKA W-1 P-D,Ash Patel,skipped,skipped,5,1
MINNETONKA W-1 P-D,26998,MINNETONKA W-1 P-D,Jim Hadley,Kimberly Wilburn,Ash Patel,5,1
MINNETONKA W-1 P-D,26999,MINNETONKA W-1 P-D,Stacy Cranbrook,skipped,skipped,5,1
MINNETONKA W-1 P-D,27001,MINNETONKA W-1 P-D,Daniel Kral,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-D,27002,MINNETONKA W-1 P-D,Jim Hadley,Stacy Cranbrook,Ash Patel,5,1
MINNETONKA W-1 P-D,27003,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27004,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27005,MINNETONKA W-1 P-D,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-D,27006,MINNETONKA W-1 P-D,Jim Hadley,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-D,27007,MINNETONKA W-1 P-D,Jim Hadley,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-D,27008,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27009,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27010,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27011,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27012,MINNETONKA W-1 P-D,Kimberly Wilburn,Stacy Cranbrook,skipped,5,1
MINNETONKA W-1 P-D,27013,MINNETONKA W-1 P-D,Ash Patel,Jim Hadley,Daniel Kral,5,1
MINNETONKA W-1 P-D,27014,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27018,MINNETONKA W-1 P-D,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-D,27019,MINNETONKA W-1 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-D,27020,MINNETONKA W-1 P-D,Ash Patel,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-D,27021,MINNETONKA W-1 P-D,Ash Patel,Kimberly Wilburn,Stacy Cranbrook,5,1
MINNETONKA W-1 P-D,27022,MINNETONKA W-1 P-D,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27023,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27024,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27025,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27026,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27027,MINNETONKA W-1 P-F,Ash Patel,Daniel Kral,skipped,5,1
MINNETONKA W-1 P-F,27028,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27029,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27030,MINNETONKA W-1 P-F,Ash Patel,Daniel Kral,skipped,5,1
MINNETONKA W-1 P-F,27031,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27032,MINNETONKA W-1 P-F,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral,5,1
MINNETONKA W-1 P-F,27033,MINNETONKA W-1 P-F,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-F,27034,MINNETONKA W-1 P-F,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27035,MINNETONKA W-1 P-F,Kimberly Wilburn,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27037,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27038,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27039,MINNETONKA W-1 P-F,Jim Hadley,Daniel Kral,Ash Patel,5,1
MINNETONKA W-1 P-F,27040,MINNETONKA W-1 P-F,Stacy Cranbrook,skipped,skipped,5,1
MINNETONKA W-1 P-F,27041,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27042,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27043,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27044,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27045,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27046,MINNETONKA W-1 P-F,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-F,27047,MINNETONKA W-1 P-F,Jim Hadley,Daniel Kral,Kimberly Wilburn,5,1
MINNETONKA W-1 P-F,27049,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27051,MINNETONKA W-1 P-F,Jim Hadley,skipped,skipped,5,1
MINNETONKA W-1 P-F,27052,MINNETONKA W-1 P-F,Daniel Kral,Stacy Cranbrook,skipped,5,1
MINNETONKA W-1 P-F,27053,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27055,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,Stacy Cranbrook,5,1
MINNETONKA W-1 P-F,27056,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27057,MINNETONKA W-1 P-F,Daniel Kral,skipped,skipped,5,1
MINNETONKA W-1 P-F,27058,MINNETONKA W-1 P-F,Daniel Kral,skipped,skipped,5,1
MINNETONKA W-1 P-F,27059,MINNETONKA W-1 P-F,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27060,MINNETONKA W-1 P-F,Daniel Kral,skipped,skipped,5,1
MINNETONKA W-1 P-F,27061,MINNETONKA W-1 P-F,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27062,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27063,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27064,MINNETONKA W-1 P-F,Stacy Cranbrook,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-1 P-F,27065,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27070,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,skipped,5,1
MINNETONKA W-1 P-F,27071,MINNETONKA W-1 P-F,Jim Hadley,Kimberly Wilburn,skipped,5,1
MINNETONKA W-1 P-F,27073,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27074,MINNETONKA W-1 P-F,Kimberly Wilburn,skipped,skipped,5,1
MINNETONKA W-1 P-F,27075,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-F,27076,MINNETONKA W-1 P-F,Kimberly Wilburn,Ash Patel,Daniel Kral,5,1
MINNETONKA W-1 P-F,27077,MINNETONKA W-1 P-F,Ash Patel,skipped,skipped,5,1
MINNETONKA W-1 P-F,27078,MINNETONKA W-1 P-F,Ash Patel,Daniel Kral,Jim Hadley,5,1
MINNETONKA W-2 P-A,27081,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Ash Patel,5,1
MINNETONKA W-2 P-A,27082,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Ash Patel,5,1
MINNETONKA W-2 P-A,27083,MINNETONKA W-2 P-A,Jim Hadley,Stacy Cranbrook,skipped,5,1
MINNETONKA W-2 P-A,27084,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Kimberly Wilburn,5,1
MINNETONKA W-2 P-A,27085,MINNETONKA W-2 P-A,Jim Hadley,Daniel Kral,Kimberly Wilburn,5,1
MINNETONKA W-2 P-A,27086,MINNETONKA W-2 P-A,Ash Patel,skipped,skipped,5,1
MINNETONKA W-2 P-A,27087,MINNETONKA W-2 P-A,Ash Patel,skipped,skipped,5,1
MINNETONKA W-2 P-A,27088,MINNETONKA W-2 P-A,Stacy Cranbrook,Jim Hadley,skipped,5,1
MINNETONKA W-2 P-A,27089,MINNETONKA W-2 P-A,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook,5,1
MINNETONKA W-2 P-A,27090,MINNETONKA W-2 P-A,Kimberly Wilburn,Ash Patel,skipped,5,1
