Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,Dana Minion,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Dana Minion,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
MINNETONKA W-1 P-F,Bonnie Burton,skipped,skipped,5,1
