voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Anne ALLAN (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Anne ALLAN (SNP),Alan S BUCHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
