voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
8,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
9,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
14,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
24,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
25,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
26,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
27,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
28,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
29,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
30,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
31,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
32,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
33,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
34,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
35,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
36,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
37,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
38,Lesley BACKHOUSE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
39,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
40,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
41,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
42,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
43,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),Gordon LANGLANDS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
44,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),Gordon LANGLANDS (Lab),SUSAN LESLIE (LD),Stuart MACPHAIL (SNP),Scott RUTHERFORD (Grn),Roy William MACKIE (Ind),KATHLEEN LESLIE (C),Bill MAIR (Sol),skipped,3
45,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),Stuart MACPHAIL (SNP),Gordon LANGLANDS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
46,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Peter GEORGE (Ind),Stuart MACPHAIL (SNP),Gordon LANGLANDS (Lab),KATHLEEN LESLIE (C),SUSAN LESLIE (LD),Roy William MACKIE (Ind),Scott RUTHERFORD (Grn),Bill MAIR (Sol),skipped,3
47,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Gordon LANGLANDS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
48,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Gordon LANGLANDS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
49,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Gordon LANGLANDS (Lab),Stuart MACPHAIL (SNP),Roy William MACKIE (Ind),Peter GEORGE (Ind),skipped,skipped,skipped,skipped,skipped,3
50,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),SUSAN LESLIE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
51,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),SUSAN LESLIE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
52,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),SUSAN LESLIE (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
53,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),SUSAN LESLIE (LD),Stuart MACPHAIL (SNP),Scott RUTHERFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
54,Lesley BACKHOUSE (SNP),Fiona SWORD (Lab),Stuart MACPHAIL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
55,Lesley BACKHOUSE (SNP),Peter GEORGE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
56,Lesley BACKHOUSE (SNP),Peter GEORGE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
