Index,rank1,rank2,rank3,numSeats,numCands
SP1224,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1225,MATTHEW NORMAN BRADLEY,RYAN MILLER,skipped,1,3
SP1226,MATT PACKARD,skipped,skipped,1,3
SP1227,MATT PACKARD,skipped,skipped,1,3
SP1228,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1229,MATT PACKARD,skipped,skipped,1,3
SP1230,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1233,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1234,MATTHEW NORMAN BRADLEY,MATT PACKARD,skipped,1,3
SP1236,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1237,MATT PACKARD,skipped,skipped,1,3
SP1238,MATT PACKARD,skipped,skipped,1,3
SP1239,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1240,MATT PACKARD,skipped,skipped,1,3
SP1241,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1242,MATT PACKARD,skipped,skipped,1,3
SP1243,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1244,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1245,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1246,MATT PACKARD,skipped,skipped,1,3
SP1247,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1248,MATT PACKARD,skipped,skipped,1,3
SP1249,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1250,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1251,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1252,MATT PACKARD,skipped,skipped,1,3
SP1253,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1254,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1255,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1256,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1257,MATT PACKARD,skipped,skipped,1,3
SP1258,MATT PACKARD,skipped,skipped,1,3
SP1259,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1260,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1261,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1262,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1263,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1264,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1265,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1266,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1267,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1269,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1270,RYAN MILLER,MATT PACKARD,skipped,1,3
SP1271,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1273,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1274,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1275,MATT PACKARD,skipped,skipped,1,3
SP1276,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1277,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1278,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1280,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1281,MATT PACKARD,skipped,skipped,1,3
SP1282,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1283,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1284,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1285,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1286,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1287,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1288,MATT PACKARD,skipped,skipped,1,3
SP1289,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1290,MATT PACKARD,skipped,skipped,1,3
SP1291,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1292,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1293,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1294,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1295,RYAN MILLER,MATT PACKARD,skipped,1,3
SP1298,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1299,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1300,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1301,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1302,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1303,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1304,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1305,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1306,MATT PACKARD,skipped,skipped,1,3
SP1307,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1308,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1309,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1310,RYAN MILLER,skipped,skipped,1,3
SP1311,MATT PACKARD,skipped,skipped,1,3
SP1312,RYAN MILLER,skipped,skipped,1,3
SP1313,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1314,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1316,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1317,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1318,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1319,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1320,MATT PACKARD,skipped,skipped,1,3
SP1321,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1322,MATT PACKARD,skipped,skipped,1,3
SP1323,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1324,MATT PACKARD,skipped,skipped,1,3
SP1325,MATT PACKARD,skipped,skipped,1,3
SP1326,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1327,MATT PACKARD,skipped,skipped,1,3
SP1328,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1329,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1331,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1332,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1333,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1334,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1335,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1336,MATT PACKARD,skipped,skipped,1,3
SP1337,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1338,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1339,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1340,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1341,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1342,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1343,MATT PACKARD,skipped,skipped,1,3
SP1344,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1345,MATT PACKARD,skipped,skipped,1,3
SP1346,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1347,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1348,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1349,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1350,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1351,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1352,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1353,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1354,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1355,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP1356,MATT PACKARD,skipped,skipped,1,3
SP1358,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1360,MATT PACKARD,skipped,skipped,1,3
SP1361,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1362,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1363,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1364,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1365,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1366,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1367,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1368,RYAN MILLER,skipped,skipped,1,3
SP1369,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1370,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1371,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1372,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1373,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1374,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1375,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1376,MATT PACKARD,skipped,skipped,1,3
SP1377,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1378,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1379,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1380,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1381,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1382,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1383,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1384,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1385,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1386,MATT PACKARD,RYAN MILLER,skipped,1,3
SP1387,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1388,MATT PACKARD,skipped,skipped,1,3
SP1389,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1390,MATT PACKARD,skipped,skipped,1,3
SP1391,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1392,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1393,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1394,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1395,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1396,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1397,MATT PACKARD,skipped,skipped,1,3
SP1398,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1399,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1400,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1401,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1402,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1403,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1404,MATT PACKARD,skipped,skipped,1,3
SP1405,RYAN MILLER,skipped,skipped,1,3
SP1406,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1407,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1408,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1409,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1410,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1411,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1412,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1413,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1414,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1415,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1416,RYAN MILLER,skipped,skipped,1,3
SP1417,MATT PACKARD,skipped,skipped,1,3
SP1418,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1419,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1420,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1421,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1423,MATT PACKARD,skipped,skipped,1,3
SP1424,MATT PACKARD,skipped,skipped,1,3
SP1425,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1426,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1427,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1428,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1429,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1430,MATT PACKARD,skipped,skipped,1,3
SP1431,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1432,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1433,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1434,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1435,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1436,RYAN MILLER,MATT PACKARD,skipped,1,3
SP1437,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1438,MATT PACKARD,RYAN MILLER,skipped,1,3
SP1439,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1440,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1441,MATT PACKARD,skipped,skipped,1,3
SP1442,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1443,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1444,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1445,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1446,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1447,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1448,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1449,MATT PACKARD,skipped,skipped,1,3
SP1450,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1451,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1452,MATT PACKARD,skipped,skipped,1,3
SP1453,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1454,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1455,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1456,MATT PACKARD,skipped,skipped,1,3
SP1457,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1458,MATT PACKARD,skipped,skipped,1,3
SP1459,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1460,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1461,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1462,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1463,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1464,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1465,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1466,RYAN MILLER,skipped,skipped,1,3
SP1467,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1468,MATT PACKARD,RYAN MILLER,skipped,1,3
SP1469,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1470,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1471,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1472,MATT PACKARD,skipped,skipped,1,3
SP1473,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1474,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1475,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1477,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1478,MATT PACKARD,skipped,skipped,1,3
SP1479,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1480,MATT PACKARD,skipped,skipped,1,3
SP1481,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1482,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1483,MATT PACKARD,RYAN MILLER,skipped,1,3
SP1484,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1485,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1486,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1487,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1488,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1489,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1490,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1491,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1492,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1493,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1494,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1495,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1497,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1498,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1499,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1500,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1501,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1502,MATT PACKARD,skipped,skipped,1,3
SP1503,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1504,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1505,MATT PACKARD,skipped,skipped,1,3
SP1506,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1508,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1509,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1510,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1511,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1512,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1513,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1514,MATT PACKARD,skipped,skipped,1,3
SP1515,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1516,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1517,MATT PACKARD,skipped,skipped,1,3
SP1518,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1519,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1520,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1521,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1522,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1523,RYAN MILLER,MATT PACKARD,skipped,1,3
SP1524,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1525,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1526,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1527,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1528,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1529,MATT PACKARD,skipped,skipped,1,3
SP1530,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1531,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1532,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1533,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1535,MATT PACKARD,skipped,skipped,1,3
SP1536,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1537,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,1,3
SP1538,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1539,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1540,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1541,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1542,MATT PACKARD,skipped,skipped,1,3
SP1543,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1544,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1545,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1546,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1547,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1548,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1549,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1550,MATT PACKARD,RYAN MILLER,skipped,1,3
SP1551,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1552,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1553,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1554,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1555,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1556,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1557,RYAN MILLER,skipped,skipped,1,3
SP1558,MATT PACKARD,skipped,skipped,1,3
SP1559,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,1,3
SP1560,MATT PACKARD,skipped,skipped,1,3
SP1561,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1562,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1563,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1564,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1565,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1566,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1567,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,1,3
SP1568,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1570,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1571,MATT PACKARD,skipped,skipped,1,3
SP1572,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1573,MATT PACKARD,skipped,skipped,1,3
SP1574,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1575,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,1,3
SP1577,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1578,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,1,3
SP1579,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1580,MATTHEW NORMAN BRADLEY,skipped,skipped,1,3
SP1581,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,1,3
SP1582,MATT PACKARD,skipped,skipped,1,3
SP1583,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
SP1584,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,1,3
