Index,rank1,rank2,rank3,numSeats,numCands
VI704,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI705,JULIE FULLMER,skipped,skipped,1,3
VI706,JULIE FULLMER,skipped,skipped,1,3
VI707,JULIE FULLMER,skipped,skipped,1,3
VI708,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI709,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI710,JULIE FULLMER,skipped,skipped,1,3
VI711,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI712,JULIE FULLMER,skipped,skipped,1,3
VI713,JULIE FULLMER,skipped,skipped,1,3
VI714,JULIE FULLMER,skipped,skipped,1,3
VI715,JULIE FULLMER,skipped,skipped,1,3
VI716,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI717,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI718,JULIE FULLMER,skipped,skipped,1,3
VI719,JULIE FULLMER,skipped,skipped,1,3
VI720,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI721,JULIE FULLMER,skipped,skipped,1,3
VI722,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI723,JULIE FULLMER,skipped,skipped,1,3
VI724,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI725,JULIE FULLMER,skipped,skipped,1,3
VI726,JULIE FULLMER,skipped,skipped,1,3
VI727,JULIE FULLMER,skipped,skipped,1,3
VI728,JULIE FULLMER,skipped,skipped,1,3
VI729,JULIE FULLMER,skipped,skipped,1,3
VI730,JULIE FULLMER,skipped,skipped,1,3
VI731,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI732,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI733,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI734,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI735,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI736,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI737,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI738,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI739,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI740,MARC BRIMHALL,skipped,skipped,1,3
VI741,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI742,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI743,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI744,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI745,JULIE FULLMER,skipped,skipped,1,3
VI746,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI747,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI748,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI749,JULIE FULLMER,skipped,skipped,1,3
VI750,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI751,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI752,JULIE FULLMER,skipped,skipped,1,3
VI753,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI754,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI755,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI756,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI757,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI758,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI759,MARIA GUADALUPE CANE,skipped,skipped,1,3
VI760,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI761,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI762,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI763,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI764,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI765,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI766,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI767,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI768,JULIE FULLMER,skipped,skipped,1,3
VI769,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI770,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI771,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI772,JULIE FULLMER,skipped,skipped,1,3
VI773,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI774,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI775,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI776,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI777,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI778,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI779,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI780,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI781,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI782,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI783,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI784,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI785,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI786,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI787,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI788,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI789,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI790,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI791,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI792,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI793,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI794,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI795,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI796,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI797,JULIE FULLMER,skipped,skipped,1,3
VI798,JULIE FULLMER,skipped,skipped,1,3
VI799,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI800,JULIE FULLMER,skipped,skipped,1,3
VI801,JULIE FULLMER,skipped,skipped,1,3
VI802,JULIE FULLMER,skipped,skipped,1,3
VI803,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI804,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI805,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI806,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI807,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI808,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI809,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI810,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI811,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI812,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI813,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI814,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI815,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI816,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI817,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI818,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI819,JULIE FULLMER,skipped,skipped,1,3
VI820,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI821,JULIE FULLMER,skipped,skipped,1,3
VI822,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI823,JULIE FULLMER,skipped,skipped,1,3
VI824,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI825,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI826,JULIE FULLMER,skipped,skipped,1,3
VI827,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI828,JULIE FULLMER,skipped,skipped,1,3
VI829,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI830,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI831,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI832,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI833,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI834,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI835,JULIE FULLMER,skipped,skipped,1,3
VI836,JULIE FULLMER,skipped,skipped,1,3
VI837,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI838,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI839,JULIE FULLMER,skipped,skipped,1,3
VI840,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI841,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI842,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI843,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI844,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI845,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI846,JULIE FULLMER,skipped,skipped,1,3
VI847,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI848,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI849,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI850,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI851,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI852,JULIE FULLMER,skipped,skipped,1,3
VI853,JULIE FULLMER,skipped,skipped,1,3
VI854,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI855,JULIE FULLMER,skipped,skipped,1,3
VI856,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI857,JULIE FULLMER,skipped,skipped,1,3
VI858,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI859,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI860,JULIE FULLMER,skipped,skipped,1,3
VI861,JULIE FULLMER,skipped,skipped,1,3
VI862,JULIE FULLMER,skipped,skipped,1,3
VI863,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI864,JULIE FULLMER,skipped,skipped,1,3
VI865,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI866,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI867,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI868,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI869,JULIE FULLMER,skipped,skipped,1,3
VI870,JULIE FULLMER,skipped,skipped,1,3
VI871,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI872,JULIE FULLMER,skipped,skipped,1,3
VI873,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI874,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI875,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI876,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI877,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI878,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI879,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI880,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI881,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI882,JULIE FULLMER,skipped,skipped,1,3
VI883,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI884,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI885,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI886,MARC BRIMHALL,skipped,skipped,1,3
VI887,JULIE FULLMER,skipped,skipped,1,3
VI888,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI889,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI890,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,1,3
VI891,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI892,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI893,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI894,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI895,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI896,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI897,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI898,JULIE FULLMER,skipped,skipped,1,3
VI899,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI900,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI901,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI902,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI903,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI904,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI905,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI906,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI907,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI908,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI909,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI910,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI911,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI912,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI913,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI914,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI915,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI916,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI917,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI918,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI919,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI920,MARIA GUADALUPE CANE,skipped,skipped,1,3
VI921,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI922,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI923,JULIE FULLMER,skipped,skipped,1,3
VI924,JULIE FULLMER,skipped,skipped,1,3
VI925,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI926,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI927,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI928,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI929,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI930,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI931,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI932,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI933,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI934,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI935,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI936,JULIE FULLMER,skipped,skipped,1,3
VI937,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI938,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI939,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI940,JULIE FULLMER,skipped,skipped,1,3
VI941,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI942,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI943,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI944,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI945,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI946,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI947,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI948,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI949,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI950,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI951,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI952,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI953,JULIE FULLMER,skipped,skipped,1,3
VI954,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI955,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI957,JULIE FULLMER,skipped,skipped,1,3
VI958,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI959,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI960,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI961,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI962,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI963,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI964,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI965,MARC BRIMHALL,skipped,skipped,1,3
VI966,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI967,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI968,JULIE FULLMER,skipped,skipped,1,3
VI970,JULIE FULLMER,skipped,skipped,1,3
VI971,JULIE FULLMER,skipped,skipped,1,3
VI972,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI973,MARC BRIMHALL,skipped,skipped,1,3
VI974,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI975,JULIE FULLMER,skipped,skipped,1,3
VI976,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI977,JULIE FULLMER,skipped,skipped,1,3
VI978,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI979,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI980,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI981,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI982,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI983,JULIE FULLMER,skipped,skipped,1,3
VI984,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI985,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI986,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI987,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI988,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI989,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI990,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI991,JULIE FULLMER,skipped,skipped,1,3
VI992,JULIE FULLMER,skipped,skipped,1,3
VI993,JULIE FULLMER,skipped,skipped,1,3
VI994,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI995,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI996,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI997,JULIE FULLMER,skipped,skipped,1,3
VI998,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI999,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1000,JULIE FULLMER,skipped,skipped,1,3
VI1001,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1002,JULIE FULLMER,skipped,skipped,1,3
VI1003,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1004,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI1005,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1006,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1007,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1008,JULIE FULLMER,skipped,skipped,1,3
VI1009,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI1010,JULIE FULLMER,skipped,skipped,1,3
VI1011,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI1012,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1013,JULIE FULLMER,MARIA GUADALUPE CANE,skipped,1,3
VI1014,MARC BRIMHALL,skipped,skipped,1,3
VI1015,JULIE FULLMER,skipped,skipped,1,3
VI1016,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI1017,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1018,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI1019,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1020,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1021,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1022,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1023,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1024,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI1025,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI1026,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1027,JULIE FULLMER,skipped,skipped,1,3
VI1028,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1029,JULIE FULLMER,skipped,skipped,1,3
VI1030,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1031,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1032,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1033,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1034,JULIE FULLMER,skipped,skipped,1,3
VI1035,JULIE FULLMER,MARIA GUADALUPE CANE,skipped,1,3
VI1036,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1037,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1038,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1039,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1040,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1041,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1042,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1043,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1044,JULIE FULLMER,skipped,skipped,1,3
VI1045,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI1046,JULIE FULLMER,skipped,skipped,1,3
VI1047,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI1048,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1049,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1050,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1051,JULIE FULLMER,skipped,skipped,1,3
VI1052,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1053,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1054,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1055,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI1056,JULIE FULLMER,skipped,skipped,1,3
VI1057,JULIE FULLMER,skipped,skipped,1,3
VI1058,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI1059,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
