Index,rank1,rank2,rank3,numSeats,numCands
VI348,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI349,MARC BRIMHALL,JULIE FULLMER,skipped,1,3
VI350,JULIE FULLMER,skipped,skipped,1,3
VI351,JULIE FULLMER,skipped,skipped,1,3
VI352,JULIE FULLMER,skipped,skipped,1,3
VI353,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI354,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI355,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI356,JULIE FULLMER,skipped,skipped,1,3
VI357,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI358,JULIE FULLMER,skipped,skipped,1,3
VI359,JULIE FULLMER,skipped,skipped,1,3
VI360,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI361,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI362,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI363,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI364,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI365,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI366,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI367,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI368,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI369,JULIE FULLMER,skipped,skipped,1,3
VI370,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI371,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,1,3
VI372,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI373,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI374,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI375,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI376,JULIE FULLMER,skipped,skipped,1,3
VI377,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI378,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI379,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI380,JULIE FULLMER,skipped,skipped,1,3
VI381,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI382,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI383,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI384,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI385,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI386,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI387,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI388,JULIE FULLMER,skipped,skipped,1,3
VI389,JULIE FULLMER,skipped,skipped,1,3
VI390,JULIE FULLMER,skipped,skipped,1,3
VI391,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI392,MARC BRIMHALL,MARIA GUADALUPE CANE,skipped,1,3
VI393,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI394,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI395,JULIE FULLMER,skipped,skipped,1,3
VI396,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI397,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI398,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI399,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI400,JULIE FULLMER,skipped,skipped,1,3
VI401,JULIE FULLMER,skipped,skipped,1,3
VI402,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI403,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI404,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI405,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI406,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI407,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI408,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI409,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI410,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI411,JULIE FULLMER,skipped,skipped,1,3
VI412,JULIE FULLMER,skipped,skipped,1,3
VI413,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI414,JULIE FULLMER,skipped,skipped,1,3
VI415,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI416,JULIE FULLMER,skipped,skipped,1,3
VI417,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI418,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI419,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI420,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI421,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI422,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI423,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI424,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI425,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI426,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI427,JULIE FULLMER,skipped,skipped,1,3
VI428,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI429,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI430,JULIE FULLMER,skipped,skipped,1,3
VI431,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI432,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI433,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI434,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI435,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI436,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI437,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI438,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI439,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI440,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI441,JULIE FULLMER,skipped,skipped,1,3
VI442,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI443,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI444,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI445,JULIE FULLMER,skipped,skipped,1,3
VI446,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI447,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI448,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI449,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI450,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI451,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI452,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI453,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI454,JULIE FULLMER,skipped,skipped,1,3
VI455,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI456,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI457,JULIE FULLMER,skipped,skipped,1,3
VI458,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI459,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI460,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI461,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI462,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI463,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI464,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI465,JULIE FULLMER,skipped,skipped,1,3
VI466,MARC BRIMHALL,JULIE FULLMER,skipped,1,3
VI467,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI468,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI469,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI470,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI471,JULIE FULLMER,skipped,skipped,1,3
VI472,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI473,JULIE FULLMER,skipped,skipped,1,3
VI474,JULIE FULLMER,skipped,skipped,1,3
VI475,JULIE FULLMER,skipped,skipped,1,3
VI476,JULIE FULLMER,skipped,skipped,1,3
VI477,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI478,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI479,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI480,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI481,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI482,JULIE FULLMER,skipped,skipped,1,3
VI483,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI484,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI485,JULIE FULLMER,skipped,skipped,1,3
VI486,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI487,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI488,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI489,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI490,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI491,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI492,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI493,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI494,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI495,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI496,JULIE FULLMER,skipped,skipped,1,3
VI497,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI498,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI499,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI500,JULIE FULLMER,skipped,skipped,1,3
VI501,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI502,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI503,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI504,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI505,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI506,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI507,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI508,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI509,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI510,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI511,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI512,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,1,3
VI513,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI514,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI515,JULIE FULLMER,skipped,skipped,1,3
VI516,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI517,JULIE FULLMER,skipped,skipped,1,3
VI518,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI519,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI520,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI521,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI522,JULIE FULLMER,skipped,skipped,1,3
VI523,JULIE FULLMER,skipped,skipped,1,3
VI524,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI525,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI526,JULIE FULLMER,skipped,skipped,1,3
VI527,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI528,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI529,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI530,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI531,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI532,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI533,JULIE FULLMER,skipped,skipped,1,3
VI534,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI535,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI536,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI537,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI538,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI539,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI540,JULIE FULLMER,skipped,skipped,1,3
VI541,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI542,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI543,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI544,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI545,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI546,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI547,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI548,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI549,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI550,JULIE FULLMER,skipped,skipped,1,3
VI551,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,1,3
VI552,JULIE FULLMER,skipped,skipped,1,3
VI553,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI554,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI555,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI556,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI557,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI558,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI559,JULIE FULLMER,skipped,skipped,1,3
VI560,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI561,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI562,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI563,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI564,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI565,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI566,JULIE FULLMER,skipped,skipped,1,3
VI567,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI568,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI569,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI570,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI571,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI572,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI573,MARC BRIMHALL,skipped,skipped,1,3
VI574,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI575,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI576,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI577,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI578,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI579,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI580,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI581,JULIE FULLMER,skipped,skipped,1,3
VI582,JULIE FULLMER,skipped,skipped,1,3
VI583,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI584,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI585,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI586,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI587,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI588,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI589,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI590,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI591,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI592,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI593,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI594,JULIE FULLMER,skipped,skipped,1,3
VI595,JULIE FULLMER,skipped,skipped,1,3
VI596,JULIE FULLMER,skipped,skipped,1,3
VI597,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI598,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI599,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI600,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI601,JULIE FULLMER,skipped,skipped,1,3
VI602,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI603,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI604,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI605,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI606,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI607,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI608,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI609,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI610,JULIE FULLMER,skipped,skipped,1,3
VI611,JULIE FULLMER,skipped,skipped,1,3
VI612,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI613,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI614,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI615,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI616,JULIE FULLMER,skipped,skipped,1,3
VI617,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI618,JULIE FULLMER,skipped,skipped,1,3
VI619,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI620,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI621,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI622,MARC BRIMHALL,skipped,skipped,1,3
VI623,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI624,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI625,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI626,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI627,JULIE FULLMER,skipped,skipped,1,3
VI628,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI629,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI630,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI631,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI632,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI633,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI634,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI635,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI636,JULIE FULLMER,skipped,skipped,1,3
VI637,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,1,3
VI638,JULIE FULLMER,skipped,skipped,1,3
VI639,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI640,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI641,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI642,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI643,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI644,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI645,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI646,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI647,JULIE FULLMER,skipped,skipped,1,3
VI648,JULIE FULLMER,skipped,skipped,1,3
VI649,JULIE FULLMER,skipped,skipped,1,3
VI650,JULIE FULLMER,skipped,skipped,1,3
VI651,JULIE FULLMER,skipped,skipped,1,3
VI652,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI653,JULIE FULLMER,skipped,skipped,1,3
VI654,JULIE FULLMER,skipped,skipped,1,3
VI655,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI656,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI657,JULIE FULLMER,skipped,skipped,1,3
VI658,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI659,JULIE FULLMER,skipped,skipped,1,3
VI660,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI661,JULIE FULLMER,skipped,skipped,1,3
VI662,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI663,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI664,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI665,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI666,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI667,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI668,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI669,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI670,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI671,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI672,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI673,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI674,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI675,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI676,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI677,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI678,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,1,3
VI679,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI680,JULIE FULLMER,skipped,skipped,1,3
VI681,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI682,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,1,3
VI683,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI684,JULIE FULLMER,skipped,skipped,1,3
VI685,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI686,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,1,3
VI687,JULIE FULLMER,skipped,skipped,1,3
VI688,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI689,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI690,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI691,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI692,JULIE FULLMER,skipped,skipped,1,3
VI693,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI694,JULIE FULLMER,skipped,skipped,1,3
VI695,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI696,JULIE FULLMER,skipped,skipped,1,3
VI697,JULIE FULLMER,MARC BRIMHALL,skipped,1,3
VI698,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,1,3
VI699,JULIE FULLMER,skipped,skipped,1,3
VI700,JULIE FULLMER,skipped,skipped,1,3
VI701,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,1,3
VI702,JULIE FULLMER,skipped,skipped,1,3
VI703,JULIE FULLMER,skipped,skipped,1,3
