Precinct,rank1,rank2,rank3,numSeats,numCands
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
MINNETONKA W-3 P-C,Paula Ramaley,David Haeg,skipped,1,4
