voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,SNP,LD,skipped,skipped,3,4
1,SNP,LD,skipped,skipped,3,4
2,SNP,LD,skipped,skipped,3,4
3,SNP,LD,skipped,skipped,3,4
4,SNP,LD,skipped,skipped,3,4
5,SNP,LD,skipped,skipped,3,4
6,SNP,LD,skipped,skipped,3,4
7,SNP,LD,skipped,skipped,3,4
8,SNP,LD,skipped,skipped,3,4
9,SNP,LD,skipped,skipped,3,4
10,SNP,LD,skipped,skipped,3,4
11,SNP,LD,skipped,skipped,3,4
12,SNP,LD,skipped,skipped,3,4
13,SNP,LD,skipped,skipped,3,4
14,SNP,LD,skipped,skipped,3,4
15,SNP,LD,skipped,skipped,3,4
16,SNP,LD,skipped,skipped,3,4
17,SNP,LD,skipped,skipped,3,4
18,SNP,LD,skipped,skipped,3,4
19,SNP,LD,skipped,skipped,3,4
20,SNP,LD,skipped,skipped,3,4
21,SNP,LD,skipped,skipped,3,4
22,SNP,LD,skipped,skipped,3,4
23,SNP,LD,skipped,skipped,3,4
24,SNP,LD,skipped,skipped,3,4
25,SNP,LD,skipped,skipped,3,4
26,SNP,LD,skipped,skipped,3,4
27,SNP,LD,skipped,skipped,3,4
28,SNP,LD,skipped,skipped,3,4
29,SNP,LD,skipped,skipped,3,4
30,SNP,LD,skipped,skipped,3,4
31,SNP,LD,skipped,skipped,3,4
32,SNP,LD,skipped,skipped,3,4
33,SNP,LD,skipped,skipped,3,4
34,SNP,LD,skipped,skipped,3,4
35,SNP,LD,skipped,skipped,3,4
36,SNP,LD,skipped,skipped,3,4
37,SNP,LD,skipped,skipped,3,4
38,SNP,LD,skipped,skipped,3,4
39,SNP,LD,skipped,skipped,3,4
40,SNP,LD,skipped,skipped,3,4
41,SNP,LD,skipped,skipped,3,4
42,SNP,LD,skipped,skipped,3,4
43,SNP,LD,skipped,skipped,3,4
44,SNP,LD,skipped,skipped,3,4
45,SNP,LD,skipped,skipped,3,4
46,SNP,LD,skipped,skipped,3,4
47,SNP,LD,skipped,skipped,3,4
48,SNP,LD,skipped,skipped,3,4
49,SNP,LD,skipped,skipped,3,4
50,SNP,LD,skipped,skipped,3,4
51,SNP,LD,skipped,skipped,3,4
52,SNP,LD,skipped,skipped,3,4
53,SNP,LD,skipped,skipped,3,4
