rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num cands,Num seats
"Simmons, Denise","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Murphy, Brian","Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Simmons, Denise","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Sullivan, Michael A.","Reeves, Kenneth E.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Sullivan, Michael A.","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise","Seidel, Sam","Murphy, Brian","Gordon, Jesse A.","Kelley, Craig A.","Reeves, Kenneth E.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Decker, Marjorie C.","Sullivan, Michael A.","Davis, Henrietta","Galluccio, Anthony D.","Seidel, Sam","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Galluccio, Anthony D.","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Murphy, Brian","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Galluccio, Anthony D.","Decker, Marjorie C.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Murphy, Brian","Davis, Henrietta","Kelley, Craig A.","Gordon, Jesse A.","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Seidel, Sam","Simmons, Denise","LaTremouille, Robert J.","Adkins, Lawrence J.","Green, Andre Lerone","Condit, James E., III","Reeves, Kenneth E.","Hall, Robert Lee, Sr.",skipped,19,9
