rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num cands,Num seats
"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Kadete, Elechi M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Harding, Jr., Richard","Fantini, Alfred B.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Osborne, Mervan F.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Cronin, Fran Albin","Kelly, Kathleen M.","Osborne, Mervan F.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,10,6
"Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Gerber, Joyce C.","Holland, John J.","Kadete, Elechi M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.","Osborne, Mervan F.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Osborne, Mervan F.","Kadete, Elechi M.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,10,6
"Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,10,6
"Osborne, Mervan F.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Kadete, Elechi M.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Fantini, Alfred B.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,6
"Kadete, Elechi M.","Osborne, Mervan F.","Harding, Jr., Richard","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,10,6
"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,10,6
"Kelly, Kathleen M.","Cronin, Fran Albin","Gerber, Joyce C.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,10,6
