rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num cands,Num seats
"Nelson, Matthew P.","Davis, Henrietta","vanBeuzekom, Minka Y.","Williamson, James M.","Reeves, Kenneth E.","Ward, Larry W.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Nelson, Matthew P.","Reeves, Kenneth E.","Ward, Larry W.","Williamson, James M.","vanBeuzekom, Minka Y.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Cheung, Leland","Seidel, Sam","Nelson, Matthew P.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Seidel, Sam","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Williamson, James M.","Ward, Larry W.","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.","Stohlman, Jr., Thomas J.","Simmons, E. Denise","Pascual, Jamake",19,9
"Cheung, Leland","Seidel, Sam","Reeves, Kenneth E.","Stohlman, Jr., Thomas J.","Davis, Henrietta","Nelson, Matthew P.","Kelley, Craig A.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Jr., Timothy J.","Cheung, Leland","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Davis, Henrietta","Cheung, Leland","Decker, Marjorie C.","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Reeves, Kenneth E.","Cheung, Leland","Maher, David P.","Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Nelson, Matthew P.","Simmons, E. Denise","Cheung, Leland","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Nelson, Matthew P.","Reeves, Kenneth E.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Ward, Larry W.","Moree, Gregg J.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Davis, Henrietta","Seidel, Sam","Reeves, Kenneth E.","Kelley, Craig A.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Ward, Larry W.","Williamson, James M.","Cheung, Leland",skipped,skipped,skipped,19,9
"vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.",skipped,19,9
"Maher, David P.","Kelley, Craig A.","Seidel, Sam","Ward, Larry W.","Davis, Henrietta","Simmons, E. Denise","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Cheung, Leland","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Davis, Henrietta","Reeves, Kenneth E.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Reeves, Kenneth E.","Davis, Henrietta","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Williamson, James M.","Nelson, Matthew P.","Davis, Henrietta","Cheung, Leland","Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Marquardt, Charles J.","Seidel, Sam","Toomey, Jr., Timothy J.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","Decker, Marjorie C.","Nelson, Matthew P.","Reeves, Kenneth E.","Simmons, E. Denise","Pascual, Jamake","Maher, David P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Marquardt, Charles J.","Simmons, E. Denise","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Williamson, James M.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Maher, David P.",skipped,19,9
"Maher, David P.","Ward, Larry W.","Williamson, James M.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Jr., Timothy J.","Cheung, Leland","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Ward, Larry W.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Ward, Larry W.","Maher, David P.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Kelley, Craig A.","Maher, David P.","vanBeuzekom, Minka Y.","Reeves, Kenneth E.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.","Ward, Larry W.","Cheung, Leland","Toomey, Jr., Timothy J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Davis, Henrietta","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Reeves, Kenneth E.","Simmons, E. Denise","Cheung, Leland","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Maher, David P.","Cheung, Leland","Ward, Larry W.","Davis, Henrietta","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Kelley, Craig A.","Williamson, James M.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.",19,9
"Kelley, Craig A.","Simmons, E. Denise","Cheung, Leland","Stohlman, Jr., Thomas J.","Reeves, Kenneth E.","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Cheung, Leland","Stohlman, Jr., Thomas J.","Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Cheung, Leland","Davis, Henrietta","vanBeuzekom, Minka Y.","Ward, Larry W.","Maher, David P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Cheung, Leland","vanBeuzekom, Minka Y.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Cheung, Leland","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Toomey, Jr., Timothy J.","Cheung, Leland","Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","Seidel, Sam","vanBeuzekom, Minka Y.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Cheung, Leland","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Stohlman, Jr., Thomas J.","Davis, Henrietta","Seidel, Sam","vanBeuzekom, Minka Y.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Marquardt, Charles J.","Mello, Gary W.","Stohlman, Jr., Thomas J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Simmons, E. Denise","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Toomey, Jr., Timothy J.","Maher, David P.","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Nelson, Matthew P.","Toomey, Jr., Timothy J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Simmons, E. Denise","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Reeves, Kenneth E.","Moree, Gregg J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Nelson, Matthew P.","vanBeuzekom, Minka Y.","Cheung, Leland","Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Kelley, Craig A.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","vanBeuzekom, Minka Y.","Seidel, Sam","Ward, Larry W.","Williamson, James M.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Kelley, Craig A.","Maher, David P.","Marquardt, Charles J.","Nelson, Matthew P.","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Toomey, Jr., Timothy J.","Ward, Larry W.","Williamson, James M.","Pascual, Jamake","Seidel, Sam","Mello, Gary W.","Moree, Gregg J.",19,9
"Simmons, E. Denise","Cheung, Leland","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Reeves, Kenneth E.","Maher, David P.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Pascual, Jamake","Simmons, E. Denise","Toomey, Jr., Timothy J.","Decker, Marjorie C.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Stohlman, Jr., Thomas J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Nelson, Matthew P.","Cheung, Leland","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Mello, Gary W.","Ward, Larry W.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Moree, Gregg J.","vanBeuzekom, Minka Y.","Seidel, Sam","Cheung, Leland","Simmons, E. Denise","Davis, Henrietta","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Seidel, Sam","Cheung, Leland","Maher, David P.","vanBeuzekom, Minka Y.","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Cheung, Leland","Simmons, E. Denise","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Cheung, Leland","Simmons, E. Denise","Nelson, Matthew P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Williamson, James M.","Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"vanBeuzekom, Minka Y.","Kelley, Craig A.","Reeves, Kenneth E.","Decker, Marjorie C.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Kelley, Craig A.","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Marquardt, Charles J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Seidel, Sam","Cheung, Leland","Davis, Henrietta","vanBeuzekom, Minka Y.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Kelley, Craig A.","Seidel, Sam","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Pascual, Jamake","Cheung, Leland","Kelley, Craig A.","Seidel, Sam","Stohlman, Jr., Thomas J.","Maher, David P.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","Cheung, Leland","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Reeves, Kenneth E.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Ward, Larry W.","Cheung, Leland","Nelson, Matthew P.","Davis, Henrietta","Marquardt, Charles J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Davis, Henrietta","Seidel, Sam","Mello, Gary W.","Marquardt, Charles J.","Cheung, Leland","Nelson, Matthew P.","Maher, David P.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Ward, Larry W.","Kelley, Craig A.","Nelson, Matthew P.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Ward, Larry W.","Reeves, Kenneth E.","Cheung, Leland",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Stohlman, Jr., Thomas J.","vanBeuzekom, Minka Y.","Davis, Henrietta","Seidel, Sam","Marquardt, Charles J.","Kelley, Craig A.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.","Cheung, Leland","Toomey, Jr., Timothy J.","Davis, Henrietta","Stohlman, Jr., Thomas J.","Decker, Marjorie C.","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Toomey, Jr., Timothy J.","Pascual, Jamake","Nelson, Matthew P.","Stohlman, Jr., Thomas J.","Moree, Gregg J.","vanBeuzekom, Minka Y.","Mello, Gary W.","Ward, Larry W.","Williamson, James M.","Marquardt, Charles J.",19,9
"Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","Maher, David P.","Reeves, Kenneth E.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Decker, Marjorie C.","Cheung, Leland","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Mello, Gary W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Cheung, Leland","vanBeuzekom, Minka Y.","Decker, Marjorie C.","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Simmons, E. Denise","Davis, Henrietta","Ward, Larry W.","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Simmons, E. Denise","Cheung, Leland","Decker, Marjorie C.","Pascual, Jamake",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Ward, Larry W.","Simmons, E. Denise","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Cheung, Leland","Marquardt, Charles J.","Mello, Gary W.","Moree, Gregg J.","Nelson, Matthew P.","Pascual, Jamake","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Stohlman, Jr., Thomas J.","Toomey, Jr., Timothy J.","vanBeuzekom, Minka Y.","Ward, Larry W.","Williamson, James M.",19,9
"Decker, Marjorie C.","Cheung, Leland","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Reeves, Kenneth E.","Maher, David P.","Toomey, Jr., Timothy J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
"Reeves, Kenneth E.","Cheung, Leland","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Toomey, Jr., Timothy J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,19,9
