rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num cands,Num seats
"Bowman, Manikka L.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Weinstein, David J.","Crutchfield, Jake W.","Bowman, Manikka L.","Fantini, Alfred B.","Cisternino, Pia","Kadete, Elechi M.","Cronin, Fran Albin","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,12,6
"Crutchfield, Jake W.","Cronin, Fran Albin","Weinstein, David J.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.","Cronin, Fran Albin","Cisternino, Pia","Bowman, Manikka L.","Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.",12,6
"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Cronin, Fran Albin","Kelly, Kathleen M.","Crutchfield, Jake W.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.","Kelly, Kathleen M.","Harding, Jr., Richard","Cisternino, Pia","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,12,6
"Dexter, Emily R.","Cronin, Fran Albin","Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Cisternino, Pia","Cronin, Fran Albin","Harding, Jr., Richard","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B.","Dexter, Emily R.","Bowman, Manikka L.","Cisternino, Pia","Weinstein, David J.","Crutchfield, Jake W.",12,6
"Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Dexter, Emily R.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Nolan, Patricia M.","Crutchfield, Jake W.","Weinstein, David J.","Kelly, Kathleen M.","Cronin, Fran Albin","Bowman, Manikka L.","Kadete, Elechi M.","Fantini, Alfred B.","Dexter, Emily R.","Cisternino, Pia",12,6
"Kadete, Elechi M.","Dexter, Emily R.","Crutchfield, Jake W.","Bowman, Manikka L.","Weinstein, David J.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin",12,6
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Weinstein, David J.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.","Bowman, Manikka L.","Kadete, Elechi M.",12,6
"Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Harding, Jr., Richard","Fantini, Alfred B.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran Albin","Kadete, Elechi M.",skipped,12,6
"Bowman, Manikka L.","Weinstein, David J.","Dexter, Emily R.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.","Cisternino, Pia","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,12,6
"Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Cisternino, Pia","Bowman, Manikka L.","Crutchfield, Jake W.","Dexter, Emily R.","Weinstein, David J.","Kadete, Elechi M.",12,6
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.","Cronin, Fran Albin","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Cisternino, Pia","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.","Cronin, Fran Albin","Fantini, Alfred B.","Cisternino, Pia","Bowman, Manikka L.","Dexter, Emily R.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,12,6
"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Dexter, Emily R.","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Kadete, Elechi M.","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,12,6
UWI,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Nolan, Patricia M.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Fantini, Alfred B.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,12,6
"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kadete, Elechi M.","Cronin, Fran Albin","Harding, Jr., Richard","Bowman, Manikka L.","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Fantini, Alfred B.","Nolan, Patricia M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Kelly, Kathleen M.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Harding, Jr., Richard","Kadete, Elechi M.","Bowman, Manikka L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,12,6
"Fantini, Alfred B.","Dexter, Emily R.","Harding, Jr., Richard","Kadete, Elechi M.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin",skipped,12,6
