11 1.0
1 1 6 5 8 11 4 3 10 9 2 7 0
1 2 3 9 6 4 11 1 8 10 7 5 0
1 2 7 9 4 11 3 10 8 5 1 6 0
1 2 10 6 4 11 1 9 7 5 3 8 0
1 3 4 10 8 5 2 1 11 6 7 9 0
1 3 5 6 8 11 1 2 9 7 4 10 0
1 3 5 8 7 6 2 1 11 9 10 4 0
1 3 7 5 8 11 1 2 9 6 4 10 0
1 3 7 10 5 11 2 1 9 4 8 6 0
1 3 10 7 9 11 1 5 4 6 2 8 0
1 4 3 7 9 11 1 2 10 6 5 8 0
1 4 5 7 6 11 1 10 9 8 2 3 0
1 4 6 3 7 9 10 11 5 2 1 8 0
1 4 8 6 3 11 2 7 10 1 5 9 0
1 4 9 7 6 11 1 2 10 8 3 5 0
1 5 3 7 4 11 2 1 10 6 9 8 0
1 5 4 3 8 11 1 10 6 7 2 9 0
1 5 8 3 7 11 1 2 4 6 0
1 5 8 3 9 11 1 4 6 7 2 10 0
1 5 8 4 7 11 10 2 6 1 3 9 0
1 5 10 2 6 11 4 8 3 9 1 7 0
1 6 5 2 10 11 4 1 7 3 0
1 6 7 3 5 11 1 9 10 4 2 8 0
1 6 8 3 5 11 1 10 9 4 2 7 0
1 6 8 4 5 10 1 11 3 9 2 7 0
1 6 9 4 5 11 1 7 10 3 2 8 0
1 6 10 4 5 11 1 3 9 7 2 8 0
1 6 11 8 10 1 5 9 7 0
1 7 3 4 6 9 8 5 10 2 1 11 0
1 7 4 5 8 11 1 3 10 6 2 9 0
1 7 4 6 1 8 2 3 11 9 5 10 0
1 7 8 3 6 11 2 10 9 4 1 5 0
1 7 10 4 6 11 2 5 8 1 3 9 0
1 8 3 4 10 7 11 1 5 9 6 2 0
1 8 4 3 11 5 6 1 7 2 9 0
1 8 4 7 5 11 1 2 10 9 6 3 0
1 8 6 1 5 9 10 11 2 3 4 7 0
1 8 7 1 5 11 6 10 3 4 2 9 0
1 8 9 3 5 11 1 10 4 6 2 7 0
1 8 9 3 6 11 1 4 7 10 2 5 0
1 8 10 1 6 11 9 7 4 3 2 5 0
1 9 5 3 4 11 1 2 8 7 6 10 0
1 9 6 2 10 11 3 7 5 1 4 0
1 9 7 2 10 11 1 4 6 5 3 8 0
1 9 8 5 6 10 1 4 11 3 2 7 0
1 9 8 6 4 11 1 2 5 3 7 0
1 9 10 5 3 11 1 2 8 6 4 7 0
1 9 10 5 7 2 11 1 3 4 8 6 0
1 10 4 6 8 9 1 2 11 7 3 5 0
1 10 5 11 3 9 2 7 8 1 6 4 0
1 10 6 2 8 11 1 5 9 4 3 7 0
1 10 7 2 5 11 1 8 4 6 3 9 0
1 10 7 4 3 11 1 8 9 5 2 6 0
1 10 9 7 5 11 1 3 6 4 2 8 0
0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
9.0
10.0
11.0
