28 Unknown
1 1 20 11 0
3 1 25 0
1 1 26 0
2 2 1 0
1 2 3 0
1 3 4 0
1 4 9 7 0
1 5 25 15 0
1 6 7 8 0
1 8 9 0
1 11 26 5 0
1 12 10 0
1 14 5 25 0
1 16 1 0
1 16 12 13 0
1 17 24 15 0
1 19 2 21 0
1 19 23 0
1 22 18 0
2 23 1 0
1 23 25 0
1 24 16 1 0
1 25 0
1 25 2 0
1 25 17 1 0
1 25 28 26 0
1 26 25 0
1 27 25 26 0
0
0
1
2
3
900
5
7
8
10
15
400
20
30
800
300
50
200
456
80
600
90
350
99
100
999
500
501
250
