,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
166,Enrolment/NAMAV,Enrolment/NAMAV,24955,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
167,Enrolment/NAMAV,Enrolment/NAMAV,24956,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,ROB Big,HEALEY Patrick,COOK Darlene,1,6
168,Enrolment/NAMAV,Enrolment/NAMAV,24957,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
169,Enrolment/NAMAV,Enrolment/NAMAV,24958,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
170,Enrolment/NAMAV,Enrolment/NAMAV,24959,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
171,Enrolment/NAMAV,Enrolment/NAMAV,24960,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,ROB Big,KRIEG Steve,HEALEY Patrick,1,6
172,Enrolment/NAMAV,Enrolment/NAMAV,24961,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
173,Enrolment/NAMAV,Enrolment/NAMAV,24962,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,COOK Darlene,HEALEY Patrick,KRIEG Steve,1,6
174,Enrolment/NAMAV,Enrolment/NAMAV,24963,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
175,Enrolment/NAMAV,Enrolment/NAMAV,24964,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
176,Enrolment/NAMAV,Enrolment/NAMAV,24965,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
177,Enrolment/NAMAV,Enrolment/NAMAV,24966,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
178,Enrolment/NAMAV,Enrolment/NAMAV,24967,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
179,Enrolment/NAMAV,Enrolment/NAMAV,24968,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
180,Enrolment/NAMAV,Enrolment/NAMAV,24969,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
181,Enrolment/NAMAV,Enrolment/NAMAV,24970,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
182,Enrolment/NAMAV,Enrolment/NAMAV,24971,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
183,Enrolment/NAMAV,Enrolment/NAMAV,24972,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
184,Enrolment/NAMAV,Enrolment/NAMAV,24973,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
185,Enrolment/NAMAV,Enrolment/NAMAV,24974,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
186,Enrolment/NAMAV,Enrolment/NAMAV,24975,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
187,Enrolment/NAMAV,Enrolment/NAMAV,24976,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
188,Enrolment/NAMAV,Enrolment/NAMAV,24977,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
189,Enrolment/NAMAV,Enrolment/NAMAV,24978,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
190,Enrolment/NAMAV,Enrolment/NAMAV,24979,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,BIRD Elly,KRIEG Steve,ROB Big,1,6
191,Enrolment/NAMAV,Enrolment/NAMAV,24980,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
192,Enrolment/NAMAV,Enrolment/NAMAV,24981,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,skipped,skipped,skipped,1,6
193,Enrolment/NAMAV,Enrolment/NAMAV,24982,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
194,Enrolment/NAMAV,Enrolment/NAMAV,24983,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
195,Enrolment/NAMAV,Enrolment/NAMAV,24984,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
196,Enrolment/NAMAV,Enrolment/NAMAV,24985,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
197,Enrolment/NAMAV,Enrolment/NAMAV,24986,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
198,Enrolment/NAMAV,Enrolment/NAMAV,24987,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
199,Enrolment/NAMAV,Enrolment/NAMAV,24988,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
200,Enrolment/NAMAV,Enrolment/NAMAV,24989,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
201,Enrolment/NAMAV,Enrolment/NAMAV,24990,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
202,Enrolment/NAMAV,Enrolment/NAMAV,24991,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
203,Enrolment/NAMAV,Enrolment/NAMAV,24992,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
204,Enrolment/NAMAV,Enrolment/NAMAV,24993,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
205,Enrolment/NAMAV,Enrolment/NAMAV,24994,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,1,6
206,Enrolment/NAMAV,Enrolment/NAMAV,24995,Formal,MP,KRIEG Steve,HEALEY Patrick,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
207,Enrolment/NAMAV,Enrolment/NAMAV,24996,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,1,6
208,Enrolment/NAMAV,Enrolment/NAMAV,24997,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
209,Enrolment/NAMAV,Enrolment/NAMAV,24998,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
210,Enrolment/NAMAV,Enrolment/NAMAV,24999,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
211,Enrolment/NAMAV,Enrolment/NAMAV,25000,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
212,Enrolment/NAMAV,Enrolment/NAMAV,25001,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
213,Enrolment/NAMAV,Enrolment/NAMAV,25002,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
214,Enrolment/NAMAV,Enrolment/NAMAV,25003,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
215,Enrolment/NAMAV,Enrolment/NAMAV,25004,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
216,Enrolment/NAMAV,Enrolment/NAMAV,25005,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
217,Enrolment/NAMAV,Enrolment/NAMAV,25006,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
218,Enrolment/NAMAV,Enrolment/NAMAV,25007,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
219,Enrolment/NAMAV,Enrolment/NAMAV,25008,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
220,Enrolment/NAMAV,Enrolment/NAMAV,25009,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
221,Enrolment/NAMAV,Enrolment/NAMAV,25010,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
222,Enrolment/NAMAV,Enrolment/NAMAV,25011,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
223,Enrolment/NAMAV,Enrolment/NAMAV,25012,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
224,Enrolment/NAMAV,Enrolment/NAMAV,25013,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
225,Enrolment/NAMAV,Enrolment/NAMAV,25014,Formal,MP,KRIEG Steve,ROB Big,COOK Darlene,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,1,6
226,Enrolment/NAMAV,Enrolment/NAMAV,25015,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
227,Enrolment/NAMAV,Enrolment/NAMAV,25016,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,1,6
228,Enrolment/NAMAV,Enrolment/NAMAV,25017,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
229,Enrolment/NAMAV,Enrolment/NAMAV,25018,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
230,Enrolment/NAMAV,Enrolment/NAMAV,25019,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
231,Enrolment/NAMAV,Enrolment/NAMAV,25020,Formal,MP,KRIEG Steve,COOK Darlene,ROB Big,skipped,skipped,skipped,1,6
232,Enrolment/NAMAV,Enrolment/NAMAV,25021,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
233,Enrolment/NAMAV,Enrolment/NAMAV,25022,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,1,6
234,Enrolment/NAMAV,Enrolment/NAMAV,25023,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
235,Enrolment/NAMAV,Enrolment/NAMAV,25024,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
236,Enrolment/NAMAV,Enrolment/NAMAV,25025,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
237,Enrolment/NAMAV,Enrolment/NAMAV,25026,Formal,MP,KRIEG Steve,BIRD Elly,skipped,skipped,skipped,skipped,1,6
238,Enrolment/NAMAV,Enrolment/NAMAV,25027,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
239,Enrolment/NAMAV,Enrolment/NAMAV,25028,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
240,Enrolment/NAMAV,Enrolment/NAMAV,25029,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
241,Enrolment/NAMAV,Enrolment/NAMAV,25030,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
242,Enrolment/NAMAV,Enrolment/NAMAV,25031,Formal,MP,KRIEG Steve,BIRD Elly,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
243,Enrolment/NAMAV,Enrolment/NAMAV,25032,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
244,Enrolment/NAMAV,Enrolment/NAMAV,25033,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
245,Enrolment/NAMAV,Enrolment/NAMAV,25034,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
246,Enrolment/NAMAV,Enrolment/NAMAV,25035,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
247,Enrolment/NAMAV,Enrolment/NAMAV,25036,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
248,Enrolment/NAMAV,Enrolment/NAMAV,25037,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
249,Enrolment/NAMAV,Enrolment/NAMAV,25038,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
250,Enrolment/NAMAV,Enrolment/NAMAV,25039,Formal,MP,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,BIRD Elly,1,6
251,Enrolment/NAMAV,Enrolment/NAMAV,25040,Formal,MP,ROB Big,COOK Darlene,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,1,6
252,Enrolment/NAMAV,Enrolment/NAMAV,25041,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
253,Enrolment/NAMAV,Enrolment/NAMAV,25042,Formal,MP,ROB Big,KRIEG Steve,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,1,6
254,Enrolment/NAMAV,Enrolment/NAMAV,25043,Formal,MP,ROB Big,KRIEG Steve,COOK Darlene,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
255,Enrolment/NAMAV,Enrolment/NAMAV,25044,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
256,Enrolment/NAMAV,Enrolment/NAMAV,25045,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
257,Enrolment/NAMAV,Enrolment/NAMAV,25046,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,1,6
258,Enrolment/NAMAV,Enrolment/NAMAV,25047,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
259,Enrolment/NAMAV,Enrolment/NAMAV,25048,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
260,Enrolment/NAMAV,Enrolment/NAMAV,25049,Formal,MP,ROB Big,KRIEG Steve,COOK Darlene,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
261,Enrolment/NAMAV,Enrolment/NAMAV,25050,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
262,Enrolment/NAMAV,Enrolment/NAMAV,25051,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
263,Enrolment/NAMAV,Enrolment/NAMAV,25052,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
264,Enrolment/NAMAV,Enrolment/NAMAV,25053,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
265,Enrolment/NAMAV,Enrolment/NAMAV,25054,Formal,MP,ROB Big,COOK Darlene,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
266,Enrolment/NAMAV,Enrolment/NAMAV,25055,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,1,6
267,Enrolment/NAMAV,Enrolment/NAMAV,25056,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
268,Enrolment/NAMAV,Enrolment/NAMAV,25057,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
269,Enrolment/NAMAV,Enrolment/NAMAV,25058,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
270,Enrolment/NAMAV,Enrolment/NAMAV,25059,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
271,Enrolment/NAMAV,Enrolment/NAMAV,25060,Formal,MP,ROB Big,COOK Darlene,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,1,6
272,Enrolment/NAMAV,Enrolment/NAMAV,25061,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
273,Enrolment/NAMAV,Enrolment/NAMAV,25062,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
274,Enrolment/NAMAV,Enrolment/NAMAV,25063,Formal,MP,ROB Big,KRIEG Steve,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,1,6
275,Enrolment/NAMAV,Enrolment/NAMAV,25064,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
276,Enrolment/NAMAV,Enrolment/NAMAV,25065,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,BIRD Elly,ROB Big,1,6
277,Enrolment/NAMAV,Enrolment/NAMAV,25066,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
278,Enrolment/NAMAV,Enrolment/NAMAV,25067,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
279,Enrolment/NAMAV,Enrolment/NAMAV,25068,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
280,Enrolment/NAMAV,Enrolment/NAMAV,25069,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
281,Enrolment/NAMAV,Enrolment/NAMAV,25070,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
282,Enrolment/NAMAV,Enrolment/NAMAV,25071,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
283,Enrolment/NAMAV,Enrolment/NAMAV,25072,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
284,Enrolment/NAMAV,Enrolment/NAMAV,25073,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
285,Enrolment/NAMAV,Enrolment/NAMAV,25074,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
286,Enrolment/NAMAV,Enrolment/NAMAV,25075,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
287,Enrolment/NAMAV,Enrolment/NAMAV,25076,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
288,Enrolment/NAMAV,Enrolment/NAMAV,25077,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,1,6
289,Enrolment/NAMAV,Enrolment/NAMAV,25078,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
290,Enrolment/NAMAV,Enrolment/NAMAV,25079,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,skipped,skipped,skipped,skipped,1,6
291,Enrolment/NAMAV,Enrolment/NAMAV,25080,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
292,Enrolment/NAMAV,Enrolment/NAMAV,25081,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
293,Enrolment/NAMAV,Enrolment/NAMAV,25082,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
294,Enrolment/NAMAV,Enrolment/NAMAV,25083,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
295,Enrolment/NAMAV,Enrolment/NAMAV,25084,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
296,Enrolment/NAMAV,Enrolment/NAMAV,25085,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
297,Enrolment/NAMAV,Enrolment/NAMAV,25086,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
298,Enrolment/NAMAV,Enrolment/NAMAV,25087,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
299,Enrolment/NAMAV,Enrolment/NAMAV,25088,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
300,Enrolment/NAMAV,Enrolment/NAMAV,25089,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,BIRD Elly,ROB Big,1,6
301,Enrolment/NAMAV,Enrolment/NAMAV,25090,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
302,Enrolment/NAMAV,Enrolment/NAMAV,25091,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,1,6
303,Enrolment/NAMAV,Enrolment/NAMAV,25092,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,BIRD Elly,COOK Darlene,1,6
304,Enrolment/NAMAV,Enrolment/NAMAV,25093,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
305,Enrolment/NAMAV,Enrolment/NAMAV,25094,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
306,Enrolment/NAMAV,Enrolment/NAMAV,25095,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
307,Enrolment/NAMAV,Enrolment/NAMAV,25096,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
308,Enrolment/NAMAV,Enrolment/NAMAV,25097,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,1,6
309,Enrolment/NAMAV,Enrolment/NAMAV,25098,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,1,6
310,Enrolment/NAMAV,Enrolment/NAMAV,25099,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
311,Enrolment/NAMAV,Enrolment/NAMAV,25100,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
312,Enrolment/NAMAV,Enrolment/NAMAV,25101,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
313,Enrolment/NAMAV,Enrolment/NAMAV,25102,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
314,Enrolment/NAMAV,Enrolment/NAMAV,25103,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
315,Enrolment/NAMAV,Enrolment/NAMAV,25104,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
316,Enrolment/NAMAV,Enrolment/NAMAV,25105,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
317,Enrolment/NAMAV,Enrolment/NAMAV,25106,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
318,Enrolment/NAMAV,Enrolment/NAMAV,25107,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
319,Enrolment/NAMAV,Enrolment/NAMAV,25108,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
320,Enrolment/NAMAV,Enrolment/NAMAV,25109,Formal,MP,KRIEG Steve,ROB Big,COOK Darlene,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
321,Enrolment/NAMAV,Enrolment/NAMAV,25110,Formal,MP,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,skipped,1,6
322,Enrolment/NAMAV,Enrolment/NAMAV,25111,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
323,Enrolment/NAMAV,Enrolment/NAMAV,25112,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
324,Enrolment/NAMAV,Enrolment/NAMAV,25113,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
325,Enrolment/NAMAV,Enrolment/NAMAV,25114,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
326,Enrolment/NAMAV,Enrolment/NAMAV,25115,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
327,Enrolment/NAMAV,Enrolment/NAMAV,25116,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
328,Enrolment/NAMAV,Enrolment/NAMAV,25117,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
329,Enrolment/NAMAV,Enrolment/NAMAV,25118,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
330,Enrolment/NAMAV,Enrolment/NAMAV,25119,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
331,Enrolment/NAMAV,Enrolment/NAMAV,25120,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
332,Enrolment/NAMAV,Enrolment/NAMAV,25121,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
333,Enrolment/NAMAV,Enrolment/NAMAV,25122,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
334,Enrolment/NAMAV,Enrolment/NAMAV,25123,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
335,Enrolment/NAMAV,Enrolment/NAMAV,25124,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
336,Enrolment/NAMAV,Enrolment/NAMAV,25125,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
337,Enrolment/NAMAV,Enrolment/NAMAV,25126,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,1,6
338,Enrolment/NAMAV,Enrolment/NAMAV,25127,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
339,Enrolment/NAMAV,Enrolment/NAMAV,25128,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
340,Enrolment/NAMAV,Enrolment/NAMAV,25129,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
