,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
12951,PR,Batemans Bay Pre-Poll,13645,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12952,PR,Batemans Bay Pre-Poll,13646,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12953,PR,Batemans Bay Pre-Poll,13647,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,WORTHINGTON Alison,SMITH Gary,GRACE David,HARRISON N (Tubby),1,7
12954,PR,Batemans Bay Pre-Poll,13648,Formal,MP,STARMER Karyn,HATCHER Mat,POLLOCK Rob,HARRISON N (Tubby),SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
12955,PR,Batemans Bay Pre-Poll,13649,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12956,PR,Batemans Bay Pre-Poll,13650,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12957,PR,Batemans Bay Pre-Poll,13651,Formal,MP,STARMER Karyn,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,1,7
12958,PR,Batemans Bay Pre-Poll,13652,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,1,7
12959,PR,Batemans Bay Pre-Poll,13653,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12960,PR,Batemans Bay Pre-Poll,13654,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,skipped,1,7
12961,PR,Batemans Bay Pre-Poll,13655,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12962,PR,Batemans Bay Pre-Poll,13656,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12963,PR,Batemans Bay Pre-Poll,13657,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12964,PR,Batemans Bay Pre-Poll,13658,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12965,PR,Batemans Bay Pre-Poll,13659,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12966,PR,Batemans Bay Pre-Poll,13660,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12967,PR,Batemans Bay Pre-Poll,13661,Formal,MP,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
12968,PR,Batemans Bay Pre-Poll,13662,Formal,MP,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
12969,PR,Batemans Bay Pre-Poll,13663,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
12970,PR,Batemans Bay Pre-Poll,13664,Formal,MP,STARMER Karyn,GRACE David,POLLOCK Rob,WORTHINGTON Alison,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),1,7
12971,PR,Batemans Bay Pre-Poll,13665,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12972,PR,Batemans Bay Pre-Poll,13666,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,1,7
12973,PR,Batemans Bay Pre-Poll,13667,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12974,PR,Batemans Bay Pre-Poll,13668,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12975,PR,Batemans Bay Pre-Poll,13669,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12976,PR,Batemans Bay Pre-Poll,13670,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12977,PR,Batemans Bay Pre-Poll,13671,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
12978,PR,Batemans Bay Pre-Poll,13672,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12979,PR,Batemans Bay Pre-Poll,13673,Formal,MP,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
12980,PR,Batemans Bay Pre-Poll,13674,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12981,PR,Batemans Bay Pre-Poll,13675,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12982,PR,Batemans Bay Pre-Poll,13676,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12983,PR,Batemans Bay Pre-Poll,13677,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
12984,PR,Batemans Bay Pre-Poll,13678,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,POLLOCK Rob,HARRISON N (Tubby),SMITH Gary,GRACE David,1,7
12985,PR,Batemans Bay Pre-Poll,13679,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
12986,PR,Batemans Bay Pre-Poll,13680,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12987,PR,Batemans Bay Pre-Poll,13681,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12988,PR,Batemans Bay Pre-Poll,13682,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,skipped,skipped,skipped,skipped,1,7
12989,PR,Batemans Bay Pre-Poll,13683,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
12990,PR,Batemans Bay Pre-Poll,13684,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12991,PR,Batemans Bay Pre-Poll,13685,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12992,PR,Batemans Bay Pre-Poll,13686,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
12993,PR,Batemans Bay Pre-Poll,13687,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12994,PR,Batemans Bay Pre-Poll,13688,Formal,MP,STARMER Karyn,WORTHINGTON Alison,HARRISON N (Tubby),GRACE David,HATCHER Mat,SMITH Gary,POLLOCK Rob,1,7
12995,PR,Batemans Bay Pre-Poll,13689,Formal,MP,STARMER Karyn,GRACE David,skipped,skipped,skipped,skipped,skipped,1,7
12996,PR,Batemans Bay Pre-Poll,13690,Formal,MP,STARMER Karyn,GRACE David,HATCHER Mat,SMITH Gary,WORTHINGTON Alison,skipped,skipped,1,7
12997,PR,Batemans Bay Pre-Poll,13691,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,1,7
12998,PR,Batemans Bay Pre-Poll,13692,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
12999,PR,Batemans Bay Pre-Poll,13693,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13000,PR,Batemans Bay Pre-Poll,13694,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13001,PR,Batemans Bay Pre-Poll,13695,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,1,7
13002,PR,Batemans Bay Pre-Poll,13696,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13003,PR,Batemans Bay Pre-Poll,13697,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13004,PR,Batemans Bay Pre-Poll,13698,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),GRACE David,WORTHINGTON Alison,1,7
13005,PR,Batemans Bay Pre-Poll,13699,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13006,PR,Batemans Bay Pre-Poll,13700,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13007,PR,Batemans Bay Pre-Poll,13701,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13008,PR,Batemans Bay Pre-Poll,13702,Formal,MP,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,HATCHER Mat,GRACE David,WORTHINGTON Alison,POLLOCK Rob,1,7
13009,PR,Batemans Bay Pre-Poll,13703,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13010,PR,Batemans Bay Pre-Poll,13704,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13011,PR,Batemans Bay Pre-Poll,13705,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13012,PR,Batemans Bay Pre-Poll,13706,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,1,7
13013,PR,Batemans Bay Pre-Poll,13707,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13014,PR,Batemans Bay Pre-Poll,13708,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),POLLOCK Rob,SMITH Gary,1,7
13015,PR,Batemans Bay Pre-Poll,13709,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13016,PR,Batemans Bay Pre-Poll,13710,Formal,MP,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
13017,PR,Batemans Bay Pre-Poll,13711,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13018,PR,Batemans Bay Pre-Poll,13712,Formal,MP,STARMER Karyn,SMITH Gary,HATCHER Mat,WORTHINGTON Alison,HARRISON N (Tubby),POLLOCK Rob,GRACE David,1,7
13019,PR,Batemans Bay Pre-Poll,13713,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13020,PR,Batemans Bay Pre-Poll,13714,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13021,PR,Batemans Bay Pre-Poll,13715,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13022,PR,Batemans Bay Pre-Poll,13716,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13023,PR,Batemans Bay Pre-Poll,13717,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,1,7
13024,PR,Batemans Bay Pre-Poll,13718,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,1,7
13025,PR,Batemans Bay Pre-Poll,13719,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13026,PR,Batemans Bay Pre-Poll,13720,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13027,PR,Batemans Bay Pre-Poll,13721,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13028,PR,Batemans Bay Pre-Poll,13722,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13029,PR,Batemans Bay Pre-Poll,13723,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13030,PR,Batemans Bay Pre-Poll,13724,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13031,PR,Batemans Bay Pre-Poll,13725,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13032,PR,Batemans Bay Pre-Poll,13726,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13033,PR,Batemans Bay Pre-Poll,13727,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13034,PR,Batemans Bay Pre-Poll,13728,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13035,PR,Batemans Bay Pre-Poll,13729,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13036,PR,Batemans Bay Pre-Poll,13730,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13037,PR,Batemans Bay Pre-Poll,13731,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13038,PR,Batemans Bay Pre-Poll,13732,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13039,PR,Batemans Bay Pre-Poll,13733,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13040,PR,Batemans Bay Pre-Poll,13734,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13041,PR,Batemans Bay Pre-Poll,13735,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13042,PR,Batemans Bay Pre-Poll,13736,Formal,MP,STARMER Karyn,HATCHER Mat,SMITH Gary,skipped,skipped,skipped,skipped,1,7
13043,PR,Batemans Bay Pre-Poll,13737,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13044,PR,Batemans Bay Pre-Poll,13738,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13045,PR,Batemans Bay Pre-Poll,13739,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13046,PR,Batemans Bay Pre-Poll,13740,Formal,MP,STARMER Karyn,GRACE David,HATCHER Mat,HARRISON N (Tubby),WORTHINGTON Alison,POLLOCK Rob,skipped,1,7
13047,PR,Batemans Bay Pre-Poll,13741,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13048,PR,Batemans Bay Pre-Poll,13742,Formal,MP,STARMER Karyn,GRACE David,HATCHER Mat,skipped,skipped,skipped,skipped,1,7
13049,PR,Batemans Bay Pre-Poll,13743,Formal,MP,STARMER Karyn,GRACE David,POLLOCK Rob,HARRISON N (Tubby),WORTHINGTON Alison,SMITH Gary,HATCHER Mat,1,7
13050,PR,Batemans Bay Pre-Poll,13744,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13051,PR,Batemans Bay Pre-Poll,13745,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),1,7
13052,PR,Batemans Bay Pre-Poll,13746,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13053,PR,Batemans Bay Pre-Poll,13747,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13054,PR,Batemans Bay Pre-Poll,13748,Formal,MP,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,skipped,skipped,1,7
13055,PR,Batemans Bay Pre-Poll,13749,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,1,7
13056,PR,Batemans Bay Pre-Poll,13750,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
13057,PR,Batemans Bay Pre-Poll,13751,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13058,PR,Batemans Bay Pre-Poll,13752,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
13059,PR,Batemans Bay Pre-Poll,13753,Formal,MP,STARMER Karyn,POLLOCK Rob,GRACE David,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),WORTHINGTON Alison,1,7
13060,PR,Batemans Bay Pre-Poll,13754,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13061,PR,Batemans Bay Pre-Poll,13755,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,skipped,1,7
13062,PR,Batemans Bay Pre-Poll,13756,Formal,MP,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,HATCHER Mat,GRACE David,WORTHINGTON Alison,1,7
13063,PR,Batemans Bay Pre-Poll,13757,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13064,PR,Batemans Bay Pre-Poll,13758,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13065,PR,Batemans Bay Pre-Poll,13759,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13066,PR,Batemans Bay Pre-Poll,13760,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13067,PR,Batemans Bay Pre-Poll,13761,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,WORTHINGTON Alison,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,1,7
13068,PR,Batemans Bay Pre-Poll,13762,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13069,PR,Batemans Bay Pre-Poll,13763,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13070,PR,Batemans Bay Pre-Poll,13764,Formal,MP,STARMER Karyn,HATCHER Mat,GRACE David,WORTHINGTON Alison,HARRISON N (Tubby),POLLOCK Rob,skipped,1,7
13071,PR,Batemans Bay Pre-Poll,13765,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13072,PR,Batemans Bay Pre-Poll,13766,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13073,PR,Batemans Bay Pre-Poll,13767,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13074,PR,Batemans Bay Pre-Poll,13768,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13075,PR,Batemans Bay Pre-Poll,13769,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
13076,PR,Batemans Bay Pre-Poll,13770,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13077,PR,Batemans Bay Pre-Poll,13771,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
13078,PR,Batemans Bay Pre-Poll,13772,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13079,PR,Batemans Bay Pre-Poll,13773,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13080,PR,Batemans Bay Pre-Poll,13774,Formal,MP,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,1,7
13081,PR,Batemans Bay Pre-Poll,13775,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13082,PR,Batemans Bay Pre-Poll,13776,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
13083,PR,Batemans Bay Pre-Poll,13777,Formal,MP,STARMER Karyn,GRACE David,skipped,skipped,skipped,skipped,skipped,1,7
13084,PR,Batemans Bay Pre-Poll,13778,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13085,PR,Batemans Bay Pre-Poll,13779,Formal,MP,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13086,PR,Batemans Bay Pre-Poll,13780,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13087,PR,Batemans Bay Pre-Poll,13781,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13088,PR,Batemans Bay Pre-Poll,13782,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13089,PR,Batemans Bay Pre-Poll,13783,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13090,PR,Batemans Bay Pre-Poll,13784,Formal,MP,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13091,PR,Batemans Bay Pre-Poll,13785,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13092,PR,Batemans Bay Pre-Poll,13786,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13093,PR,Batemans Bay Pre-Poll,13787,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13094,PR,Batemans Bay Pre-Poll,13788,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13095,PR,Batemans Bay Pre-Poll,13789,Formal,MP,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13096,PR,Batemans Bay Pre-Poll,13790,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,SMITH Gary,skipped,skipped,1,7
13097,PR,Batemans Bay Pre-Poll,13791,Formal,MP,HARRISON N (Tubby),SMITH Gary,HATCHER Mat,STARMER Karyn,GRACE David,POLLOCK Rob,WORTHINGTON Alison,1,7
13098,PR,Batemans Bay Pre-Poll,13792,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13099,PR,Batemans Bay Pre-Poll,13793,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13100,PR,Batemans Bay Pre-Poll,13794,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13101,PR,Batemans Bay Pre-Poll,13795,Formal,MP,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David,POLLOCK Rob,STARMER Karyn,WORTHINGTON Alison,1,7
13102,PR,Batemans Bay Pre-Poll,13796,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13103,PR,Batemans Bay Pre-Poll,13797,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
13104,PR,Batemans Bay Pre-Poll,13798,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13105,PR,Batemans Bay Pre-Poll,13799,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13106,PR,Batemans Bay Pre-Poll,13800,Formal,MP,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,1,7
13107,PR,Batemans Bay Pre-Poll,13801,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13108,PR,Batemans Bay Pre-Poll,13802,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
13109,PR,Batemans Bay Pre-Poll,13803,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
13110,PR,Batemans Bay Pre-Poll,13804,Formal,MP,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
13111,PR,Batemans Bay Pre-Poll,13805,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,SMITH Gary,WORTHINGTON Alison,GRACE David,STARMER Karyn,1,7
13112,PR,Batemans Bay Pre-Poll,13806,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13113,PR,Batemans Bay Pre-Poll,13807,Formal,MP,HARRISON N (Tubby),HATCHER Mat,STARMER Karyn,POLLOCK Rob,WORTHINGTON Alison,GRACE David,SMITH Gary,1,7
13114,PR,Batemans Bay Pre-Poll,13808,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13115,PR,Batemans Bay Pre-Poll,13809,Formal,MP,HARRISON N (Tubby),SMITH Gary,skipped,skipped,skipped,skipped,skipped,1,7
13116,PR,Batemans Bay Pre-Poll,13810,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
13117,PR,Batemans Bay Pre-Poll,13811,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
13118,PR,Batemans Bay Pre-Poll,13812,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13119,PR,Batemans Bay Pre-Poll,13813,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
13120,PR,Batemans Bay Pre-Poll,13814,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13121,PR,Batemans Bay Pre-Poll,13815,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13122,PR,Batemans Bay Pre-Poll,13816,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13123,PR,Batemans Bay Pre-Poll,13817,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13124,PR,Batemans Bay Pre-Poll,13818,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13125,PR,Batemans Bay Pre-Poll,13819,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,SMITH Gary,skipped,skipped,skipped,1,7
13126,PR,Batemans Bay Pre-Poll,13820,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
13127,PR,Batemans Bay Pre-Poll,13821,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
13128,PR,Batemans Bay Pre-Poll,13822,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
