5 0
1070 1 0
107 1 2 0
3 1 2 3 0
1 1 2 3 4 0
2 1 2 3 4 5 0
4 1 2 3 5 4 0
14 1 2 4 0
3 1 2 4 5 0
17 1 2 4 5 3 0
24 1 2 5 0
2 1 2 5 3 0
7 1 2 5 3 4 0
5 1 2 5 4 0
34 1 2 5 4 3 0
17 1 3 0
2 1 3 2 0
1 1 3 2 4 0
1 1 3 2 5 0
2 1 3 2 5 4 0
1 1 3 4 2 5 0
1 1 3 4 5 2 0
3 1 3 5 2 4 0
180 1 4 0
14 1 4 2 0
10 1 4 2 5 0
61 1 4 2 5 3 0
1 1 4 3 2 5 0
1 1 4 3 5 2 0
21 1 4 5 0
12 1 4 5 2 0
61 1 4 5 2 3 0
4 1 4 5 3 2 0
515 1 5 0
46 1 5 2 0
2 1 5 2 3 0
13 1 5 2 3 4 0
13 1 5 2 4 0
88 1 5 2 4 3 0
5 1 5 3 0
6 1 5 3 2 4 0
25 1 5 4 0
18 1 5 4 2 0
64 1 5 4 2 3 0
3 1 5 4 3 2 0
28 2 0
15 2 1 0
2 2 1 3 0
2 2 1 3 5 0
1 2 1 4 0
1 2 1 4 5 0
1 2 1 4 5 3 0
8 2 1 5 0
1 2 1 5 3 4 0
2 2 1 5 4 0
1 2 1 5 4 3 0
9 2 3 0
1 2 3 1 0
3 2 3 4 0
2 2 3 4 5 1 0
11 2 3 5 0
1 2 3 5 1 0
1 2 3 5 4 0
2 2 3 5 4 1 0
9 2 4 0
1 2 4 1 0
1 2 4 1 5 3 0
3 2 4 3 0
1 2 4 3 5 1 0
11 2 4 5 0
3 2 4 5 1 3 0
1 2 4 5 3 1 0
42 2 5 0
5 2 5 1 0
1 2 5 1 3 0
2 2 5 1 4 3 0
4 2 5 3 0
2 2 5 3 4 1 0
12 2 5 4 0
2 2 5 4 1 0
1 2 5 4 3 0
3 2 5 4 3 1 0
201 3 0
7 3 1 0
3 3 1 2 0
2 3 1 2 5 4 0
2 3 1 4 0
1 3 1 4 2 0
1 3 1 4 2 5 0
2 3 1 5 0
1 3 1 5 2 4 0
55 3 2 0
3 3 2 1 0
2 3 2 1 4 5 0
26 3 2 4 0
2 3 2 4 1 5 0
5 3 2 4 5 0
7 3 2 4 5 1 0
41 3 2 5 0
1 3 2 5 1 0
4 3 2 5 1 4 0
16 3 2 5 4 0
9 3 2 5 4 1 0
25 3 4 0
1 3 4 1 0
18 3 4 2 0
4 3 4 2 5 0
3 3 4 2 5 1 0
6 3 4 5 0
6 3 4 5 2 1 0
140 3 5 0
4 3 5 1 0
50 3 5 2 0
2 3 5 2 1 0
1 3 5 2 1 4 0
12 3 5 2 4 0
17 3 5 2 4 1 0
10 3 5 4 0
1 3 5 4 1 2 0
7 3 5 4 2 0
6 3 5 4 2 1 0
36 4 0
39 4 1 0
1 4 1 2 0
4 4 1 2 5 0
2 4 1 2 5 3 0
14 4 1 5 0
4 4 1 5 2 0
6 4 1 5 2 3 0
20 4 2 0
1 4 2 1 5 3 0
1 4 2 3 0
6 4 2 5 0
1 4 2 5 3 0
2 4 2 5 3 1 0
6 4 3 0
3 4 3 2 0
1 4 3 2 1 5 0
2 4 3 2 5 1 0
1 4 3 5 0
1 4 3 5 2 0
1 4 3 5 2 1 0
20 4 5 0
6 4 5 1 0
2 4 5 1 2 0
1 4 5 1 2 3 0
1 4 5 1 3 0
4 4 5 2 0
2 4 5 2 1 0
3 4 5 2 1 3 0
2 4 5 2 3 1 0
5 4 5 3 0
1 4 5 3 2 0
819 5 0
273 5 1 0
26 5 1 2 0
2 5 1 2 3 0
11 5 1 2 3 4 0
29 5 1 2 4 3 0
4 5 1 3 0
4 5 1 3 2 4 0
21 5 1 4 0
6 5 1 4 2 0
23 5 1 4 2 3 0
1 5 1 4 3 0
1 5 1 4 3 2 0
222 5 2 0
18 5 2 1 0
1 5 2 1 3 0
4 5 2 1 3 4 0
4 5 2 1 4 0
21 5 2 1 4 3 0
24 5 2 3 0
2 5 2 3 1 0
8 5 2 3 1 4 0
10 5 2 3 4 0
11 5 2 3 4 1 0
26 5 2 4 0
1 5 2 4 1 0
18 5 2 4 1 3 0
6 5 2 4 3 0
14 5 2 4 3 1 0
149 5 3 0
2 5 3 1 0
1 5 3 1 2 4 0
1 5 3 1 4 2 0
59 5 3 2 0
2 5 3 2 1 0
8 5 3 2 1 4 0
26 5 3 2 4 0
26 5 3 2 4 1 0
9 5 3 4 0
1 5 3 4 1 0
2 5 3 4 1 2 0
6 5 3 4 2 0
5 5 3 4 2 1 0
124 5 4 0
9 5 4 1 0
3 5 4 1 2 0
11 5 4 1 2 3 0
27 5 4 2 0
1 5 4 2 1 0
9 5 4 2 1 3 0
2 5 4 2 3 0
11 5 4 2 3 1 0
9 5 4 3 0
1 5 4 3 1 2 0
7 5 4 3 2 0
1 5 4 3 2 1 0
0
SNP
LD
Con
Kristofer KEANE (Ind)
Lab
