ballotID,Precinct,Ballot Style,rank1,rank2,rank3,numSeats,numCands
162710,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162713,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
162716,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162720,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162734,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
162740,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.",skipped,1,3
162742,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162746,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162749,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162756,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162768,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162771,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162777,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162780,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
162781,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
162784,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162792,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162805,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162808,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162809,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
162811,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162814,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162815,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
162816,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162817,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
162819,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162821,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162822,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
162823,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162827,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162829,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
162831,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162834,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162841,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162851,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162852,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162856,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
162858,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162867,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162871,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
162873,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
162874,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162880,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped,1,3
162884,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.",skipped,1,3
162887,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
162893,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162895,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162903,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162913,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
162915,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162922,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162923,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162924,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
162930,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162932,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
162937,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162943,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
162946,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
162956,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
162958,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
162959,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
162961,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
162963,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
162968,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
162989,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
162998,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
163001,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163002,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163010,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163013,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163019,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163021,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163025,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
163027,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163030,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
163039,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163043,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163045,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163049,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
163054,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163068,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
163073,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163076,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
163077,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163079,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
163088,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
163092,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163093,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163094,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163095,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
163098,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163102,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163104,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
163110,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163114,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163120,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163121,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
163123,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
163124,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
163128,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
163131,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
163132,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
163133,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
163136,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
163139,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
163150,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163167,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
163169,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
163175,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163181,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
163184,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163187,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
163197,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168435,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
168478,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
168484,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.",skipped,1,3
168495,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
168497,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168518,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168527,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
168530,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
168532,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
168559,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
168562,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
168567,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
168572,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
168581,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168582,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168606,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168622,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
168646,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
168648,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
168658,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
168673,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168676,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
168678,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
168682,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
168702,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168711,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
168712,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
168725,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
168726,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
168727,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168731,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168753,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
168758,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168765,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped,1,3
168788,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168814,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168822,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
168835,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
168848,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168877,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
168887,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
168892,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
168922,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
168947,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
168990,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped,1,3
169003,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
169014,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
169016,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
169020,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
169084,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
169093,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
169095,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped,1,3
169100,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Davis, Laurie J.","Grant, Benjamin K.",1,3
169104,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
169105,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
169114,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
169119,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis",skipped,1,3
169139,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
169144,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
169155,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Davis, Laurie J.","Zager, Samuel Lewis",1,3
169182,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
169183,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
169199,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Grant, Benjamin K.","Zager, Samuel Lewis",1,3
169228,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
169232,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
169271,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
169293,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.","Davis, Laurie J.",1,3
169309,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
169333,Portland All,DEM Ballot Style 210,"Davis, Laurie J.","Zager, Samuel Lewis","Grant, Benjamin K.",1,3
169359,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
169361,Portland All,DEM Ballot Style 210,"Davis, Laurie J.",skipped,skipped,1,3
169376,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
169404,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
169405,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis","Grant, Benjamin K.",skipped,1,3
169407,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.","Zager, Samuel Lewis","Davis, Laurie J.",1,3
169419,Portland All,DEM Ballot Style 210,"Zager, Samuel Lewis",skipped,skipped,1,3
169427,Portland All,DEM Ballot Style 210,"Grant, Benjamin K.",skipped,skipped,1,3
