voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Jacqueline MCKENNA Scottish Labour Party,Katie Margaret STRANG Scottish National Party (SNP),Graeme James DOWNIE Scottish Labour Party,Sam STEELE Scottish National Party (SNP),Martin James KEATINGS ,Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Jo COCKBURN Scottish Liberal Democrats,William GAVIN Alba Party for independence,"Danny SMITH Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Conner YOUNG Scottish Conservative and Unionist,3
1,Jo COCKBURN Scottish Liberal Democrats,Graeme James DOWNIE Scottish Labour Party,Conner YOUNG Scottish Conservative and Unionist,Jacqueline MCKENNA Scottish Labour Party,Craig MCCUTCHEON Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,3
2,Katie Margaret STRANG Scottish National Party (SNP),Sam STEELE Scottish National Party (SNP),Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Martin James KEATINGS ,William GAVIN Alba Party for independence,Jo COCKBURN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,3
3,Graeme James DOWNIE Scottish Labour Party,"Danny SMITH Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jo COCKBURN Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Martin James KEATINGS ,William GAVIN Alba Party for independence,Katie Margaret STRANG Scottish National Party (SNP),Sam STEELE Scottish National Party (SNP),Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Jacqueline MCKENNA Scottish Labour Party,Graeme James DOWNIE Scottish Labour Party,skipped,skipped,skipped,3
5,William GAVIN Alba Party for independence,Jo COCKBURN Scottish Liberal Democrats,Craig MCCUTCHEON Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Jacqueline MCKENNA Scottish Labour Party,Katie Margaret STRANG Scottish National Party (SNP),Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Graeme James DOWNIE Scottish Labour Party,Sam STEELE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
7,Katie Margaret STRANG Scottish National Party (SNP),Jo COCKBURN Scottish Liberal Democrats,Sam STEELE Scottish National Party (SNP),Craig MCCUTCHEON Scottish Greens - Think Global Act Local,skipped,skipped,skipped,skipped,skipped,skipped,3
8,Katie Margaret STRANG Scottish National Party (SNP),Sam STEELE Scottish National Party (SNP),Graeme James DOWNIE Scottish Labour Party,Jo COCKBURN Scottish Liberal Democrats,Jacqueline MCKENNA Scottish Labour Party,"Danny SMITH Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Martin James KEATINGS ,William GAVIN Alba Party for independence,Conner YOUNG Scottish Conservative and Unionist,3
9,Craig MCCUTCHEON Scottish Greens - Think Global Act Local,Katie Margaret STRANG Scottish National Party (SNP),Sam STEELE Scottish National Party (SNP),William GAVIN Alba Party for independence,Graeme James DOWNIE Scottish Labour Party,Jacqueline MCKENNA Scottish Labour Party,skipped,skipped,skipped,skipped,3
