voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,numSeats,numCands
0,Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),Sarah NEAL (SNP) Party (SNP),"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Dave DEMPSEY Scottish (Con) and Unionist,Dave COLEMAN Scottish (Con) and Unionist,4,8
1,Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Dave COLEMAN Scottish (Con) and Unionist,Dave DEMPSEY Scottish (Con) and Unionist,"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",Ryan BLACKADDER Elect a (Grn) Councillor,Sarah NEAL (SNP) Party (SNP),David BARRATT (SNP) Party (SNP),4,8
2,Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Dave COLEMAN Scottish (Con) and Unionist,Dave DEMPSEY Scottish (Con) and Unionist,"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",Ryan BLACKADDER Elect a (Grn) Councillor,Sarah NEAL (SNP) Party (SNP),David BARRATT (SNP) Party (SNP),4,8
3,Dave DEMPSEY Scottish (Con) and Unionist,Dave COLEMAN Scottish (Con) and Unionist,"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",Callum John HAWTHORNE Scottish (LD),Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),Sarah NEAL (SNP) Party (SNP),Patrick Charles BROWNE Scottish (Lab) Party,4,8
4,Patrick Charles BROWNE Scottish (Lab) Party,David BARRATT (SNP) Party (SNP),"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,4,8
5,Patrick Charles BROWNE Scottish (Lab) Party,David BARRATT (SNP) Party (SNP),"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,4,8
6,Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),Sarah NEAL (SNP) Party (SNP),skipped,skipped,skipped,4,8
7,Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),Sarah NEAL (SNP) Party (SNP),skipped,skipped,skipped,4,8
8,Patrick Charles BROWNE Scottish (Lab) Party,Callum John HAWTHORNE Scottish (LD),Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),Sarah NEAL (SNP) Party (SNP),skipped,skipped,skipped,4,8
9,Ryan BLACKADDER Elect a (Grn) Councillor,David BARRATT (SNP) Party (SNP),"Sarah Ann DAVIS (SFP) Party Pro-Family, Pro-Marriage, Pro-Life",Callum John HAWTHORNE Scottish (LD),Sarah NEAL (SNP) Party (SNP),skipped,skipped,skipped,4,8
