Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
AD: 52 ED: 028,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 028,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 028,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Sabrina N. Gates,April Somboun,Elizabeth E. Adams,Victoria E. Cambranes,1,9
AD: 52 ED: 053,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,April Somboun,Victoria E. Cambranes,Sabrina N. Gates,Lincoln Restler,1,9
AD: 52 ED: 053,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Elizabeth E. Adams,Victoria E. Cambranes,Lincoln Restler,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Elizabeth E. Adams,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Stu Sherman,April Somboun,Elizabeth E. Adams,Victoria E. Cambranes,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Victoria E. Cambranes,Elizabeth E. Adams,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Lincoln Restler,Elizabeth E. Adams,April Somboun,Sabrina N. Gates,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,Ben Solotaire,April Somboun,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,April Somboun,Elizabeth E. Adams,Sabrina N. Gates,Stu Sherman,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Toba Potosky,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Stu Sherman,Lincoln Restler,Sabrina N. Gates,Victoria E. Cambranes,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,Elizabeth E. Adams,Sabrina N. Gates,Ben Solotaire,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Elizabeth E. Adams,Lincoln Restler,April Somboun,Victoria E. Cambranes,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,April Somboun,Victoria E. Cambranes,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Sabrina N. Gates,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Stu Sherman,Elizabeth E. Adams,April Somboun,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Stu Sherman,April Somboun,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,Ben Solotaire,April Somboun,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Stu Sherman,Toba Potosky,Sabrina N. Gates,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,Victoria E. Cambranes,April Somboun,Sabrina N. Gates,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,April Somboun,Victoria E. Cambranes,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,April Somboun,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 104,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Stu Sherman,April Somboun,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Ben Solotaire,Toba Potosky,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,April Somboun,Elizabeth E. Adams,Stu Sherman,Lincoln Restler,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Elizabeth E. Adams,Lincoln Restler,Victoria E. Cambranes,Toba Potosky,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Sabrina N. Gates,April Somboun,Victoria E. Cambranes,Elizabeth E. Adams,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,April Somboun,Elizabeth E. Adams,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,April Somboun,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Toba Potosky,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Victoria E. Cambranes,Elizabeth E. Adams,Stu Sherman,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Toba Potosky,Lincoln Restler,Stu Sherman,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Toba Potosky,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Victoria E. Cambranes,Elizabeth E. Adams,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,April Somboun,Lincoln Restler,Victoria E. Cambranes,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Lincoln Restler,Stu Sherman,Victoria E. Cambranes,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,April Somboun,Victoria E. Cambranes,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Toba Potosky,Sabrina N. Gates,Ben Solotaire,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Toba Potosky,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Ben Solotaire,Elizabeth E. Adams,Lincoln Restler,Toba Potosky,April Somboun,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,April Somboun,Victoria E. Cambranes,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,Stu Sherman,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Toba Potosky,Sabrina N. Gates,Ben Solotaire,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Lincoln Restler,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Stu Sherman,Sabrina N. Gates,Lincoln Restler,April Somboun,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Victoria E. Cambranes,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Sabrina N. Gates,Ben Solotaire,Victoria E. Cambranes,April Somboun,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,April Somboun,Toba Potosky,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Stu Sherman,April Somboun,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Lincoln Restler,Elizabeth E. Adams,Stu Sherman,April Somboun,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Stu Sherman,Victoria E. Cambranes,April Somboun,Sabrina N. Gates,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Ben Solotaire,Stu Sherman,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Toba Potosky,Stu Sherman,Lincoln Restler,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Elizabeth E. Adams,April Somboun,Lincoln Restler,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Stu Sherman,Toba Potosky,Elizabeth E. Adams,Victoria E. Cambranes,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Elizabeth E. Adams,Victoria E. Cambranes,Toba Potosky,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Victoria E. Cambranes,April Somboun,Elizabeth E. Adams,Toba Potosky,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Victoria E. Cambranes,Elizabeth E. Adams,April Somboun,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Stu Sherman,Victoria E. Cambranes,Elizabeth E. Adams,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Elizabeth E. Adams,April Somboun,Ben Solotaire,Victoria E. Cambranes,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,Lincoln Restler,April Somboun,Sabrina N. Gates,Victoria E. Cambranes,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Toba Potosky,April Somboun,Sabrina N. Gates,Ben Solotaire,Victoria E. Cambranes,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,Toba Potosky,Victoria E. Cambranes,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Ben Solotaire,Lincoln Restler,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Victoria E. Cambranes,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Lincoln Restler,Stu Sherman,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,Victoria E. Cambranes,April Somboun,Stu Sherman,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,Stu Sherman,April Somboun,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,April Somboun,Elizabeth E. Adams,Lincoln Restler,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,April Somboun,Victoria E. Cambranes,Elizabeth E. Adams,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,Ben Solotaire,Stu Sherman,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Elizabeth E. Adams,April Somboun,Lincoln Restler,Ben Solotaire,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Stu Sherman,Elizabeth E. Adams,Sabrina N. Gates,Lincoln Restler,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Ben Solotaire,Stu Sherman,Toba Potosky,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Victoria E. Cambranes,Lincoln Restler,April Somboun,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Sabrina N. Gates,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,Stu Sherman,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Lincoln Restler,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,Victoria E. Cambranes,April Somboun,Stu Sherman,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 027,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Elizabeth E. Adams,Lincoln Restler,skipped,skipped,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Sabrina N. Gates,skipped,skipped,skipped,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Lincoln Restler,Ben Solotaire,skipped,skipped,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Toba Potosky,Sabrina N. Gates,Victoria E. Cambranes,Stu Sherman,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Toba Potosky,Lincoln Restler,Elizabeth E. Adams,April Somboun,1,9
AD: 52 ED: 054,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,Elizabeth E. Adams,April Somboun,Victoria E. Cambranes,Stu Sherman,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Victoria E. Cambranes,April Somboun,Lincoln Restler,Stu Sherman,Toba Potosky,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Sabrina N. Gates,April Somboun,Victoria E. Cambranes,Toba Potosky,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Toba Potosky,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,Toba Potosky,Stu Sherman,Victoria E. Cambranes,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,Stu Sherman,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Toba Potosky,Victoria E. Cambranes,Sabrina N. Gates,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Ben Solotaire,April Somboun,Victoria E. Cambranes,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Victoria E. Cambranes,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Sabrina N. Gates,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Toba Potosky,Victoria E. Cambranes,Stu Sherman,Ben Solotaire,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Elizabeth E. Adams,Ben Solotaire,Sabrina N. Gates,Victoria E. Cambranes,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Sabrina N. Gates,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Elizabeth E. Adams,skipped,skipped,skipped,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Sabrina N. Gates,Lincoln Restler,Elizabeth E. Adams,Stu Sherman,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Lincoln Restler,Elizabeth E. Adams,Stu Sherman,April Somboun,skipped,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,April Somboun,Ben Solotaire,Elizabeth E. Adams,Lincoln Restler,Stu Sherman,1,9
AD: 52 ED: 105,DEM ABS Ballot Style 29,2021P3V1_ABS,Stu Sherman,Elizabeth E. Adams,April Somboun,skipped,skipped,1,9
