Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,numSeats,numCands
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 064,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,writein,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,writein,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,writein,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,skipped,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 017,DEM ABS Ballot Style 21,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 062,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,skipped,skipped,1,4
AD: 32 ED: 070,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,writein,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Ruben Wills,Japneet Singh,Adrienne E. Adams,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,writein,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 053,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 32 ED: 031,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,Ruben Wills,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Japneet Singh,Adrienne E. Adams,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Japneet Singh,Adrienne E. Adams,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 065,DEM ABS Ballot Style 64,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 020,DEM ABS Ballot Style 23,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,Ruben Wills,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,Ruben Wills,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,Ruben Wills,Adrienne E. Adams,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 022,DEM ABS Ballot Style 22,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Ruben Wills,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,Japneet Singh,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,Ruben Wills,Adrienne E. Adams,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Ruben Wills,Adrienne E. Adams,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,skipped,skipped,skipped,1,4
AD: 31 ED: 016,DEM ABS Ballot Style 62,2021P4V1_ABS_DEM,Japneet Singh,Adrienne E. Adams,skipped,skipped,1,4
AD: 32 ED: 055,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
AD: 32 ED: 055,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,skipped,skipped,skipped,1,4
AD: 32 ED: 055,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Ruben Wills,Japneet Singh,skipped,1,4
AD: 32 ED: 055,DEM ABS Ballot Style 66,2021P4V1_ABS_DEM,Adrienne E. Adams,Japneet Singh,Ruben Wills,skipped,1,4
