Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
AD: 81 ED: 041,,2021P2V1_ABS,Abigail Martin,Mino Lora,Jessica Haller,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Abigail Martin,Eric Dinowitz,Jessica Haller,Daniel Padernacht,Marcos Sierra,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Mino Lora,Carlton Berkley,Abigail Martin,Jessica Haller,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,skipped,skipped,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Carlton Berkley,Abigail Martin,Jessica Haller,Marcos Sierra,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Abigail Martin,Jessica Haller,Carlton Berkley,Mino Lora,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,skipped,skipped,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Mino Lora,Eric Dinowitz,Carlton Berkley,Jessica Haller,Abigail Martin,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,skipped,skipped,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Jessica Haller,skipped,skipped,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Carlton Berkley,Abigail Martin,Jessica Haller,Mino Lora,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Carlton Berkley,Mino Lora,Marcos Sierra,Abigail Martin,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Carlton Berkley,Mino Lora,Jessica Haller,Abigail Martin,Daniel Padernacht,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,Daniel Padernacht,Abigail Martin,Mino Lora,Jessica Haller,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Eric Dinowitz,skipped,skipped,skipped,skipped,1,8
AD: 81 ED: 022,,2021P2V1_ABS,Abigail Martin,Jessica Haller,Daniel Padernacht,Carlton Berkley,Marcos Sierra,1,8
