Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Tahirah A. Moore,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Chi A. Osse,Robert Waterman,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Henry L. Butler,Tahirah A. Moore,Robert Waterman,Reginald Swiney,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Henry L. Butler,Tahirah A. Moore,Robert Waterman,Reginald Swiney,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Tahirah A. Moore,Reginald Swiney,Robert Waterman,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Chi A. Osse,Henry L. Butler,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Tahirah A. Moore,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Chi A. Osse,skipped,skipped,1,6
AD: 43 ED: 046,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,Reginald Swiney,Chi A. Osse,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Robert Waterman,Reginald Swiney,Tahirah A. Moore,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Reginald Swiney,Henry L. Butler,Chi A. Osse,Tahirah A. Moore,Robert Waterman,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Reginald Swiney,Henry L. Butler,Robert Waterman,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Henry L. Butler,Robert Waterman,Tahirah A. Moore,skipped,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,Chi A. Osse,skipped,1,6
AD: 43 ED: 048,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,Reginald Swiney,Tahirah A. Moore,Chi A. Osse,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Reginald Swiney,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Reginald Swiney,Tahirah A. Moore,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Tahirah A. Moore,Reginald Swiney,Robert Waterman,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 050,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Reginald Swiney,Tahirah A. Moore,Henry L. Butler,Chi A. Osse,Robert Waterman,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Chi A. Osse,Tahirah A. Moore,Reginald Swiney,Henry L. Butler,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Robert Waterman,Reginald Swiney,Tahirah A. Moore,Chi A. Osse,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Robert Waterman,Chi A. Osse,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,Henry L. Butler,Reginald Swiney,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Chi A. Osse,Reginald Swiney,Henry L. Butler,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,Henry L. Butler,Reginald Swiney,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,writein,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,Henry L. Butler,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,Reginald Swiney,writein,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,writein,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Tahirah A. Moore,Robert Waterman,Reginald Swiney,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,Henry L. Butler,Reginald Swiney,Chi A. Osse,1,6
AD: 43 ED: 045,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,Henry L. Butler,Reginald Swiney,Chi A. Osse,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Tahirah A. Moore,Henry L. Butler,writein,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Henry L. Butler,Chi A. Osse,Reginald Swiney,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Reginald Swiney,Henry L. Butler,Chi A. Osse,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Robert Waterman,Tahirah A. Moore,skipped,skipped,1,6
AD: 43 ED: 072,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Tahirah A. Moore,Henry L. Butler,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Reginald Swiney,Chi A. Osse,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,Robert Waterman,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,Chi A. Osse,Robert Waterman,Reginald Swiney,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,Robert Waterman,Chi A. Osse,Reginald Swiney,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Tahirah A. Moore,Reginald Swiney,Robert Waterman,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Reginald Swiney,Chi A. Osse,Henry L. Butler,Robert Waterman,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,Reginald Swiney,skipped,skipped,1,6
AD: 43 ED: 012,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Henry L. Butler,Reginald Swiney,Chi A. Osse,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Henry L. Butler,Reginald Swiney,Chi A. Osse,Tahirah A. Moore,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Reginald Swiney,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Robert Waterman,Henry L. Butler,Reginald Swiney,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Robert Waterman,skipped,skipped,skipped,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,Chi A. Osse,Henry L. Butler,Reginald Swiney,1,6
AD: 43 ED: 049,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Robert Waterman,Henry L. Butler,Reginald Swiney,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Henry L. Butler,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Reginald Swiney,Henry L. Butler,Robert Waterman,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Robert Waterman,Reginald Swiney,Henry L. Butler,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 53 ED: 080,DEM ABS Ballot Style 38,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 53 ED: 049,DEM ABS Ballot Style 33,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,skipped,skipped,skipped,1,6
AD: 53 ED: 049,DEM ABS Ballot Style 33,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Henry L. Butler,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 43 ED: 047,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,Chi A. Osse,Reginald Swiney,Robert Waterman,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,writein,Tahirah A. Moore,Reginald Swiney,Chi A. Osse,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Henry L. Butler,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,Tahirah A. Moore,Henry L. Butler,Reginald Swiney,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Henry L. Butler,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Henry L. Butler,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Henry L. Butler,Robert Waterman,Reginald Swiney,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,skipped,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,writein,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Henry L. Butler,skipped,skipped,1,6
AD: 57 ED: 100,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,skipped,skipped,skipped,1,6
AD: 54 ED: 017,DEM ABS Ballot Style 40,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Reginald Swiney,skipped,skipped,1,6
AD: 54 ED: 017,DEM ABS Ballot Style 40,2021P3V1_ABS,Robert Waterman,Henry L. Butler,Chi A. Osse,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Tahirah A. Moore,Chi A. Osse,Henry L. Butler,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Henry L. Butler,skipped,skipped,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Chi A. Osse,Robert Waterman,skipped,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Henry L. Butler,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,skipped,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,skipped,skipped,skipped,1,6
AD: 54 ED: 012,DEM ABS Ballot Style 40,2021P3V1_ABS,Chi A. Osse,Henry L. Butler,Tahirah A. Moore,writein,Robert Waterman,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Reginald Swiney,Chi A. Osse,Tahirah A. Moore,Robert Waterman,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Robert Waterman,Chi A. Osse,Reginald Swiney,Henry L. Butler,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Tahirah A. Moore,Robert Waterman,Henry L. Butler,skipped,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,skipped,skipped,skipped,skipped,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Robert Waterman,skipped,skipped,skipped,skipped,1,6
AD: 54 ED: 076,DEM ABS Ballot Style 10,2021P3V1_ABS,Tahirah A. Moore,Henry L. Butler,Chi A. Osse,Robert Waterman,Reginald Swiney,1,6
AD: 57 ED: 057,DEM ABS Ballot Style 10,2021P3V1_ABS,Henry L. Butler,Chi A. Osse,Reginald Swiney,Robert Waterman,Tahirah A. Moore,1,6
AD: 57 ED: 057,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,skipped,skipped,skipped,skipped,1,6
AD: 57 ED: 057,DEM ABS Ballot Style 10,2021P3V1_ABS,Chi A. Osse,Robert Waterman,Tahirah A. Moore,Henry L. Butler,skipped,1,6
