voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
0,(Ind) Douglas James THOMSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
1,(Ind) Douglas James THOMSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
2,(Ind) Douglas James THOMSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
3,(Ind) Douglas James THOMSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
4,(Ind) Douglas James THOMSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
5,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
6,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
7,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
8,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
9,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
10,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
11,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,11
12,(Ind) Douglas James THOMSON,(Ind) Archibald ROBERTSON,(Ind) David Page HENDERSON,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,,11
