voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
0,SNP,SNP,SNP,Grn,William MCLACHLAN (Ind),Lab,Lab,LD,Con,Soc,Alba,4,11
1,SNP,William MCLACHLAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
2,SNP,William MCLACHLAN (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
3,Con,LD,William MCLACHLAN (Ind),Lab,Lab,Soc,skipped,skipped,skipped,skipped,skipped,4,11
4,Lab,Con,Lab,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
5,Lab,Con,Lab,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
6,Lab,Con,Lab,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
7,SNP,Soc,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
8,Con,Lab,Lab,Grn,LD,Soc,skipped,skipped,skipped,skipped,skipped,4,11
9,SNP,SNP,SNP,Lab,Lab,Grn,Alba,LD,skipped,skipped,skipped,4,11
10,Con,William MCLACHLAN (Ind),Lab,SNP,SNP,LD,Alba,SNP,Grn,Lab,Soc,4,11
11,Lab,Lab,SNP,SNP,SNP,Grn,skipped,skipped,skipped,skipped,skipped,4,11
12,Lab,Lab,SNP,SNP,SNP,Grn,skipped,skipped,skipped,skipped,skipped,4,11
13,Lab,Lab,William MCLACHLAN (Ind),LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
14,Soc,Lab,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
15,Grn,Alba,SNP,SNP,Soc,SNP,skipped,skipped,skipped,skipped,skipped,4,11
16,SNP,SNP,SNP,Lab,Lab,Grn,Soc,Alba,Con,LD,William MCLACHLAN (Ind),4,11
17,SNP,SNP,SNP,Lab,William MCLACHLAN (Ind),Grn,Lab,LD,Soc,Alba,Con,4,11
18,Lab,Lab,Alba,SNP,SNP,SNP,LD,Soc,Grn,Con,skipped,4,11
19,SNP,SNP,Lab,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,11
20,SNP,SNP,Lab,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,11
21,SNP,SNP,Lab,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,11
22,Lab,Lab,Alba,Soc,Grn,LD,William MCLACHLAN (Ind),SNP,SNP,SNP,Con,4,11
23,Lab,SNP,SNP,Lab,SNP,Soc,Grn,LD,William MCLACHLAN (Ind),Con,Alba,4,11
24,Lab,Lab,SNP,Grn,SNP,SNP,Soc,LD,Alba,William MCLACHLAN (Ind),Con,4,11
25,Lab,Lab,Con,LD,William MCLACHLAN (Ind),Soc,Alba,Grn,SNP,SNP,SNP,4,11
26,SNP,SNP,SNP,Con,Soc,Lab,LD,William MCLACHLAN (Ind),Alba,Grn,Lab,4,11
27,SNP,SNP,SNP,Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,11
28,SNP,Con,William MCLACHLAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
29,SNP,SNP,SNP,Lab,Lab,Grn,Soc,William MCLACHLAN (Ind),LD,Con,Alba,4,11
30,Soc,Grn,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
31,Lab,LD,Lab,William MCLACHLAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
32,Lab,Con,Lab,LD,William MCLACHLAN (Ind),Soc,skipped,skipped,skipped,skipped,skipped,4,11
33,Alba,William MCLACHLAN (Ind),SNP,SNP,SNP,Soc,Grn,skipped,skipped,skipped,skipped,4,11
34,Con,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
35,Con,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
36,Con,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
37,Con,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
38,Con,Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
