ballotID,ward,rank1,rank2,numSeats,numCands
613,400,Terry Seamens,skipped,1,2
627,400,Terry Seamens,skipped,1,2
669,400,Terry Seamens,skipped,1,2
671,400,Terry Seamens,skipped,1,2
725,400,Terry Seamens,skipped,1,2
727,400,Terry Seamens,skipped,1,2
728,400,Terry Seamens,skipped,1,2
743,400,Terry Seamens,skipped,1,2
746,400,Terry Seamens,skipped,1,2
748,400,Terry Seamens,skipped,1,2
761,400,Terry Seamens,skipped,1,2
763,400,Terry Seamens,skipped,1,2
764,400,Terry Seamens,skipped,1,2
770,400,Terry Seamens,skipped,1,2
798,400,Terry Seamens,skipped,1,2
799,400,Terry Seamens,skipped,1,2
814,400,Terry Seamens,skipped,1,2
815,400,Terry Seamens,skipped,1,2
859,400,Terry Seamens,skipped,1,2
860,400,Terry Seamens,skipped,1,2
861,400,Terry Seamens,skipped,1,2
870,400,Terry Seamens,skipped,1,2
878,400,Terry Seamens,skipped,1,2
883,400,Terry Seamens,skipped,1,2
884,400,Terry Seamens,skipped,1,2
898,400,Terry Seamens,skipped,1,2
916,400,Terry Seamens,skipped,1,2
918,400,Terry Seamens,skipped,1,2
919,400,Terry Seamens,skipped,1,2
924,400,Terry Seamens,skipped,1,2
928,400,Terry Seamens,skipped,1,2
929,400,Terry Seamens,skipped,1,2
931,400,Terry Seamens,skipped,1,2
940,400,Terry Seamens,skipped,1,2
961,400,Terry Seamens,skipped,1,2
962,400,Terry Seamens,skipped,1,2
964,400,Terry Seamens,skipped,1,2
973,400,Terry Seamens,skipped,1,2
991,400,Terry Seamens,skipped,1,2
1011,400,Terry Seamens,skipped,1,2
1012,400,Terry Seamens,skipped,1,2
1018,400,Terry Seamens,skipped,1,2
1022,400,Terry Seamens,skipped,1,2
1027,400,Terry Seamens,skipped,1,2
1044,400,Terry Seamens,skipped,1,2
1045,400,Terry Seamens,skipped,1,2
1058,400,Terry Seamens,skipped,1,2
1092,400,Terry Seamens,skipped,1,2
1093,400,Terry Seamens,skipped,1,2
1113,400,Terry Seamens,skipped,1,2
1114,400,Terry Seamens,skipped,1,2
1127,400,Terry Seamens,skipped,1,2
1139,400,Terry Seamens,skipped,1,2
1140,400,Terry Seamens,skipped,1,2
1152,400,Terry Seamens,skipped,1,2
1168,400,Terry Seamens,skipped,1,2
1169,400,Terry Seamens,skipped,1,2
1172,400,Terry Seamens,skipped,1,2
1182,400,Terry Seamens,skipped,1,2
1192,400,Terry Seamens,skipped,1,2
1226,400,Terry Seamens,skipped,1,2
1231,400,Terry Seamens,skipped,1,2
1247,400,Terry Seamens,skipped,1,2
1259,400,Terry Seamens,skipped,1,2
1270,400,Terry Seamens,skipped,1,2
1283,400,Terry Seamens,skipped,1,2
1286,400,Terry Seamens,skipped,1,2
1293,400,Terry Seamens,skipped,1,2
1295,400,Terry Seamens,skipped,1,2
1314,400,Terry Seamens,skipped,1,2
1320,400,Terry Seamens,skipped,1,2
1334,400,Terry Seamens,skipped,1,2
1344,400,Terry Seamens,skipped,1,2
1346,400,Terry Seamens,skipped,1,2
1357,400,Terry Seamens,skipped,1,2
1363,400,Terry Seamens,skipped,1,2
1366,400,Terry Seamens,skipped,1,2
1373,400,Terry Seamens,skipped,1,2
1374,400,Terry Seamens,skipped,1,2
1375,400,Terry Seamens,skipped,1,2
1376,400,Terry Seamens,skipped,1,2
1393,400,Terry Seamens,skipped,1,2
1404,400,Terry Seamens,skipped,1,2
1406,400,Terry Seamens,skipped,1,2
1416,400,Terry Seamens,skipped,1,2
1449,400,Terry Seamens,skipped,1,2
1453,400,Terry Seamens,skipped,1,2
1481,400,Terry Seamens,skipped,1,2
1490,400,Terry Seamens,skipped,1,2
1491,400,Terry Seamens,skipped,1,2
1497,400,Terry Seamens,skipped,1,2
1502,400,Terry Seamens,skipped,1,2
1533,400,Terry Seamens,skipped,1,2
1546,400,Terry Seamens,skipped,1,2
1554,400,Terry Seamens,skipped,1,2
1558,400,Terry Seamens,skipped,1,2
1559,400,Terry Seamens,skipped,1,2
1571,400,Terry Seamens,skipped,1,2
1601,400,Terry Seamens,skipped,1,2
1610,400,Terry Seamens,skipped,1,2
1614,400,Terry Seamens,skipped,1,2
1620,400,Terry Seamens,skipped,1,2
1621,400,Terry Seamens,skipped,1,2
1650,400,Terry Seamens,skipped,1,2
1654,400,Terry Seamens,skipped,1,2
1658,400,Terry Seamens,skipped,1,2
1660,400,Terry Seamens,skipped,1,2
1666,400,Terry Seamens,skipped,1,2
1671,400,Terry Seamens,skipped,1,2
1672,400,Terry Seamens,skipped,1,2
1712,400,Terry Seamens,skipped,1,2
1716,400,Terry Seamens,skipped,1,2
1723,400,Terry Seamens,skipped,1,2
1736,400,Terry Seamens,skipped,1,2
1746,400,Terry Seamens,skipped,1,2
1748,400,Terry Seamens,skipped,1,2
1772,400,Terry Seamens,skipped,1,2
1776,400,Terry Seamens,skipped,1,2
1791,400,Terry Seamens,skipped,1,2
1798,400,Terry Seamens,skipped,1,2
1802,400,Terry Seamens,skipped,1,2
1803,400,Terry Seamens,skipped,1,2
1811,400,Terry Seamens,skipped,1,2
1815,400,Terry Seamens,skipped,1,2
1839,400,Terry Seamens,skipped,1,2
1873,400,Terry Seamens,skipped,1,2
1874,400,Terry Seamens,skipped,1,2
1875,400,Terry Seamens,skipped,1,2
1906,400,Terry Seamens,skipped,1,2
1911,400,Terry Seamens,skipped,1,2
1913,400,Terry Seamens,skipped,1,2
1914,400,Terry Seamens,skipped,1,2
1923,400,Terry Seamens,skipped,1,2
1956,400,Terry Seamens,skipped,1,2
1963,400,Terry Seamens,skipped,1,2
1982,400,Terry Seamens,skipped,1,2
2003,400,Terry Seamens,skipped,1,2
2005,400,Terry Seamens,skipped,1,2
2013,400,Terry Seamens,skipped,1,2
2028,400,Terry Seamens,skipped,1,2
2039,400,Terry Seamens,skipped,1,2
2052,400,Terry Seamens,skipped,1,2
2068,400,Terry Seamens,skipped,1,2
2069,400,Terry Seamens,skipped,1,2
2070,400,Terry Seamens,skipped,1,2
2071,400,Terry Seamens,skipped,1,2
2080,400,Terry Seamens,skipped,1,2
2087,400,Terry Seamens,skipped,1,2
2112,400,Terry Seamens,skipped,1,2
2113,400,Terry Seamens,skipped,1,2
2159,400,Terry Seamens,skipped,1,2
2160,400,Terry Seamens,skipped,1,2
2169,400,Terry Seamens,skipped,1,2
2170,400,Terry Seamens,skipped,1,2
2172,400,Terry Seamens,skipped,1,2
2181,400,Terry Seamens,skipped,1,2
2184,400,Terry Seamens,skipped,1,2
2189,400,Terry Seamens,skipped,1,2
2194,400,Terry Seamens,skipped,1,2
2216,400,Terry Seamens,skipped,1,2
2242,400,Terry Seamens,skipped,1,2
2249,400,Terry Seamens,skipped,1,2
2251,400,Terry Seamens,skipped,1,2
2260,400,Terry Seamens,skipped,1,2
2267,400,Terry Seamens,skipped,1,2
2286,400,Terry Seamens,skipped,1,2
2293,400,Terry Seamens,skipped,1,2
2294,400,Terry Seamens,skipped,1,2
2295,400,Terry Seamens,skipped,1,2
2321,400,Terry Seamens,skipped,1,2
2324,400,Terry Seamens,skipped,1,2
2325,400,Terry Seamens,skipped,1,2
2354,400,Terry Seamens,skipped,1,2
2392,400,Terry Seamens,skipped,1,2
2411,400,Terry Seamens,skipped,1,2
2413,400,Terry Seamens,skipped,1,2
2428,400,Terry Seamens,skipped,1,2
2453,400,Terry Seamens,skipped,1,2
2519,400,Terry Seamens,skipped,1,2
2522,400,Terry Seamens,skipped,1,2
2586,400,Terry Seamens,skipped,1,2
2612,400,Terry Seamens,skipped,1,2
2614,400,Terry Seamens,skipped,1,2
2637,400,Terry Seamens,skipped,1,2
2640,400,Terry Seamens,skipped,1,2
2649,400,Terry Seamens,skipped,1,2
2689,400,Terry Seamens,skipped,1,2
2690,400,Terry Seamens,skipped,1,2
2692,400,Terry Seamens,skipped,1,2
2693,400,Terry Seamens,skipped,1,2
2697,400,Terry Seamens,skipped,1,2
2704,400,Terry Seamens,skipped,1,2
2715,400,Terry Seamens,skipped,1,2
2718,400,Terry Seamens,skipped,1,2
2750,400,Terry Seamens,skipped,1,2
2754,400,Terry Seamens,skipped,1,2
2779,400,Terry Seamens,skipped,1,2
2815,400,Terry Seamens,skipped,1,2
2850,400,Terry Seamens,skipped,1,2
2852,400,Terry Seamens,skipped,1,2
2854,400,Terry Seamens,skipped,1,2
2856,400,Terry Seamens,skipped,1,2
2860,400,Terry Seamens,skipped,1,2
2964,400,Terry Seamens,skipped,1,2
3024,400,Terry Seamens,skipped,1,2
3065,400,Terry Seamens,skipped,1,2
3088,400,Terry Seamens,skipped,1,2
3108,400,Terry Seamens,skipped,1,2
3124,400,Terry Seamens,skipped,1,2
3134,400,Terry Seamens,skipped,1,2
3136,400,Terry Seamens,skipped,1,2
3160,400,Terry Seamens,skipped,1,2
3162,400,Terry Seamens,skipped,1,2
3164,400,Terry Seamens,skipped,1,2
3168,400,Terry Seamens,skipped,1,2
3184,400,Terry Seamens,skipped,1,2
3220,400,Terry Seamens,skipped,1,2
3268,400,Terry Seamens,skipped,1,2
3274,400,Terry Seamens,skipped,1,2
3301,400,Terry Seamens,skipped,1,2
3314,400,Terry Seamens,skipped,1,2
3320,400,Terry Seamens,skipped,1,2
3333,400,Terry Seamens,skipped,1,2
3349,400,Terry Seamens,skipped,1,2
3367,400,Terry Seamens,skipped,1,2
3388,400,Terry Seamens,skipped,1,2
3440,400,Terry Seamens,skipped,1,2
3446,400,Terry Seamens,skipped,1,2
3451,400,Terry Seamens,skipped,1,2
3459,400,Terry Seamens,skipped,1,2
3461,400,Terry Seamens,skipped,1,2
3538,400,Terry Seamens,skipped,1,2
3542,400,Terry Seamens,skipped,1,2
3545,400,Terry Seamens,skipped,1,2
3553,400,Terry Seamens,skipped,1,2
3588,400,Terry Seamens,skipped,1,2
3602,400,Terry Seamens,skipped,1,2
3608,400,Terry Seamens,skipped,1,2
3641,400,Terry Seamens,skipped,1,2
3653,400,Terry Seamens,skipped,1,2
3657,400,Terry Seamens,skipped,1,2
3658,400,Terry Seamens,skipped,1,2
3677,400,Terry Seamens,skipped,1,2
3685,400,Terry Seamens,skipped,1,2
3689,400,Terry Seamens,skipped,1,2
3706,400,Terry Seamens,skipped,1,2
3723,400,Terry Seamens,skipped,1,2
3725,400,Terry Seamens,skipped,1,2
3726,400,Terry Seamens,skipped,1,2
3742,400,Terry Seamens,skipped,1,2
3755,400,Terry Seamens,skipped,1,2
3763,400,Terry Seamens,skipped,1,2
3771,400,Terry Seamens,skipped,1,2
3792,400,Terry Seamens,skipped,1,2
3793,400,Terry Seamens,skipped,1,2
3798,400,Terry Seamens,skipped,1,2
3802,400,Terry Seamens,skipped,1,2
3848,400,Terry Seamens,skipped,1,2
3872,400,Terry Seamens,skipped,1,2
3892,400,Terry Seamens,skipped,1,2
3897,400,Terry Seamens,skipped,1,2
3932,400,Terry Seamens,skipped,1,2
3940,400,Terry Seamens,skipped,1,2
3944,400,Terry Seamens,skipped,1,2
3946,400,Terry Seamens,skipped,1,2
3960,400,Terry Seamens,skipped,1,2
3961,400,Terry Seamens,skipped,1,2
3973,400,Terry Seamens,skipped,1,2
3981,400,Terry Seamens,skipped,1,2
3982,400,Terry Seamens,skipped,1,2
3986,400,Terry Seamens,skipped,1,2
3987,400,Terry Seamens,skipped,1,2
3992,400,Terry Seamens,skipped,1,2
3993,400,Terry Seamens,skipped,1,2
3994,400,Terry Seamens,skipped,1,2
3996,400,Terry Seamens,skipped,1,2
3998,400,Terry Seamens,skipped,1,2
4003,400,Terry Seamens,skipped,1,2
4065,400,Terry Seamens,skipped,1,2
4081,400,Terry Seamens,skipped,1,2
4082,400,Terry Seamens,skipped,1,2
4109,400,Terry Seamens,skipped,1,2
4115,400,Terry Seamens,skipped,1,2
4116,400,Terry Seamens,skipped,1,2
4140,400,Terry Seamens,skipped,1,2
4141,400,Terry Seamens,skipped,1,2
4145,400,Terry Seamens,skipped,1,2
4151,400,Terry Seamens,skipped,1,2
4178,400,Terry Seamens,skipped,1,2
4189,400,Terry Seamens,skipped,1,2
4197,400,Terry Seamens,skipped,1,2
4223,400,Terry Seamens,skipped,1,2
4229,400,Terry Seamens,skipped,1,2
4243,400,Terry Seamens,skipped,1,2
4253,400,Terry Seamens,skipped,1,2
4317,400,Terry Seamens,skipped,1,2
4328,400,Terry Seamens,skipped,1,2
4346,400,Terry Seamens,skipped,1,2
4348,400,Terry Seamens,skipped,1,2
4352,400,Terry Seamens,skipped,1,2
4354,400,Terry Seamens,skipped,1,2
4355,400,Terry Seamens,skipped,1,2
4360,400,Terry Seamens,skipped,1,2
4362,400,Terry Seamens,skipped,1,2
4391,400,Terry Seamens,skipped,1,2
4511,400,Terry Seamens,skipped,1,2
4518,400,Terry Seamens,skipped,1,2
4535,400,Terry Seamens,skipped,1,2
4548,400,Terry Seamens,skipped,1,2
4550,400,Terry Seamens,skipped,1,2
4557,400,Terry Seamens,skipped,1,2
4567,400,Terry Seamens,skipped,1,2
4572,400,Terry Seamens,skipped,1,2
4575,400,Terry Seamens,skipped,1,2
4576,400,Terry Seamens,skipped,1,2
4581,400,Terry Seamens,skipped,1,2
4584,400,Terry Seamens,skipped,1,2
4585,400,Terry Seamens,skipped,1,2
4592,400,Terry Seamens,skipped,1,2
4597,400,Terry Seamens,skipped,1,2
4605,400,Terry Seamens,skipped,1,2
4619,400,Terry Seamens,skipped,1,2
4621,400,Terry Seamens,skipped,1,2
4631,400,Terry Seamens,skipped,1,2
4635,400,Terry Seamens,skipped,1,2
4645,400,Terry Seamens,skipped,1,2
4681,400,Terry Seamens,skipped,1,2
4846,400,Terry Seamens,skipped,1,2
4847,400,Terry Seamens,skipped,1,2
4849,400,Terry Seamens,skipped,1,2
4862,400,Terry Seamens,skipped,1,2
4864,400,Terry Seamens,skipped,1,2
4866,400,Terry Seamens,skipped,1,2
4870,400,Terry Seamens,skipped,1,2
4871,400,Terry Seamens,skipped,1,2
4905,400,Terry Seamens,skipped,1,2
4909,400,Terry Seamens,skipped,1,2
4914,400,Terry Seamens,skipped,1,2
4917,400,Terry Seamens,skipped,1,2
4935,400,Terry Seamens,skipped,1,2
4936,400,Terry Seamens,skipped,1,2
4964,400,Terry Seamens,skipped,1,2
4977,400,Terry Seamens,skipped,1,2
4991,400,Terry Seamens,skipped,1,2
5009,400,Terry Seamens,skipped,1,2
5063,400,Terry Seamens,skipped,1,2
5095,400,Terry Seamens,skipped,1,2
5104,400,Terry Seamens,skipped,1,2
5109,400,Terry Seamens,skipped,1,2
5125,400,Terry Seamens,skipped,1,2
5147,400,Terry Seamens,skipped,1,2
5153,400,Terry Seamens,skipped,1,2
5154,400,Terry Seamens,skipped,1,2
5159,400,Terry Seamens,skipped,1,2
5177,400,Terry Seamens,skipped,1,2
5189,400,Terry Seamens,skipped,1,2
5229,400,Terry Seamens,skipped,1,2
5233,400,Terry Seamens,skipped,1,2
5248,400,Terry Seamens,skipped,1,2
5250,400,Terry Seamens,skipped,1,2
5263,400,Terry Seamens,skipped,1,2
5264,400,Terry Seamens,skipped,1,2
5300,400,Terry Seamens,skipped,1,2
5347,400,Terry Seamens,skipped,1,2
5349,400,Terry Seamens,skipped,1,2
5356,400,Terry Seamens,skipped,1,2
5403,400,Terry Seamens,skipped,1,2
5411,400,Terry Seamens,skipped,1,2
5444,400,Terry Seamens,skipped,1,2
5447,400,Terry Seamens,skipped,1,2
5449,400,Terry Seamens,skipped,1,2
5461,400,Terry Seamens,skipped,1,2
5480,400,Terry Seamens,skipped,1,2
5486,400,Terry Seamens,skipped,1,2
5499,400,Terry Seamens,skipped,1,2
5500,400,Terry Seamens,skipped,1,2
5504,400,Terry Seamens,skipped,1,2
5510,400,Terry Seamens,skipped,1,2
5535,400,Terry Seamens,skipped,1,2
5560,400,Terry Seamens,skipped,1,2
5570,400,Terry Seamens,skipped,1,2
5573,400,Terry Seamens,skipped,1,2
5589,400,Terry Seamens,skipped,1,2
5593,400,Terry Seamens,skipped,1,2
5602,400,Terry Seamens,skipped,1,2
5603,400,Terry Seamens,skipped,1,2
5615,400,Terry Seamens,skipped,1,2
5636,400,Terry Seamens,skipped,1,2
5640,400,Terry Seamens,skipped,1,2
5643,400,Terry Seamens,skipped,1,2
5647,400,Terry Seamens,skipped,1,2
5648,400,Terry Seamens,skipped,1,2
5650,400,Terry Seamens,skipped,1,2
5675,400,Terry Seamens,skipped,1,2
5693,400,Terry Seamens,skipped,1,2
5701,400,Terry Seamens,skipped,1,2
5712,400,Terry Seamens,skipped,1,2
5720,400,Terry Seamens,skipped,1,2
5747,400,Terry Seamens,skipped,1,2
5758,400,Terry Seamens,skipped,1,2
5765,400,Terry Seamens,skipped,1,2
5780,400,Terry Seamens,skipped,1,2
5789,400,Terry Seamens,skipped,1,2
5790,400,Terry Seamens,skipped,1,2
5791,400,Terry Seamens,skipped,1,2
5828,400,Terry Seamens,skipped,1,2
5837,400,Terry Seamens,skipped,1,2
5841,400,Terry Seamens,skipped,1,2
5871,400,Terry Seamens,skipped,1,2
5906,400,Terry Seamens,skipped,1,2
5907,400,Terry Seamens,skipped,1,2
5918,400,Terry Seamens,skipped,1,2
5934,400,Terry Seamens,skipped,1,2
5940,400,Terry Seamens,skipped,1,2
5972,400,Terry Seamens,skipped,1,2
5992,400,Terry Seamens,skipped,1,2
5994,400,Terry Seamens,skipped,1,2
5995,400,Terry Seamens,skipped,1,2
6023,400,Terry Seamens,skipped,1,2
6024,400,Terry Seamens,skipped,1,2
6026,400,Terry Seamens,skipped,1,2
6027,400,Terry Seamens,skipped,1,2
6044,400,Terry Seamens,skipped,1,2
6051,400,Terry Seamens,skipped,1,2
6055,400,Terry Seamens,skipped,1,2
6056,400,Terry Seamens,skipped,1,2
6065,400,Terry Seamens,skipped,1,2
6114,400,Terry Seamens,skipped,1,2
6126,400,Terry Seamens,skipped,1,2
6127,400,Terry Seamens,skipped,1,2
6128,400,Terry Seamens,skipped,1,2
6158,400,Terry Seamens,skipped,1,2
6159,400,Terry Seamens,skipped,1,2
6160,400,Terry Seamens,skipped,1,2
6192,400,Terry Seamens,skipped,1,2
6215,400,Terry Seamens,skipped,1,2
6216,400,Terry Seamens,skipped,1,2
6235,400,Terry Seamens,skipped,1,2
6243,400,Terry Seamens,skipped,1,2
6244,400,Terry Seamens,skipped,1,2
6265,400,Terry Seamens,skipped,1,2
6266,400,Terry Seamens,skipped,1,2
6268,400,Terry Seamens,skipped,1,2
6270,400,Terry Seamens,skipped,1,2
6290,400,Terry Seamens,skipped,1,2
6301,400,Terry Seamens,skipped,1,2
6321,400,Terry Seamens,skipped,1,2
6349,400,Terry Seamens,skipped,1,2
6354,400,Terry Seamens,skipped,1,2
6356,400,Terry Seamens,skipped,1,2
6373,400,Terry Seamens,skipped,1,2
6377,400,Terry Seamens,skipped,1,2
6379,400,Terry Seamens,skipped,1,2
6381,400,Terry Seamens,skipped,1,2
6390,400,Terry Seamens,skipped,1,2
6405,400,Terry Seamens,skipped,1,2
6432,400,Terry Seamens,skipped,1,2
1384,400,writein,skipped,1,2
1953,400,writein,skipped,1,2
2232,400,writein,skipped,1,2
3152,400,writein,skipped,1,2
1104,400,writein,skipped,1,2
