ballotID,ward,rank1,rank2,rank3,rank4,numSeats,numCands
2012,500,A. J. Campbell,skipped,skipped,skipped,1,3
3187,500,A. J. Campbell,skipped,skipped,skipped,1,3
1588,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1656,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1934,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
116,500,Yared Tebabu,writein,A. J. Campbell,Cara Honzak,1,3
104,500,Cara Honzak,skipped,skipped,skipped,1,3
1568,500,Cara Honzak,skipped,skipped,skipped,1,3
1664,500,Cara Honzak,skipped,skipped,skipped,1,3
1427,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
1153,500,Yared Tebabu,Cara Honzak,A. J. Campbell,writein,1,3
3935,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
3766,500,Yared Tebabu,skipped,skipped,skipped,1,3
5018,500,Yared Tebabu,skipped,skipped,skipped,1,3
6236,500,Yared Tebabu,skipped,skipped,skipped,1,3
6237,500,Yared Tebabu,skipped,skipped,skipped,1,3
345,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3250,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5197,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1291,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4221,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4834,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
397,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
472,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
2106,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
2188,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
2269,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
2287,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
2687,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3248,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3361,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3493,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3497,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3614,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3701,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
3857,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
4181,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
4244,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
5219,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
5404,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
6029,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
6302,500,Yared Tebabu,Cara Honzak,A. J. Campbell,skipped,1,3
477,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
478,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
521,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
825,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1197,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1225,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1353,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1355,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1356,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1358,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
1379,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
2109,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
2602,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
2643,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
2685,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
3030,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
3341,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
3779,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
3945,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4071,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4139,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4169,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4209,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4372,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4389,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4569,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4843,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4855,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4856,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
4990,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5006,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5092,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5143,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5251,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5293,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5343,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5437,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5467,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5547,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5557,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5777,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
5962,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6129,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6130,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6149,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6190,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6201,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6233,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
6277,500,Cara Honzak,Yared Tebabu,A. J. Campbell,skipped,1,3
101,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
229,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
353,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
998,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
1001,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
1818,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2010,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2288,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2330,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2548,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2554,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2578,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2734,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2775,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
2831,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
3733,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
3839,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
4965,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
5335,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
5680,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
5699,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
6021,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
6135,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
6303,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
6388,500,Yared Tebabu,A. J. Campbell,Cara Honzak,skipped,1,3
156,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
214,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
366,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
370,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
609,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
826,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1057,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1144,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1297,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1575,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1680,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
1939,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
2461,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
3254,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
4057,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
4069,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
4700,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
5238,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
5295,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
5422,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
5692,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
6095,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
