ballotID,ward,rank1,rank2,rank3,rank4,numSeats,numCands
6164,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
6165,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
6196,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
6203,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
6288,500,A. J. Campbell,Yared Tebabu,Cara Honzak,skipped,1,3
359,500,A. J. Campbell,Cara Honzak,writein,skipped,1,3
4199,500,A. J. Campbell,Cara Honzak,writein,skipped,1,3
5289,500,Yared Tebabu,Cara Honzak,writein,skipped,1,3
308,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
323,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
428,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
493,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
649,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
755,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
819,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
875,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
980,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1004,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1095,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1482,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1566,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1673,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1674,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1714,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1857,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1926,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
1972,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
2082,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
2308,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
2333,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3098,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3140,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3345,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3347,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3765,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
3886,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4168,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4239,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4240,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4594,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4882,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4918,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4926,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
4980,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5206,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5207,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5230,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5299,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5309,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5373,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5386,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5392,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5430,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5521,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5553,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5554,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5579,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5609,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5610,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5661,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5665,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5745,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5825,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5910,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5941,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5942,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
5989,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6003,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6061,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6106,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6189,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6193,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6194,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6317,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
6409,500,Cara Honzak,A. J. Campbell,Yared Tebabu,skipped,1,3
52,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
108,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
150,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
172,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
276,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
358,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
381,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
489,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
491,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
523,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
530,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
616,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
889,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
891,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1053,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1184,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1301,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1380,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1560,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1603,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1649,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1724,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1785,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1973,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3170,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3473,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3574,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3747,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3837,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3877,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3889,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3906,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3930,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
3938,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4068,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4147,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4180,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4217,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4276,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4290,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4332,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4371,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4467,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4833,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4854,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4883,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4966,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
4971,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5152,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5175,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5211,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5359,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5431,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5667,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5886,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
5888,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
6285,500,A. J. Campbell,Cara Honzak,Yared Tebabu,skipped,1,3
1810,500,A. J. Campbell,skipped,skipped,skipped,1,3
10,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
81,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
375,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
580,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
586,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1000,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1187,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1188,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1474,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1600,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1619,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1677,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
1681,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
2124,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
2168,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
2210,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
2540,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
2768,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
3898,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
4039,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
4077,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
4291,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
5402,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
5578,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
5873,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
6045,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
6227,500,Cara Honzak,A. J. Campbell,skipped,skipped,1,3
105,500,Yared Tebabu,A. J. Campbell,skipped,skipped,1,3
3365,500,Yared Tebabu,A. J. Campbell,skipped,skipped,1,3
5896,500,Yared Tebabu,A. J. Campbell,skipped,skipped,1,3
238,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
399,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
480,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
518,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
519,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
614,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
885,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
892,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
1313,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
1472,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
1540,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
1829,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
2196,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
2608,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
3055,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
3102,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
3933,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
6441,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
6443,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
6444,500,A. J. Campbell,Cara Honzak,skipped,skipped,1,3
2762,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
4127,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
4522,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
4530,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
4531,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
4532,500,Yared Tebabu,Cara Honzak,skipped,skipped,1,3
5236,500,Cara Honzak,writein,skipped,skipped,1,3
1160,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
1236,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
1629,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
2031,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
2474,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
3896,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
4195,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
4207,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
4565,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
4950,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
5301,500,A. J. Campbell,Yared Tebabu,skipped,skipped,1,3
61,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
72,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
475,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
615,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
628,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
971,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
1659,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
3818,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
3851,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
3867,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
3869,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
3936,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
4653,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
4925,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
5118,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
5363,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
5418,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
5527,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
5738,500,Cara Honzak,Yared Tebabu,skipped,skipped,1,3
412,500,A. J. Campbell,skipped,skipped,skipped,1,3
438,500,A. J. Campbell,skipped,skipped,skipped,1,3
1271,500,A. J. Campbell,skipped,skipped,skipped,1,3
1557,500,A. J. Campbell,skipped,skipped,skipped,1,3
1599,500,A. J. Campbell,skipped,skipped,skipped,1,3
1862,500,A. J. Campbell,skipped,skipped,skipped,1,3
2252,500,A. J. Campbell,skipped,skipped,skipped,1,3
2393,500,A. J. Campbell,skipped,skipped,skipped,1,3
2403,500,A. J. Campbell,skipped,skipped,skipped,1,3
2729,500,A. J. Campbell,skipped,skipped,skipped,1,3
3005,500,A. J. Campbell,skipped,skipped,skipped,1,3
3007,500,A. J. Campbell,skipped,skipped,skipped,1,3
3076,500,A. J. Campbell,skipped,skipped,skipped,1,3
3082,500,A. J. Campbell,skipped,skipped,skipped,1,3
3110,500,A. J. Campbell,skipped,skipped,skipped,1,3
3455,500,A. J. Campbell,skipped,skipped,skipped,1,3
3534,500,A. J. Campbell,skipped,skipped,skipped,1,3
3914,500,A. J. Campbell,skipped,skipped,skipped,1,3
3915,500,A. J. Campbell,skipped,skipped,skipped,1,3
