Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,Leslie Davis,Angela Williams,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,Leslie Davis,5,1
MINNEAPOLIS W-4 P-02,writein,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,skipped,skipped,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,Marvina Haynes,LaTrisha M. Vetaw,writein,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
MINNEAPOLIS W-4 P-02,LaTrisha M. Vetaw,Marvina Haynes,skipped,5,1
