precinct,rank1,rank2,rank3,Num cands,Num seats
13-05,Bob Carney Jr.,Papa John Kolstad,Dick Franson,12,1
04-05,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
05-09,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
08-01,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
08-06,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
09-01,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
10-08,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
11-01,Bob Carney Jr.,Papa John Kolstad,Joey Lombard,12,1
08-09,Bob Carney Jr.,Papa John Kolstad,Bill McGaughey,12,1
07-07,Bob Carney Jr.,Papa John Kolstad,writein,12,1
02-02,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
05-02,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
07-07,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
07-09,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
08-01,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
10-02,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
11-04,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
12-03,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
13-02,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
13-04,Bob Carney Jr.,Papa John Kolstad,R.T. Rybak,12,1
07-09,Bob Carney Jr.,Papa John Kolstad,John Charles Wilson,12,1
13-04,Bob Carney Jr.,Papa John Kolstad,John Charles Wilson,12,1
07-11,Bob Carney Jr.,Papa John Kolstad,skipped,12,1
09-07,Bob Carney Jr.,Papa John Kolstad,skipped,12,1
09-08,Bob Carney Jr.,Papa John Kolstad,skipped,12,1
12-11,Bob Carney Jr.,Papa John Kolstad,skipped,12,1
13-08,Bob Carney Jr.,Papa John Kolstad,skipped,12,1
04-04,Bob Carney Jr.,Joey Lombard,Christopher Clark,12,1
10-08,Bob Carney Jr.,Joey Lombard,Christopher Clark,12,1
11-09,Bob Carney Jr.,Joey Lombard,Papa John Kolstad,12,1
03-04,Bob Carney Jr.,Joey Lombard,Bill McGaughey,12,1
07-07,Bob Carney Jr.,Joey Lombard,Bill McGaughey,12,1
13-08,Bob Carney Jr.,Joey Lombard,Bill McGaughey,12,1
01-04,Bob Carney Jr.,Joey Lombard,R.T. Rybak,12,1
04-07,Bob Carney Jr.,Joey Lombard,R.T. Rybak,12,1
11-05,Bob Carney Jr.,Joey Lombard,R.T. Rybak,12,1
06-07,Bob Carney Jr.,Joey Lombard,John Charles Wilson,12,1
04-01,Bob Carney Jr.,Joey Lombard,skipped,12,1
02-07,Bob Carney Jr.,Bill McGaughey,Christopher Clark,12,1
13-05,Bob Carney Jr.,Bill McGaughey,Christopher Clark,12,1
01-09,Bob Carney Jr.,Bill McGaughey,James R. Everett,12,1
02-10,Bob Carney Jr.,Bill McGaughey,Tom Fiske,12,1
05-02,Bob Carney Jr.,Bill McGaughey,Dick Franson,12,1
05-01,Bob Carney Jr.,Bill McGaughey,Papa John Kolstad,12,1
13-07,Bob Carney Jr.,Bill McGaughey,Papa John Kolstad,12,1
01-09,Bob Carney Jr.,Bill McGaughey,skipped,12,1
06-03,Bob Carney Jr.,Bill McGaughey,skipped,12,1
11-09,Bob Carney Jr.,writein,skipped,12,1
04-01,Bob Carney Jr.,R.T. Rybak,Christopher Clark,12,1
06-04,Bob Carney Jr.,R.T. Rybak,James R. Everett,12,1
08-01,Bob Carney Jr.,R.T. Rybak,Tom Fiske,12,1
11-05,Bob Carney Jr.,R.T. Rybak,Tom Fiske,12,1
01-09,Bob Carney Jr.,R.T. Rybak,Al Flowers,12,1
02-08,Bob Carney Jr.,R.T. Rybak,Al Flowers,12,1
09-02,Bob Carney Jr.,R.T. Rybak,Al Flowers,12,1
13-02,Bob Carney Jr.,R.T. Rybak,Al Flowers,12,1
05-04,Bob Carney Jr.,R.T. Rybak,Dick Franson,12,1
11-02,Bob Carney Jr.,R.T. Rybak,Dick Franson,12,1
12-02,Bob Carney Jr.,R.T. Rybak,Dick Franson,12,1
02-05,Bob Carney Jr.,R.T. Rybak,Papa John Kolstad,12,1
10-04,Bob Carney Jr.,R.T. Rybak,Papa John Kolstad,12,1
13-09,Bob Carney Jr.,R.T. Rybak,Papa John Kolstad,12,1
03-02,Bob Carney Jr.,R.T. Rybak,Joey Lombard,12,1
08-07,Bob Carney Jr.,R.T. Rybak,Bill McGaughey,12,1
11-04,Bob Carney Jr.,R.T. Rybak,Bill McGaughey,12,1
01-01,Bob Carney Jr.,R.T. Rybak,skipped,12,1
01-03,Bob Carney Jr.,R.T. Rybak,skipped,12,1
01-03,Bob Carney Jr.,R.T. Rybak,skipped,12,1
01-06,Bob Carney Jr.,R.T. Rybak,skipped,12,1
04-01,Bob Carney Jr.,R.T. Rybak,skipped,12,1
04-06,Bob Carney Jr.,R.T. Rybak,skipped,12,1
07-02,Bob Carney Jr.,R.T. Rybak,skipped,12,1
08-06,Bob Carney Jr.,R.T. Rybak,skipped,12,1
11-01,Bob Carney Jr.,R.T. Rybak,skipped,12,1
11-02,Bob Carney Jr.,R.T. Rybak,skipped,12,1
11-05,Bob Carney Jr.,R.T. Rybak,skipped,12,1
12-02,Bob Carney Jr.,R.T. Rybak,skipped,12,1
12-02,Bob Carney Jr.,R.T. Rybak,skipped,12,1
12-08,Bob Carney Jr.,R.T. Rybak,skipped,12,1
13-03,Bob Carney Jr.,R.T. Rybak,skipped,12,1
13-07,Bob Carney Jr.,R.T. Rybak,skipped,12,1
05-05,Bob Carney Jr.,John Charles Wilson,Joey Lombard,12,1
01-02,Bob Carney Jr.,skipped,skipped,12,1
01-03,Bob Carney Jr.,skipped,skipped,12,1
01-05,Bob Carney Jr.,skipped,skipped,12,1
01-05,Bob Carney Jr.,skipped,skipped,12,1
01-06,Bob Carney Jr.,skipped,skipped,12,1
01-07,Bob Carney Jr.,skipped,skipped,12,1
01-08,Bob Carney Jr.,skipped,skipped,12,1
02-02,Bob Carney Jr.,skipped,skipped,12,1
02-03,Bob Carney Jr.,skipped,skipped,12,1
02-06,Bob Carney Jr.,skipped,skipped,12,1
02-06,Bob Carney Jr.,skipped,skipped,12,1
03-01,Bob Carney Jr.,skipped,skipped,12,1
03-03,Bob Carney Jr.,skipped,skipped,12,1
03-05,Bob Carney Jr.,skipped,skipped,12,1
03-05,Bob Carney Jr.,skipped,skipped,12,1
03-06,Bob Carney Jr.,skipped,skipped,12,1
03-06,Bob Carney Jr.,skipped,skipped,12,1
04-04,Bob Carney Jr.,skipped,skipped,12,1
04-04,Bob Carney Jr.,skipped,skipped,12,1
04-04,Bob Carney Jr.,skipped,skipped,12,1
04-04,Bob Carney Jr.,skipped,skipped,12,1
04-10,Bob Carney Jr.,skipped,skipped,12,1
05-02,Bob Carney Jr.,skipped,skipped,12,1
05-02,Bob Carney Jr.,skipped,skipped,12,1
05-04,Bob Carney Jr.,skipped,skipped,12,1
05-06,Bob Carney Jr.,skipped,skipped,12,1
05-06,Bob Carney Jr.,skipped,skipped,12,1
05-06,Bob Carney Jr.,skipped,skipped,12,1
05-08,Bob Carney Jr.,skipped,skipped,12,1
06-07,Bob Carney Jr.,skipped,skipped,12,1
07-02,Bob Carney Jr.,skipped,skipped,12,1
07-02,Bob Carney Jr.,skipped,skipped,12,1
07-02,Bob Carney Jr.,skipped,skipped,12,1
07-03,Bob Carney Jr.,skipped,skipped,12,1
07-03,Bob Carney Jr.,skipped,skipped,12,1
07-04,Bob Carney Jr.,skipped,skipped,12,1
07-06,Bob Carney Jr.,skipped,skipped,12,1
07-10,Bob Carney Jr.,skipped,skipped,12,1
08-02,Bob Carney Jr.,skipped,skipped,12,1
08-05,Bob Carney Jr.,skipped,skipped,12,1
08-06,Bob Carney Jr.,skipped,skipped,12,1
09-01,Bob Carney Jr.,skipped,skipped,12,1
09-02,Bob Carney Jr.,skipped,skipped,12,1
09-02,Bob Carney Jr.,skipped,skipped,12,1
09-08,Bob Carney Jr.,skipped,skipped,12,1
09-08,Bob Carney Jr.,skipped,skipped,12,1
10-02,Bob Carney Jr.,skipped,skipped,12,1
10-02,Bob Carney Jr.,skipped,skipped,12,1
10-05,Bob Carney Jr.,skipped,skipped,12,1
10-08,Bob Carney Jr.,skipped,skipped,12,1
10-08,Bob Carney Jr.,skipped,skipped,12,1
10-08,Bob Carney Jr.,skipped,skipped,12,1
11-02,Bob Carney Jr.,skipped,skipped,12,1
11-04,Bob Carney Jr.,skipped,skipped,12,1
11-04,Bob Carney Jr.,skipped,skipped,12,1
11-04,Bob Carney Jr.,skipped,skipped,12,1
11-04,Bob Carney Jr.,skipped,skipped,12,1
11-04,Bob Carney Jr.,skipped,skipped,12,1
11-05,Bob Carney Jr.,skipped,skipped,12,1
11-06,Bob Carney Jr.,skipped,skipped,12,1
11-06,Bob Carney Jr.,skipped,skipped,12,1
11-06,Bob Carney Jr.,skipped,skipped,12,1
11-07,Bob Carney Jr.,skipped,skipped,12,1
11-08,Bob Carney Jr.,skipped,skipped,12,1
12-01,Bob Carney Jr.,skipped,skipped,12,1
12-02,Bob Carney Jr.,skipped,skipped,12,1
12-05,Bob Carney Jr.,skipped,skipped,12,1
12-06,Bob Carney Jr.,skipped,skipped,12,1
12-07,Bob Carney Jr.,skipped,skipped,12,1
12-08,Bob Carney Jr.,skipped,skipped,12,1
12-10,Bob Carney Jr.,skipped,skipped,12,1
13-01,Bob Carney Jr.,skipped,skipped,12,1
13-01,Bob Carney Jr.,skipped,skipped,12,1
13-01,Bob Carney Jr.,skipped,skipped,12,1
13-02,Bob Carney Jr.,skipped,skipped,12,1
13-03,Bob Carney Jr.,skipped,skipped,12,1
13-04,Bob Carney Jr.,skipped,skipped,12,1
13-04,Bob Carney Jr.,skipped,skipped,12,1
13-04,Bob Carney Jr.,skipped,skipped,12,1
13-06,Bob Carney Jr.,skipped,skipped,12,1
13-07,Bob Carney Jr.,skipped,skipped,12,1
13-08,Bob Carney Jr.,skipped,skipped,12,1
13-10,Bob Carney Jr.,skipped,skipped,12,1
13-10,Bob Carney Jr.,skipped,skipped,12,1
13-10,Bob Carney Jr.,skipped,skipped,12,1
01-04,writein,Dick Franson,Tom Fiske,12,1
12-06,writein,skipped,skipped,12,1
11-01,writein,skipped,skipped,12,1
10-06,Christopher Clark,writein,skipped,12,1
13-06,Christopher Clark,writein,skipped,12,1
02-02,Christopher Clark,writein,skipped,12,1
07-02,Christopher Clark,Bob Carney Jr.,James R. Everett,12,1
13-04,Christopher Clark,Bob Carney Jr.,James R. Everett,12,1
01-08,Christopher Clark,Bob Carney Jr.,Tom Fiske,12,1
04-01,Christopher Clark,Bob Carney Jr.,Tom Fiske,12,1
12-05,Christopher Clark,Bob Carney Jr.,Tom Fiske,12,1
11-01,Christopher Clark,Bob Carney Jr.,Dick Franson,12,1
11-07,Christopher Clark,Bob Carney Jr.,writein,12,1
01-03,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
01-07,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
04-05,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
04-05,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
04-08,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
04-09,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
06-02,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
07-08,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
08-03,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
08-07,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
11-02,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
11-08,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
13-06,Christopher Clark,Bob Carney Jr.,Papa John Kolstad,12,1
01-06,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
05-01,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
07-05,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
08-10,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
10-01,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
11-02,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
13-09,Christopher Clark,Bob Carney Jr.,Joey Lombard,12,1
01-07,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
02-11,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
05-06,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
07-01,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
07-07,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
09-03,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
11-05,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
12-05,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
13-08,Christopher Clark,Bob Carney Jr.,Bill McGaughey,12,1
02-06,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
07-09,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
09-04,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
10-03,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
12-01,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
13-02,Christopher Clark,Bob Carney Jr.,R.T. Rybak,12,1
01-02,Christopher Clark,Bob Carney Jr.,writein,12,1
13-08,Christopher Clark,Bob Carney Jr.,John Charles Wilson,12,1
07-01,Christopher Clark,Bob Carney Jr.,skipped,12,1
07-04,Christopher Clark,Bob Carney Jr.,skipped,12,1
07-05,Christopher Clark,Bob Carney Jr.,skipped,12,1
07-06,Christopher Clark,Bob Carney Jr.,skipped,12,1
11-09,Christopher Clark,Bob Carney Jr.,skipped,12,1
12-08,Christopher Clark,Bob Carney Jr.,skipped,12,1
13-06,Christopher Clark,Bob Carney Jr.,skipped,12,1
03-06,Christopher Clark,writein,skipped,12,1
12-05,Christopher Clark,writein,skipped,12,1
12-08,Christopher Clark,writein,skipped,12,1
09-08,Christopher Clark,James R. Everett,Bob Carney Jr.,12,1
10-03,Christopher Clark,James R. Everett,Tom Fiske,12,1
03-02,Christopher Clark,James R. Everett,Papa John Kolstad,12,1
03-04,Christopher Clark,James R. Everett,Papa John Kolstad,12,1
03-04,Christopher Clark,James R. Everett,Papa John Kolstad,12,1
04-01,Christopher Clark,James R. Everett,Papa John Kolstad,12,1
13-04,Christopher Clark,James R. Everett,Papa John Kolstad,12,1
01-05,Christopher Clark,James R. Everett,Joey Lombard,12,1
04-01,Christopher Clark,James R. Everett,Joey Lombard,12,1
04-03,Christopher Clark,James R. Everett,Joey Lombard,12,1
04-09,Christopher Clark,James R. Everett,Joey Lombard,12,1
04-09,Christopher Clark,James R. Everett,Joey Lombard,12,1
09-06,Christopher Clark,James R. Everett,Joey Lombard,12,1
11-06,Christopher Clark,James R. Everett,Joey Lombard,12,1
12-10,Christopher Clark,James R. Everett,Joey Lombard,12,1
04-01,Christopher Clark,James R. Everett,Bill McGaughey,12,1
04-03,Christopher Clark,James R. Everett,Bill McGaughey,12,1
05-06,Christopher Clark,James R. Everett,Bill McGaughey,12,1
10-07,Christopher Clark,James R. Everett,Bill McGaughey,12,1
02-03,Christopher Clark,James R. Everett,R.T. Rybak,12,1
05-08,Christopher Clark,James R. Everett,R.T. Rybak,12,1
07-10,Christopher Clark,James R. Everett,R.T. Rybak,12,1
08-02,Christopher Clark,James R. Everett,R.T. Rybak,12,1
12-04,Christopher Clark,James R. Everett,R.T. Rybak,12,1
12-11,Christopher Clark,James R. Everett,R.T. Rybak,12,1
01-06,Christopher Clark,James R. Everett,skipped,12,1
04-10,Christopher Clark,James R. Everett,skipped,12,1
07-02,Christopher Clark,James R. Everett,skipped,12,1
09-02,Christopher Clark,James R. Everett,skipped,12,1
09-05,Christopher Clark,James R. Everett,skipped,12,1
09-08,Christopher Clark,James R. Everett,skipped,12,1
10-02,Christopher Clark,James R. Everett,skipped,12,1
10-03,Christopher Clark,James R. Everett,skipped,12,1
10-04,Christopher Clark,James R. Everett,skipped,12,1
11-05,Christopher Clark,James R. Everett,skipped,12,1
12-05,Christopher Clark,James R. Everett,skipped,12,1
12-05,Christopher Clark,James R. Everett,skipped,12,1
13-04,Christopher Clark,James R. Everett,skipped,12,1
13-04,Christopher Clark,James R. Everett,skipped,12,1
12-08,Christopher Clark,Tom Fiske,Bob Carney Jr.,12,1
04-08,Christopher Clark,Tom Fiske,James R. Everett,12,1
06-02,Christopher Clark,Tom Fiske,James R. Everett,12,1
13-05,Christopher Clark,Tom Fiske,Al Flowers,12,1
13-08,Christopher Clark,Tom Fiske,Dick Franson,12,1
08-10,Christopher Clark,Tom Fiske,Papa John Kolstad,12,1
07-06,Christopher Clark,Tom Fiske,Joey Lombard,12,1
01-05,Christopher Clark,Tom Fiske,Bill McGaughey,12,1
06-08,Christopher Clark,Tom Fiske,Bill McGaughey,12,1
11-06,Christopher Clark,Tom Fiske,Bill McGaughey,12,1
01-04,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
04-04,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
06-02,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
06-04,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
08-10,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
10-03,Christopher Clark,Tom Fiske,R.T. Rybak,12,1
13-10,Christopher Clark,Tom Fiske,John Charles Wilson,12,1
01-07,Christopher Clark,Al Flowers,Bob Carney Jr.,12,1
13-09,Christopher Clark,Al Flowers,James R. Everett,12,1
01-02,Christopher Clark,Al Flowers,Tom Fiske,12,1
02-09,Christopher Clark,Al Flowers,Tom Fiske,12,1
06-03,Christopher Clark,Al Flowers,Tom Fiske,12,1
08-08,Christopher Clark,Al Flowers,Tom Fiske,12,1
11-05,Christopher Clark,Al Flowers,Tom Fiske,12,1
01-04,Christopher Clark,Al Flowers,Dick Franson,12,1
01-04,Christopher Clark,Al Flowers,Dick Franson,12,1
04-04,Christopher Clark,Al Flowers,Dick Franson,12,1
07-03,Christopher Clark,Al Flowers,Dick Franson,12,1
08-04,Christopher Clark,Al Flowers,Dick Franson,12,1
08-09,Christopher Clark,Al Flowers,Dick Franson,12,1
08-09,Christopher Clark,Al Flowers,Dick Franson,12,1
11-07,Christopher Clark,Al Flowers,Dick Franson,12,1
12-08,Christopher Clark,Al Flowers,Dick Franson,12,1
13-06,Christopher Clark,Al Flowers,Dick Franson,12,1
06-04,Christopher Clark,Al Flowers,writein,12,1
02-01,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
03-09,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
08-04,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
09-01,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
11-09,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
12-07,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
13-05,Christopher Clark,Al Flowers,Papa John Kolstad,12,1
06-08,Christopher Clark,Al Flowers,Joey Lombard,12,1
11-07,Christopher Clark,Al Flowers,Joey Lombard,12,1
13-04,Christopher Clark,Al Flowers,Joey Lombard,12,1
08-08,Christopher Clark,Al Flowers,Bill McGaughey,12,1
01-08,Christopher Clark,Al Flowers,R.T. Rybak,12,1
01-10,Christopher Clark,Al Flowers,R.T. Rybak,12,1
02-03,Christopher Clark,Al Flowers,R.T. Rybak,12,1
04-06,Christopher Clark,Al Flowers,R.T. Rybak,12,1
04-06,Christopher Clark,Al Flowers,R.T. Rybak,12,1
05-10,Christopher Clark,Al Flowers,R.T. Rybak,12,1
