precinct,rank1,rank2,rank3,Num cands,Num seats
13-06,writein,skipped,skipped,4,1
13-03,Kris Broberg,writein,skipped,4,1
13-09,Kris Broberg,writein,Joseph Henry,4,1
13-06,Kris Broberg,writein,skipped,4,1
13-10,Kris Broberg,writein,skipped,4,1
13-05,Kris Broberg,writein,skipped,4,1
13-08,Kris Broberg,writein,skipped,4,1
13-04,Kris Broberg,writein,Joseph Henry,4,1
13-05,Kris Broberg,writein,skipped,4,1
13-08,Kris Broberg,Joseph Henry,writein,4,1
13-03,Kris Broberg,Joseph Henry,writein,4,1
13-03,Kris Broberg,Joseph Henry,writein,4,1
13-03,Kris Broberg,Joseph Henry,writein,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-02,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-03,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-04,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-05,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-06,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-07,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-07,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-07,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-07,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-08,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-09,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
13-10,Kris Broberg,Joseph Henry,Betsy Hodges,4,1
