Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Terry White,Soren Stevenson,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
MINNEAPOLIS W-8 P-09,Andrea Jenkins,Soren Stevenson,skipped,5,1
