Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Risa Hustad,skipped,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Cathy Abene,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Cathy Abene,Bob Fine,skipped,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,skipped,skipped,5,1
MINNEAPOLIS W-13 P-12,Bob Fine,skipped,skipped,5,1
