precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-09,writein,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-03,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped,2,1
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped,2,1
