precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,skipped,5,1
MINNEAPOLIS W-7 P-07,Janne Flisrand,skipped,skipped,5,1
MINNEAPOLIS W-7 P-02D,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-08,Janne Flisrand,skipped,skipped,5,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,skipped,skipped,5,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,skipped,5,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,5,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-06,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs,5,1
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,5,1
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida,5,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,skipped,skipped,5,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,skipped,5,1
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand,5,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand,5,1
MINNEAPOLIS W-7 P-05,Janne Flisrand,Lisa Goodman,skipped,5,1
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,skipped,5,1
MINNEAPOLIS W-7 P-08,Joe Kovacs,Lisa Goodman,skipped,5,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,skipped,5,1
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,Teqen Zéa-Aida,5,1
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,5,1
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped,5,1
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida,5,1
