precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
7601,VBM / EV - 400c 1st Cut,8241,CHRISTINE JOHNSON,SONJA TRAUSS,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8242,MATT HANEY,SONJA TRAUSS,CHRISTINE JOHNSON,1,3
7601,VBM / EV - 400c 1st Cut,8243,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS,1,3
7601,VBM / EV - 400c 1st Cut,8244,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8245,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS,1,3
7601,VBM / EV - 400c 1st Cut,8246,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8247,CHRISTINE JOHNSON,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8248,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8249,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8250,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8251,MATT HANEY,SONJA TRAUSS,CHRISTINE JOHNSON,1,3
7601,VBM / EV - 400c 1st Cut,8252,SONJA TRAUSS,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8253,CHRISTINE JOHNSON,MATT HANEY,SONJA TRAUSS,1,3
7601,VBM / EV - 400c 1st Cut,8254,SONJA TRAUSS,MATT HANEY,CHRISTINE JOHNSON,1,3
7601,VBM / EV - 400c 1st Cut,8255,SONJA TRAUSS,CHRISTINE JOHNSON,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8256,MATT HANEY,SONJA TRAUSS,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8257,SONJA TRAUSS,CHRISTINE JOHNSON,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8258,SONJA TRAUSS,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8259,SONJA TRAUSS,CHRISTINE JOHNSON,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8260,CHRISTINE JOHNSON,SONJA TRAUSS,MATT HANEY,1,3
7601,VBM / EV - 400c 1st Cut,8261,MATT HANEY,SONJA TRAUSS,CHRISTINE JOHNSON,1,3
7601,VBM / EV - 400c 1st Cut,8262,SONJA TRAUSS,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8263,SONJA TRAUSS,MATT HANEY,CHRISTINE JOHNSON,1,3
7601,VBM / EV - 400c 1st Cut,8264,CHRISTINE JOHNSON,MATT HANEY,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8265,MATT HANEY,CHRISTINE JOHNSON,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8266,MATT HANEY,skipped,skipped,1,3
7601,VBM / EV - 400c 1st Cut,8267,MATT HANEY,skipped,skipped,1,3
