precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
3023,VBM / EV - 400c 1st Cut,17067,JAMES M. CALLOWAY,DEWITT M. LACY,skipped,1,22
3005,VBM / EV - 400c 1st Cut,17074,STEVE MOSS,DEWITT M. LACY,MARLENE TRAN,1,22
2011,VBM / EV - 400c 1st Cut,17102,TERESA DUQUE,ERIC SMITH,JAMES M. CALLOWAY,1,22
3011,VBM / EV - 400c 1st Cut,17107,KRISTINE ENEA,STEVE MOSS,LYNETTE SWEET,1,22
3022,VBM / EV - 400c 1st Cut,17140,DEWITT M. LACY,skipped,skipped,1,22
3025,VBM / EV - 400c 1st Cut,17147,LYNETTE SWEET,M.J. MARIE FRANKLIN,JAMES M. CALLOWAY,1,22
2005,VBM / EV - 400c 1st Cut,17154,MALIA COHEN,TERESA DUQUE,CHRIS JACKSON,1,22
2003,VBM / EV - 400c 1st Cut,17169,MARLENE TRAN,TERESA DUQUE,MALIA COHEN,1,22
3001,VBM / EV - 400c 1st Cut,17170,STEVE MOSS,skipped,skipped,1,22
3000,VBM / EV - 400c 1st Cut,17202,MARLENE TRAN,M.J. MARIE FRANKLIN,GEOFFREA MORRIS,1,22
3002,VBM / EV - 400c 1st Cut,17232,STEVE MOSS,skipped,skipped,1,22
3028,VBM / EV - 400c 1st Cut,17260,TERESA DUQUE,MARLENE TRAN,skipped,1,22
2015,VBM / EV - 400c 1st Cut,17280,MALIA COHEN,DEWITT M. LACY,skipped,1,22
3006,VBM / EV - 400c 1st Cut,17282,STEVE MOSS,TONY KELLY,DEWITT M. LACY,1,22
3028,VBM / EV - 400c 1st Cut,17298,MARLENE TRAN,TERESA DUQUE,skipped,1,22
2019,VBM / EV - 400c 1st Cut,17316,MARLENE TRAN,TERESA DUQUE,skipped,1,22
3004,VBM / EV - 400c 1st Cut,17320,MALIA COHEN,skipped,skipped,1,22
3017,VBM / EV - 400c 1st Cut,17321,STEVE MOSS,skipped,skipped,1,22
2001,VBM / EV - 400c 1st Cut,17322,JACKIE NORMAN,skipped,skipped,1,22
3032,VBM / EV - 400c 1st Cut,17332,STEVE MOSS,ELLSWORTH ''ELL'' JENNISON,DEWITT M. LACY,1,22
3036,VBM / EV - 400c 1st Cut,17359,STEVE MOSS,CHRIS JACKSON,DIANE WESLEY SMITH,1,22
3037,VBM / EV - 400c 1st Cut,17366,STEVE MOSS,TONY KELLY,MARLENE TRAN,1,22
3006,VBM / EV - 400c 1st Cut,17407,STEVE MOSS,TONY KELLY,ERIC SMITH,1,22
3022,VBM / EV - 400c 1st Cut,17408,CHRIS JACKSON,LYNETTE SWEET,ERIC SMITH,1,22
3000,VBM / EV - 400c 1st Cut,17417,LYNETTE SWEET,skipped,skipped,1,22
2005,VBM / EV - 400c 1st Cut,17436,MARLENE TRAN,TONY KELLY,DEWITT M. LACY,1,22
3022,VBM / EV - 400c 1st Cut,17442,LYNETTE SWEET,skipped,skipped,1,22
2005,VBM / EV - 400c 1st Cut,17477,STEVE MOSS,TONY KELLY,JAMES M. CALLOWAY,1,22
3000,VBM / EV - 400c 1st Cut,17486,TERESA DUQUE,MARLENE TRAN,"RODNEY HAMPTON, JR.",1,22
3026,VBM / EV - 400c 1st Cut,17493,MALIA COHEN,DIANE WESLEY SMITH,LYNETTE SWEET,1,22
3033,VBM / EV - 400c 1st Cut,17494,JAMES M. CALLOWAY,LYNETTE SWEET,"RODNEY HAMPTON, JR.",1,22
3013,VBM / EV - 400c 1st Cut,17498,TONY KELLY,DEWITT M. LACY,CHRIS JACKSON,1,22
3008,VBM / EV - 400c 1st Cut,17509,MARLENE TRAN,TERESA DUQUE,TONY KELLY,1,22
2006,VBM / EV - 400c 1st Cut,17523,MALIA COHEN,LYNETTE SWEET,STEVE MOSS,1,22
2006,VBM / EV - 400c 1st Cut,17524,MARLENE TRAN,JAMES M. CALLOWAY,DEWITT M. LACY,1,22
2007,VBM / EV - 400c 1st Cut,17525,JAMES M. CALLOWAY,TONY KELLY,STEVE MOSS,1,22
3028,VBM / EV - 400c 1st Cut,17533,MALIA COHEN,skipped,skipped,1,22
3027,VBM / EV - 400c 1st Cut,17543,DEWITT M. LACY,GEOFFREA MORRIS,NYESE JOSHUA,1,22
3006,VBM / EV - 400c 1st Cut,17552,STEVE MOSS,TONY KELLY,DEWITT M. LACY,1,22
2001,VBM / EV - 400c 1st Cut,17553,LYNETTE SWEET,DEWITT M. LACY,CHRIS JACKSON,1,22
3022,VBM / EV - 400c 1st Cut,17556,GEOFFREA MORRIS,JAMES M. CALLOWAY,skipped,1,22
2004,VBM / EV - 400c 1st Cut,17572,TONY KELLY,DEWITT M. LACY,CHRIS JACKSON,1,22
2004,VBM / EV - 400c 1st Cut,17595,LYNETTE SWEET,TERESA DUQUE,MALIA COHEN,1,22
3028,VBM / EV - 400c 1st Cut,17611,MARLENE TRAN,skipped,skipped,1,22
3012,VBM / EV - 400c 1st Cut,17617,TONY KELLY,skipped,skipped,1,22
3004,VBM / EV - 400c 1st Cut,17630,STEVE MOSS,ERIC SMITH,STEPHEN WEBER,1,22
3028,VBM / EV - 400c 1st Cut,17635,TERESA DUQUE,MARLENE TRAN,skipped,1,22
3036,VBM / EV - 400c 1st Cut,17645,STEPHEN WEBER,"RODNEY HAMPTON, JR.",DEWITT M. LACY,1,22
3001,VBM / EV - 400c 1st Cut,17662,"RODNEY HAMPTON, JR.",skipped,skipped,1,22
2005,VBM / EV - 400c 1st Cut,17673,MALIA COHEN,STEVE MOSS,CHRIS JACKSON,1,22
3006,VBM / EV - 400c 1st Cut,17679,LYNETTE SWEET,STEVE MOSS,MALIA COHEN,1,22
3006,VBM / EV - 400c 1st Cut,17680,STEVE MOSS,skipped,skipped,1,22
3029,VBM / EV - 400c 1st Cut,17710,TERESA DUQUE,MARLENE TRAN,skipped,1,22
2002,VBM / EV - 400c 1st Cut,17715,MARLENE TRAN,TONY KELLY,TERESA DUQUE,1,22
3000,VBM / EV - 400c 1st Cut,17718,MARLENE TRAN,TERESA DUQUE,LYNETTE SWEET,1,22
2005,VBM / EV - 400c 1st Cut,17726,MARLENE TRAN,TERESA DUQUE,TONY KELLY,1,22
2002,VBM / EV - 400c 1st Cut,17752,MALIA COHEN,LYNETTE SWEET,DIANE WESLEY SMITH,1,22
2002,VBM / EV - 400c 1st Cut,17764,ELLSWORTH ''ELL'' JENNISON,JAMES M. CALLOWAY,LYNETTE SWEET,1,22
3010,VBM / EV - 400c 1st Cut,17768,STEVE MOSS,MARLENE TRAN,skipped,1,22
3029,VBM / EV - 400c 1st Cut,17818,DEWITT M. LACY,ERIC SMITH,CHRIS JACKSON,1,22
3036,VBM / EV - 400c 1st Cut,17819,MALIA COHEN,DEWITT M. LACY,"RODNEY HAMPTON, JR.",1,22
3037,VBM / EV - 400c 1st Cut,17820,LYNETTE SWEET,STEVE MOSS,TONY KELLY,1,22
2003,VBM / EV - 400c 1st Cut,17825,STEPHEN WEBER,MALIA COHEN,KRISTINE ENEA,1,22
2007,VBM / EV - 400c 1st Cut,17874,"RODNEY HAMPTON, JR.",NYESE JOSHUA,MALIA COHEN,1,22
3014,VBM / EV - 400c 1st Cut,17887,LYNETTE SWEET,MALIA COHEN,STEVE MOSS,1,22
3002,VBM / EV - 400c 1st Cut,17898,TONY KELLY,LYNETTE SWEET,STEVE MOSS,1,22
3019,VBM / EV - 400c 1st Cut,17899,KRISTINE ENEA,MARLENE TRAN,MALIA COHEN,1,22
3004,VBM / EV - 400c 1st Cut,17911,STEVE MOSS,TONY KELLY,KRISTINE ENEA,1,22
3004,VBM / EV - 400c 1st Cut,17912,DEWITT M. LACY,CHRIS JACKSON,NYESE JOSHUA,1,22
3003,VBM / EV - 400c 1st Cut,17945,TONY KELLY,LYNETTE SWEET,ED DONALDSON,1,22
3006,VBM / EV - 400c 1st Cut,17955,TONY KELLY,skipped,skipped,1,22
3002,VBM / EV - 400c 1st Cut,17966,TONY KELLY,STEVE MOSS,LYNETTE SWEET,1,22
3013,VBM / EV - 400c 1st Cut,17981,KRISTINE ENEA,"RODNEY HAMPTON, JR.",TONY KELLY,1,22
3027,VBM / EV - 400c 1st Cut,17988,KRISTINE ENEA,skipped,skipped,1,22
3027,VBM / EV - 400c 1st Cut,17997,LYNETTE SWEET,skipped,skipped,1,22
2001,VBM / EV - 400c 1st Cut,18003,STEVE MOSS,ELLSWORTH ''ELL'' JENNISON,skipped,1,22
2003,VBM / EV - 400c 1st Cut,18004,MARLENE TRAN,skipped,skipped,1,22
2001,VBM / EV - 400c 1st Cut,18029,MARLENE TRAN,TERESA DUQUE,skipped,1,22
3005,VBM / EV - 400c 1st Cut,18031,KRISTINE ENEA,TONY KELLY,DIANE WESLEY SMITH,1,22
3000,VBM / EV - 400c 1st Cut,18061,CHRIS JACKSON,DEWITT M. LACY,MALIA COHEN,1,22
3006,VBM / EV - 400c 1st Cut,18087,LYNETTE SWEET,TONY KELLY,ERIC SMITH,1,22
2018,VBM / EV - 400c 1st Cut,18096,MARLENE TRAN,STEVE MOSS,ED DONALDSON,1,22
3020,VBM / EV - 400c 1st Cut,18104,MALIA COHEN,skipped,skipped,1,22
2008,VBM / EV - 400c 1st Cut,18108,STEVE MOSS,M.J. MARIE FRANKLIN,DIANE WESLEY SMITH,1,22
3018,VBM / EV - 400c 1st Cut,18121,TERESA DUQUE,MARLENE TRAN,STEPHEN WEBER,1,22
3020,VBM / EV - 400c 1st Cut,18137,MALIA COHEN,DIANE WESLEY SMITH,STEVE MOSS,1,22
3003,VBM / EV - 400c 1st Cut,18150,TONY KELLY,DEWITT M. LACY,CHRIS JACKSON,1,22
3031,VBM / EV - 400c 1st Cut,18156,ERIC SMITH,KRISTINE ENEA,"RODNEY HAMPTON, JR.",1,22
3018,VBM / EV - 400c 1st Cut,18159,"RODNEY HAMPTON, JR.",ASHLEY H RHODES,JAMES M. CALLOWAY,1,22
2007,VBM / EV - 400c 1st Cut,18160,MARLENE TRAN,TERESA DUQUE,STEVE MOSS,1,22
3008,VBM / EV - 400c 1st Cut,18167,CHRIS JACKSON,MALIA COHEN,LYNETTE SWEET,1,22
3010,VBM / EV - 400c 1st Cut,18175,STEVE MOSS,skipped,skipped,1,22
3028,VBM / EV - 400c 1st Cut,18190,MALIA COHEN,STEVE MOSS,JAMES M. CALLOWAY,1,22
3019,VBM / EV - 400c 1st Cut,18199,MALIA COHEN,LYNETTE SWEET,skipped,1,22
2004,VBM / EV - 400c 1st Cut,18213,MARLENE TRAN,TERESA DUQUE,CHRIS JACKSON,1,22
2002,VBM / EV - 400c 1st Cut,18229,CHRIS JACKSON,JAMES M. CALLOWAY,LYNETTE SWEET,1,22
3019,VBM / EV - 400c 1st Cut,18232,STEVE MOSS,ERIC SMITH,KRISTINE ENEA,1,22
3008,VBM / EV - 400c 1st Cut,18247,TONY KELLY,"RODNEY HAMPTON, JR.",DEWITT M. LACY,1,22
3019,VBM / EV - 400c 1st Cut,18263,DIANE WESLEY SMITH,LYNETTE SWEET,skipped,1,22
3004,VBM / EV - 400c 1st Cut,18267,TONY KELLY,ERIC SMITH,CHRIS JACKSON,1,22
3034,VBM / EV - 400c 1st Cut,18268,DEWITT M. LACY,KRISTINE ENEA,LYNETTE SWEET,1,22
3006,VBM / EV - 400c 1st Cut,18277,STEVE MOSS,GEOFFREA MORRIS,skipped,1,22
3010,VBM / EV - 400c 1st Cut,18288,TONY KELLY,KRISTINE ENEA,skipped,1,22
3017,VBM / EV - 400c 1st Cut,18296,MALIA COHEN,JAMES M. CALLOWAY,DEWITT M. LACY,1,22
3003,VBM / EV - 400c 1st Cut,18300,MALIA COHEN,DEWITT M. LACY,LYNETTE SWEET,1,22
3026,VBM / EV - 400c 1st Cut,18303,TERESA DUQUE,skipped,skipped,1,22
2018,VBM / EV - 400c 1st Cut,18321,MARLENE TRAN,TERESA DUQUE,M.J. MARIE FRANKLIN,1,22
3032,VBM / EV - 400c 1st Cut,18337,LYNETTE SWEET,DIANE WESLEY SMITH,skipped,1,22
2003,VBM / EV - 400c 1st Cut,18364,MARLENE TRAN,skipped,skipped,1,22
2005,VBM / EV - 400c 1st Cut,18370,LYNETTE SWEET,MALIA COHEN,CHRIS JACKSON,1,22
2007,VBM / EV - 400c 1st Cut,18378,MARLENE TRAN,TERESA DUQUE,STEVE MOSS,1,22
3006,VBM / EV - 400c 1st Cut,18432,STEVE MOSS,TONY KELLY,CHRIS JACKSON,1,22
3009,VBM / EV - 400c 1st Cut,18433,M.J. MARIE FRANKLIN,JACKIE NORMAN,CHRIS JACKSON,1,22
2019,VBM / EV - 400c 1st Cut,18453,MARLENE TRAN,NYESE JOSHUA,GEOFFREA MORRIS,1,22
3010,VBM / EV - 400c 1st Cut,18465,TONY KELLY,skipped,skipped,1,22
3003,VBM / EV - 400c 1st Cut,18471,TONY KELLY,STEVE MOSS,skipped,1,22
3020,VBM / EV - 400c 1st Cut,18506,STEVE MOSS,TONY KELLY,MARLENE TRAN,1,22
3022,VBM / EV - 400c 1st Cut,18512,JAMES M. CALLOWAY,KRISTINE ENEA,skipped,1,22
3007,VBM / EV - 400c 1st Cut,18521,TONY KELLY,KRISTINE ENEA,STEVE MOSS,1,22
2007,VBM / EV - 400c 1st Cut,18532,MARLENE TRAN,TERESA DUQUE,GEOFFREA MORRIS,1,22
3018,VBM / EV - 400c 1st Cut,18547,MARLENE TRAN,TERESA DUQUE,skipped,1,22
3031,VBM / EV - 400c 1st Cut,18548,TONY KELLY,CHRIS JACKSON,NYESE JOSHUA,1,22
2001,VBM / EV - 400c 1st Cut,18558,DEWITT M. LACY,skipped,skipped,1,22
3004,VBM / EV - 400c 1st Cut,18574,TONY KELLY,skipped,skipped,1,22
3037,VBM / EV - 400c 1st Cut,18583,MALIA COHEN,skipped,skipped,1,22
3007,VBM / EV - 400c 1st Cut,18593,TONY KELLY,DEWITT M. LACY,CHRIS JACKSON,1,22
3028,VBM / EV - 400c 1st Cut,18608,CHRIS JACKSON,MARLENE TRAN,TONY KELLY,1,22
