ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num cands,Num seats
02847_00000_395280,26.0,Ballot 2 - Type 2,Election Day,26,WILLIAM BILL MATTIACE,MIKE A TELLEZ,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,skipped,10,1
02847_00000_737737,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_901768,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_607127,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
02847_00000_484960,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,KEN MIYAGISHIMA,BEV COURTNEY,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,10,1
02847_00000_594880,24.0,Ballot 19 - Type 19,Election Day,24,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_053073,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_773298,109.002,Ballot 17 - Type 17,Election Day,109,WILLIAM BILL MATTIACE,ISABELLA SOLIS,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,GREGORY Z SMITH,10,1
02847_00000_160992,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ISABELLA SOLIS,BEV COURTNEY,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,10,1
02847_00000_138052,83.002,Ballot 20 - Type 20,Election Day,83,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_492615,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,10,1
02847_00000_007242,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,BEV COURTNEY,10,1
02847_00000_740702,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,BEV COURTNEY,JORGE SANCHEZ,10,1
02847_00000_256343,42.0,Ballot 20 - Type 20,Election Day,42,ISABELLA SOLIS,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,10,1
02847_00000_835198,20.002,Ballot 28 - Type 28,Election Day,20,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_681610,89.0,Ballot 2 - Type 2,Election Day,89,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_360465,89.0,Ballot 2 - Type 2,Election Day,89,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,10,1
02847_00000_157977,99.002,Ballot 2 - Type 2,Election Day,99,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,BEV COURTNEY,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_881434,89.0,Ballot 2 - Type 2,Election Day,89,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,GREGORY Z SMITH,10,1
02847_00000_635671,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_262895,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_083207,99.002,Ballot 2 - Type 2,Election Day,99,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,10,1
02847_00000_508830,83.002,Ballot 20 - Type 20,Election Day,83,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_141131,83.002,Ballot 20 - Type 20,Election Day,83,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_034566,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,10,1
02847_00000_941799,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_013781,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_336667,20.002,Ballot 28 - Type 28,Election Day,20,ISABELLA SOLIS,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_981022,26.0,Ballot 2 - Type 2,Election Day,26,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_476174,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,MIKE A TELLEZ,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,BEV COURTNEY,JORGE SANCHEZ,10,1
02847_00000_998768,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_113838,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_081679,89.0,Ballot 2 - Type 2,Election Day,89,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
02847_00000_102326,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,BEV COURTNEY,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,10,1
02847_00000_896986,83.002,Ballot 20 - Type 20,Election Day,83,BEV COURTNEY,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_011556,89.0,Ballot 2 - Type 2,Election Day,89,WILLIAM BILL MATTIACE,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_929540,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_143664,89.0,Ballot 2 - Type 2,Election Day,89,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_825413,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,MIKE A TELLEZ,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,GREGORY Z SMITH,WILLIAM BILL MATTIACE,10,1
02847_00000_542688,20.002,Ballot 28 - Type 28,Election Day,20,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,10,1
02847_00000_281885,99.002,Ballot 2 - Type 2,Election Day,99,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,MIKE A TELLEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_367692,99.002,Ballot 2 - Type 2,Election Day,99,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_355179,89.0,Ballot 2 - Type 2,Election Day,89,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,10,1
02847_00000_833965,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_553460,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_699706,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,BEV COURTNEY,10,1
02847_00000_301744,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,ISABELLA SOLIS,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_437174,20.002,Ballot 28 - Type 28,Election Day,20,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_455758,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_274600,83.002,Ballot 20 - Type 20,Election Day,83,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_560084,117.001,Ballot 16 - Type 16,Election Day,117,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,KEN MIYAGISHIMA,10,1
02847_00000_310528,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,10,1
02847_00000_955110,20.002,Ballot 28 - Type 28,Election Day,20,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_248885,20.002,Ballot 28 - Type 28,Election Day,20,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,WILLIAM BILL MATTIACE,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,10,1
02847_00000_375929,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_940338,105.002,Ballot 17 - Type 17,Election Day,105,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_128376,109.002,Ballot 17 - Type 17,Election Day,109,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,JORGE SANCHEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,10,1
02847_00000_676992,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_907530,26.0,Ballot 2 - Type 2,Election Day,26,MIKE A TELLEZ,WILLIAM BILL MATTIACE,ISABELLA SOLIS,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_308066,83.002,Ballot 20 - Type 20,Election Day,83,MIKE A TELLEZ,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_529073,109.002,Ballot 17 - Type 17,Election Day,109,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_895045,67.0,Ballot 16 - Type 16,Election Day,67,MIKE A TELLEZ,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,WILLIAM BILL MATTIACE,10,1
02847_00000_363304,20.002,Ballot 28 - Type 28,Election Day,20,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_307519,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,10,1
02847_00000_134315,99.002,Ballot 2 - Type 2,Election Day,99,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_042413,26.0,Ballot 2 - Type 2,Election Day,26,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_098351,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_927624,89.0,Ballot 2 - Type 2,Election Day,89,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_547014,20.002,Ballot 28 - Type 28,Election Day,20,WILLIAM BILL MATTIACE,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,skipped,10,1
02847_00000_658621,59.0,Ballot 16 - Type 16,Election Day,59,BEV COURTNEY,WILLIAM BILL MATTIACE,MIKE A TELLEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_936683,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,MIKE A TELLEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_139927,99.002,Ballot 2 - Type 2,Election Day,99,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_061403,83.002,Ballot 20 - Type 20,Election Day,83,BEV COURTNEY,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
02847_00000_664326,83.002,Ballot 20 - Type 20,Election Day,83,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,10,1
02847_00000_855361,20.002,Ballot 28 - Type 28,Election Day,20,WILLIAM BILL MATTIACE,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,skipped,10,1
02847_00000_897667,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_047257,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,10,1
02847_00000_673254,83.002,Ballot 20 - Type 20,Election Day,83,GREGORY Z SMITH,WILLIAM BILL MATTIACE,BEV COURTNEY,JORGE SANCHEZ,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,10,1
02847_00000_984205,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_036791,89.0,Ballot 2 - Type 2,Election Day,89,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_080760,89.0,Ballot 2 - Type 2,Election Day,89,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_498872,89.0,Ballot 2 - Type 2,Election Day,89,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
02847_00000_155385,109.002,Ballot 17 - Type 17,Election Day,109,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,JORGE SANCHEZ,skipped,skipped,skipped,skipped,10,1
02847_00000_228908,90.002,Ballot 19 - Type 19,Election Day,90,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,KEN MIYAGISHIMA,JORGE SANCHEZ,GREGORY Z SMITH,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,BEV COURTNEY,10,1
02847_00000_976369,99.002,Ballot 2 - Type 2,Election Day,99,WILLIAM BILL MATTIACE,ISABELLA SOLIS,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,JORGE SANCHEZ,10,1
02847_00000_902141,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,MIKE A TELLEZ,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_856955,26.0,Ballot 2 - Type 2,Election Day,26,MIKE A TELLEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_871118,83.002,Ballot 20 - Type 20,Election Day,83,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,10,1
02847_00000_849843,38.002,Ballot 19 - Type 19,Election Day,38,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,10,1
02847_00000_292671,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,10,1
02847_00000_853232,89.0,Ballot 2 - Type 2,Election Day,89,KEN MIYAGISHIMA,ISABELLA SOLIS,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,10,1
02847_00000_752594,99.002,Ballot 2 - Type 2,Election Day,99,MIKE A TELLEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,GREGORY Z SMITH,JORGE SANCHEZ,skipped,skipped,skipped,skipped,10,1
02847_00000_461950,20.002,Ballot 28 - Type 28,Election Day,20,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_073823,83.002,Ballot 20 - Type 20,Election Day,83,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_836804,99.002,Ballot 2 - Type 2,Election Day,99,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_295918,89.0,Ballot 2 - Type 2,Election Day,89,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_359657,20.002,Ballot 28 - Type 28,Election Day,20,KEN MIYAGISHIMA,MIKE A TELLEZ,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,10,1
02847_00000_958087,48.0,Ballot 20 - Type 20,Election Day,48,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,KEN MIYAGISHIMA,10,1
02847_00000_062629,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
02847_00000_115062,83.002,Ballot 20 - Type 20,Election Day,83,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
