file,numCands_multi,numCands_single,IRV_multi,IRV_single,approval_multi,approval_single,borda-avg_multi,borda-avg_single,borda-om_multi,borda-om_single,borda-pm_multi,borda-pm_single,bucklin_multi,bucklin_single,condorcet_multi,condorcet_single,file_multi,file_single,minimax_multi,minimax_single,plurality_multi,plurality_single,ranked-pairs_multi,ranked-pairs_single,smith-minimax_multi,smith-minimax_single,smith_irv_multi,smith_irv_single,smith_plurality_multi,smith_plurality_single,top-3-truncation_multi,top-3-truncation_single,top-two_multi,top-two_single
s-ayrshire12-ballots/Ward3-AyrNorth_s-ayrshire12-03.csv,5,3,['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward3-AyrNorth_s-ayrshire12-03.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward3-AyrNorth_s-ayrshire12-03.csv,['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab'],['Ian CAVANA (Lab)'],['Lab']
s-ayrshire12-ballots/Ward2-Prestwick_s-ayrshire12-02.csv,6,4,['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Ian COCHRANE (SNP)'],['Con'],['Ian COCHRANE (SNP)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward2-Prestwick_s-ayrshire12-02.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward2-Prestwick_s-ayrshire12-02.csv,['Hugh HUNTER (Con)'],['Con'],['Helen MOONIE (Lab)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Hugh HUNTER (Con)'],['Con'],['Ian COCHRANE (SNP)'],['Con'],['Ian COCHRANE (SNP)'],['Con']
s-ayrshire12-ballots/Ward6-Kyle_s-ayrshire12-06.csv,4,4,['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward6-Kyle_s-ayrshire12-06.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward6-Kyle_s-ayrshire12-06.csv,['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab'],['Andy CAMPBELL (Lab)'],['Lab']
s-ayrshire12-ballots/Ward1-Troon_s-ayrshire12-01.csv,6,4,['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward1-Troon_s-ayrshire12-01.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward1-Troon_s-ayrshire12-01.csv,['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con'],['Peter CONVERY (Con)'],['Con']
s-ayrshire12-ballots/Ward7-MayboleNorthCarrickandCoylton_s-ayrshire12-07.csv,5,4,['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward7-MayboleNorthCarrickandCoylton_s-ayrshire12-07.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward7-MayboleNorthCarrickandCoylton_s-ayrshire12-07.csv,['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['SNP'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)']
s-ayrshire12-ballots/Ward5-AyrWest_s-ayrshire12-05.csv,7,5,['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward5-AyrWest_s-ayrshire12-05.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward5-AyrWest_s-ayrshire12-05.csv,['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con'],['Bill GRANT (Con)'],['Con']
s-ayrshire12-ballots/Ward8-GirvanandSouthCarrick_s-ayrshire12-08.csv,4,4,['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],raw_data/scotland/processed_data/s-ayrshire12-ballots/Ward8-GirvanandSouthCarrick_s-ayrshire12-08.csv,analysis/mimic_single_party/data/s-ayrshire12-ballots/Ward8-GirvanandSouthCarrick_s-ayrshire12-08.csv,['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)']
e-duns17-ballots/KirkintillochEastandNorthandTwechar_e-duns17-07.csv,7,6,['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['Susan MURRAY (LD)'],['LD'],['John JAMIESON (SNP)'],['SNP'],raw_data/scotland/processed_data/e-duns17-ballots/KirkintillochEastandNorthandTwechar_e-duns17-07.csv,analysis/mimic_single_party/data/e-duns17-ballots/KirkintillochEastandNorthandTwechar_e-duns17-07.csv,['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP'],['John JAMIESON (SNP)'],['SNP']
e-duns17-ballots/Milngavie_e-duns17-01.csv,6,5,['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],raw_data/scotland/processed_data/e-duns17-ballots/Milngavie_e-duns17-01.csv,analysis/mimic_single_party/data/e-duns17-ballots/Milngavie_e-duns17-01.csv,['Jim GOODALL (LD)'],['LD'],['Graeme MCGINNIGLE (Con)'],['SNP'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['LD'],['Jim GOODALL (LD)'],['Con']
e-duns17-ballots/LenzieandKirkintillochSouth_e-duns17-06.csv,8,7,['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Rod ACKLAND (LD)'],['LD'],['Gillian RENWICK (SNP)'],['SNP'],raw_data/scotland/processed_data/e-duns17-ballots/LenzieandKirkintillochSouth_e-duns17-06.csv,analysis/mimic_single_party/data/e-duns17-ballots/LenzieandKirkintillochSouth_e-duns17-06.csv,['Gillian RENWICK (SNP)'],['SNP'],['Sandra THORNTON (Con)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP'],['Gillian RENWICK (SNP)'],['SNP']
e-duns17-ballots/BishopbriggsSouth_e-duns17-05.csv,6,4,['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Gordan LOW (SNP)'],['Lab'],['Gordan LOW (SNP)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],raw_data/scotland/processed_data/e-duns17-ballots/BishopbriggsSouth_e-duns17-05.csv,analysis/mimic_single_party/data/e-duns17-ballots/BishopbriggsSouth_e-duns17-05.csv,['Alan MOIR (Lab)'],['Lab'],['Alan BROWN (Con)'],['SNP'],['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Alan MOIR (Lab)'],['Lab'],['Gordan LOW (SNP)'],['Lab'],['Gordan LOW (SNP)'],['Lab']
e-duns17-ballots/BearsdenNorth_e-duns17-02.csv,6,6,['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],raw_data/scotland/processed_data/e-duns17-ballots/BearsdenNorth_e-duns17-02.csv,analysis/mimic_single_party/data/e-duns17-ballots/BearsdenNorth_e-duns17-02.csv,['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)']
e-duns17-ballots/BearsdenSouth_e-duns17-03.csv,6,6,['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],raw_data/scotland/processed_data/e-duns17-ballots/BearsdenSouth_e-duns17-03.csv,analysis/mimic_single_party/data/e-duns17-ballots/BearsdenSouth_e-duns17-03.csv,['Vaughan MOODY (LD)'],['LD'],['Andrew POLSON (Con)'],['Con'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD'],['Vaughan MOODY (LD)'],['LD']
e-duns17-ballots/BishopbriggsNorthandCampsie_e-duns17-04.csv,7,6,['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Billy HENDRY (Con)'],['SNP'],['Gary PEWS (LD)'],['LD'],['Paul FERRETTI (SNP)'],['SNP'],raw_data/scotland/processed_data/e-duns17-ballots/BishopbriggsNorthandCampsie_e-duns17-04.csv,analysis/mimic_single_party/data/e-duns17-ballots/BishopbriggsNorthandCampsie_e-duns17-04.csv,['Paul FERRETTI (SNP)'],['SNP'],['Billy HENDRY (Con)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP'],['Billy HENDRY (Con)'],['SNP'],['Paul FERRETTI (SNP)'],['SNP']
angus17-ballots/ForfarandDistrict_angus17-03.csv,8,7,['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],raw_data/scotland/processed_data/angus17-ballots/ForfarandDistrict_angus17-03.csv,analysis/mimic_single_party/data/angus17-ballots/ForfarandDistrict_angus17-03.csv,['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Braden DAVY (Con)'],['SNP'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['SNP']
angus17-ballots/MontroseandDistrict_angus17-08.csv,7,6,['Ron STURROCK (Con)'],['SNP'],['Mark SALMOND (Ind)'],['SNP'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['SNP'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['SNP'],raw_data/scotland/processed_data/angus17-ballots/MontroseandDistrict_angus17-08.csv,analysis/mimic_single_party/data/angus17-ballots/MontroseandDistrict_angus17-08.csv,['Mark SALMOND (Ind)'],['SNP'],['Ron STURROCK (Con)'],['SNP'],['Mark SALMOND (Ind)'],['SNP'],['Mark SALMOND (Ind)'],['SNP'],['Mark SALMOND (Ind)'],['SNP'],['Mark SALMOND (Ind)'],['SNP'],['Ron STURROCK (Con)'],['SNP'],['Ron STURROCK (Con)'],['SNP']
angus17-ballots/CarnoustieandDistrict_angus17-05.csv,7,7,['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],raw_data/scotland/processed_data/angus17-ballots/CarnoustieandDistrict_angus17-05.csv,analysis/mimic_single_party/data/angus17-ballots/CarnoustieandDistrict_angus17-05.csv,['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Mark James MCDONALD (SNP)'],['SNP'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['David CHEAPE (Ind)'],['David CHEAPE (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)']
angus17-ballots/ArbroathEastandLunan_angus17-07.csv,8,7,['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],raw_data/scotland/processed_data/angus17-ballots/ArbroathEastandLunan_angus17-07.csv,analysis/mimic_single_party/data/angus17-ballots/ArbroathEastandLunan_angus17-07.csv,['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Derek WANN (Con)'],['SNP'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['SNP'],['Brenda DURNO (SNP)'],['SNP']
angus17-ballots/MonifiethandSidlaw_angus17-04.csv,5,4,['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],raw_data/scotland/processed_data/angus17-ballots/MonifiethandSidlaw_angus17-04.csv,analysis/mimic_single_party/data/angus17-ballots/MonifiethandSidlaw_angus17-04.csv,['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con'],['Craig FOTHERINGHAM (Con)'],['Con']
"angus17-ballots/ArbroathWest,LethamandFriockheim_angus17-06.csv",5,4,['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],"raw_data/scotland/processed_data/angus17-ballots/ArbroathWest,LethamandFriockheim_angus17-06.csv","analysis/mimic_single_party/data/angus17-ballots/ArbroathWest,LethamandFriockheim_angus17-06.csv",['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con'],['David LUMGAIR (Con)'],['Con']
angus17-ballots/KirriemuirandDean_angus17-01.csv,6,4,['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],raw_data/scotland/processed_data/angus17-ballots/KirriemuirandDean_angus17-01.csv,analysis/mimic_single_party/data/angus17-ballots/KirriemuirandDean_angus17-01.csv,['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con'],['Ronnie PROCTOR (Con)'],['Con']
angus17-ballots/BrechinandEdzell_angus17-02.csv,7,6,['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],raw_data/scotland/processed_data/angus17-ballots/BrechinandEdzell_angus17-02.csv,analysis/mimic_single_party/data/angus17-ballots/BrechinandEdzell_angus17-02.csv,['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Gavin NICOL (Con)'],['Con'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Con']
midlothian22/3_dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,7,5,['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],raw_data/scotland/processed_data/midlothian22/3_dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,analysis/mimic_single_party/data/midlothian22/3_dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab'],['Stephen CURRAN (Lab)'],['Lab']
midlothian22/east_preference_profile_open_from_within_ms_word_or_similar.csv,6,5,['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],raw_data/scotland/processed_data/midlothian22/east_preference_profile_open_from_within_ms_word_or_similar.csv,analysis/mimic_single_party/data/midlothian22/east_preference_profile_open_from_within_ms_word_or_similar.csv,['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['SNP'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab'],['Bryan POTTINGER (Lab)'],['Lab']
midlothian22/2_bonnyrigg_preference_profile_open_from_within_ms_word_or_similar.csv,4,4,['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],raw_data/scotland/processed_data/midlothian22/2_bonnyrigg_preference_profile_open_from_within_ms_word_or_similar.csv,analysis/mimic_single_party/data/midlothian22/2_bonnyrigg_preference_profile_open_from_within_ms_word_or_similar.csv,['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab'],['Derek MILLIGAN (Lab)'],['Lab']
midlothian22/1_penicuik_preference_profile_open_from_within_ms_word_or_similar.csv,7,6,['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],raw_data/scotland/processed_data/midlothian22/1_penicuik_preference_profile_open_from_within_ms_word_or_similar.csv,analysis/mimic_single_party/data/midlothian22/1_penicuik_preference_profile_open_from_within_ms_word_or_similar.csv,['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP'],['Debbi MCCALL (SNP)'],['SNP']
midlothian22/west_preference_profile_open_from_within_ms_word_or_similar.csv,7,6,['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['Labour and Co-operative Party'],['Russell IMRIE (Labour and Co-operative Party)'],['Labour and Co-operative Party'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['Labour and Co-operative Party'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],raw_data/scotland/processed_data/midlothian22/west_preference_profile_open_from_within_ms_word_or_similar.csv,analysis/mimic_single_party/data/midlothian22/west_preference_profile_open_from_within_ms_word_or_similar.csv,['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP'],['Russell IMRIE (Labour and Co-operative Party)'],['SNP']
