voterId,rank1,rank2,rank3,rank4,numSeats,numCands
0,Paul WELSH (SNP),skipped,skipped,skipped,,4
1,Paul WELSH (SNP),skipped,skipped,skipped,,4
2,Paul WELSH (SNP),skipped,skipped,skipped,,4
3,Paul WELSH (SNP),skipped,skipped,skipped,,4
4,Paul WELSH (SNP),skipped,skipped,skipped,,4
5,Paul WELSH (SNP),skipped,skipped,skipped,,4
6,Paul WELSH (SNP),skipped,skipped,skipped,,4
7,Paul WELSH (SNP),skipped,skipped,skipped,,4
8,Paul WELSH (SNP),skipped,skipped,skipped,,4
9,Paul WELSH (SNP),skipped,skipped,skipped,,4
10,Paul WELSH (SNP),skipped,skipped,skipped,,4
11,Paul WELSH (SNP),skipped,skipped,skipped,,4
12,Paul WELSH (SNP),skipped,skipped,skipped,,4
13,Paul WELSH (SNP),skipped,skipped,skipped,,4
14,Paul WELSH (SNP),skipped,skipped,skipped,,4
15,Paul WELSH (SNP),skipped,skipped,skipped,,4
16,Paul WELSH (SNP),skipped,skipped,skipped,,4
17,Paul WELSH (SNP),skipped,skipped,skipped,,4
18,Paul WELSH (SNP),skipped,skipped,skipped,,4
19,Paul WELSH (SNP),skipped,skipped,skipped,,4
20,Paul WELSH (SNP),skipped,skipped,skipped,,4
21,Paul WELSH (SNP),skipped,skipped,skipped,,4
22,Paul WELSH (SNP),skipped,skipped,skipped,,4
23,Paul WELSH (SNP),skipped,skipped,skipped,,4
24,Paul WELSH (SNP),skipped,skipped,skipped,,4
25,Paul WELSH (SNP),skipped,skipped,skipped,,4
26,Paul WELSH (SNP),skipped,skipped,skipped,,4
27,Paul WELSH (SNP),skipped,skipped,skipped,,4
28,Paul WELSH (SNP),skipped,skipped,skipped,,4
29,Paul WELSH (SNP),skipped,skipped,skipped,,4
30,Paul WELSH (SNP),skipped,skipped,skipped,,4
31,Paul WELSH (SNP),skipped,skipped,skipped,,4
32,Paul WELSH (SNP),skipped,skipped,skipped,,4
33,Paul WELSH (SNP),skipped,skipped,skipped,,4
34,Paul WELSH (SNP),skipped,skipped,skipped,,4
35,Paul WELSH (SNP),skipped,skipped,skipped,,4
36,Paul WELSH (SNP),skipped,skipped,skipped,,4
37,Paul WELSH (SNP),skipped,skipped,skipped,,4
38,Paul WELSH (SNP),skipped,skipped,skipped,,4
39,Paul WELSH (SNP),skipped,skipped,skipped,,4
40,Paul WELSH (SNP),skipped,skipped,skipped,,4
41,Paul WELSH (SNP),skipped,skipped,skipped,,4
42,Paul WELSH (SNP),skipped,skipped,skipped,,4
43,Paul WELSH (SNP),skipped,skipped,skipped,,4
44,Paul WELSH (SNP),skipped,skipped,skipped,,4
45,Paul WELSH (SNP),skipped,skipped,skipped,,4
46,Paul WELSH (SNP),skipped,skipped,skipped,,4
47,Paul WELSH (SNP),skipped,skipped,skipped,,4
48,Paul WELSH (SNP),skipped,skipped,skipped,,4
49,Paul WELSH (SNP),skipped,skipped,skipped,,4
50,Paul WELSH (SNP),skipped,skipped,skipped,,4
51,Paul WELSH (SNP),skipped,skipped,skipped,,4
52,Paul WELSH (SNP),skipped,skipped,skipped,,4
53,Paul WELSH (SNP),skipped,skipped,skipped,,4
54,Paul WELSH (SNP),skipped,skipped,skipped,,4
55,Paul WELSH (SNP),skipped,skipped,skipped,,4
56,Paul WELSH (SNP),skipped,skipped,skipped,,4
57,Paul WELSH (SNP),skipped,skipped,skipped,,4
58,Paul WELSH (SNP),skipped,skipped,skipped,,4
59,Paul WELSH (SNP),skipped,skipped,skipped,,4
60,Paul WELSH (SNP),skipped,skipped,skipped,,4
61,Paul WELSH (SNP),skipped,skipped,skipped,,4
62,Paul WELSH (SNP),skipped,skipped,skipped,,4
63,Paul WELSH (SNP),skipped,skipped,skipped,,4
64,Paul WELSH (SNP),skipped,skipped,skipped,,4
65,Paul WELSH (SNP),skipped,skipped,skipped,,4
66,Paul WELSH (SNP),skipped,skipped,skipped,,4
67,Paul WELSH (SNP),skipped,skipped,skipped,,4
68,Paul WELSH (SNP),skipped,skipped,skipped,,4
69,Paul WELSH (SNP),skipped,skipped,skipped,,4
70,Paul WELSH (SNP),skipped,skipped,skipped,,4
71,Paul WELSH (SNP),skipped,skipped,skipped,,4
72,Paul WELSH (SNP),skipped,skipped,skipped,,4
73,Paul WELSH (SNP),skipped,skipped,skipped,,4
74,Paul WELSH (SNP),skipped,skipped,skipped,,4
75,Paul WELSH (SNP),skipped,skipped,skipped,,4
76,Paul WELSH (SNP),skipped,skipped,skipped,,4
77,Paul WELSH (SNP),skipped,skipped,skipped,,4
78,Paul WELSH (SNP),skipped,skipped,skipped,,4
79,Paul WELSH (SNP),skipped,skipped,skipped,,4
80,Paul WELSH (SNP),skipped,skipped,skipped,,4
81,Paul WELSH (SNP),skipped,skipped,skipped,,4
82,Paul WELSH (SNP),skipped,skipped,skipped,,4
83,Paul WELSH (SNP),skipped,skipped,skipped,,4
84,Paul WELSH (SNP),skipped,skipped,skipped,,4
85,Paul WELSH (SNP),skipped,skipped,skipped,,4
86,Paul WELSH (SNP),skipped,skipped,skipped,,4
87,Paul WELSH (SNP),skipped,skipped,skipped,,4
88,Paul WELSH (SNP),skipped,skipped,skipped,,4
89,Paul WELSH (SNP),skipped,skipped,skipped,,4
90,Paul WELSH (SNP),skipped,skipped,skipped,,4
91,Paul WELSH (SNP),skipped,skipped,skipped,,4
92,Paul WELSH (SNP),skipped,skipped,skipped,,4
93,Paul WELSH (SNP),skipped,skipped,skipped,,4
94,Paul WELSH (SNP),skipped,skipped,skipped,,4
95,Paul WELSH (SNP),skipped,skipped,skipped,,4
96,Paul WELSH (SNP),skipped,skipped,skipped,,4
97,Paul WELSH (SNP),skipped,skipped,skipped,,4
98,Paul WELSH (SNP),skipped,skipped,skipped,,4
99,Paul WELSH (SNP),skipped,skipped,skipped,,4
100,Paul WELSH (SNP),skipped,skipped,skipped,,4
101,Paul WELSH (SNP),skipped,skipped,skipped,,4
102,Paul WELSH (SNP),skipped,skipped,skipped,,4
103,Paul WELSH (SNP),skipped,skipped,skipped,,4
104,Paul WELSH (SNP),skipped,skipped,skipped,,4
105,Paul WELSH (SNP),skipped,skipped,skipped,,4
106,Paul WELSH (SNP),skipped,skipped,skipped,,4
107,Paul WELSH (SNP),skipped,skipped,skipped,,4
108,Paul WELSH (SNP),skipped,skipped,skipped,,4
109,Paul WELSH (SNP),skipped,skipped,skipped,,4
110,Paul WELSH (SNP),skipped,skipped,skipped,,4
111,Paul WELSH (SNP),skipped,skipped,skipped,,4
112,Paul WELSH (SNP),skipped,skipped,skipped,,4
113,Paul WELSH (SNP),skipped,skipped,skipped,,4
114,Paul WELSH (SNP),skipped,skipped,skipped,,4
115,Paul WELSH (SNP),skipped,skipped,skipped,,4
116,Paul WELSH (SNP),skipped,skipped,skipped,,4
117,Paul WELSH (SNP),skipped,skipped,skipped,,4
118,Paul WELSH (SNP),skipped,skipped,skipped,,4
119,Paul WELSH (SNP),skipped,skipped,skipped,,4
120,Paul WELSH (SNP),skipped,skipped,skipped,,4
121,Paul WELSH (SNP),skipped,skipped,skipped,,4
122,Paul WELSH (SNP),skipped,skipped,skipped,,4
123,Paul WELSH (SNP),skipped,skipped,skipped,,4
124,Paul WELSH (SNP),skipped,skipped,skipped,,4
125,Paul WELSH (SNP),skipped,skipped,skipped,,4
