file,candidate_cloned,numCands,bucklin
/Australia_NewSouthWales_Mayorals_2021/Ballina-mayoral-finalpreferencedatafile (1).csv,JOHNSON Jeff,6,['CADWALLADER Sharon']
/Australia_NewSouthWales_Mayorals_2021/Ballina-mayoral-finalpreferencedatafile (1).csv,CADWALLADER Sharon,6,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Ballina-mayoral-finalpreferencedatafile (1).csv,MCCARTHY Steve,6,['CADWALLADER Sharon']
/Australia_NewSouthWales_Mayorals_2021/Ballina-mayoral-finalpreferencedatafile (1).csv,WILLIAMS Keith,6,['CADWALLADER Sharon']
/Australia_NewSouthWales_Mayorals_2021/Ballina-mayoral-finalpreferencedatafile (1).csv,JOHNSTON Eoin,6,['CADWALLADER Sharon']
/Australia_NewSouthWales_Mayorals_2021/The_Hills_Shire-mayoral-finalpreferencedatafile.csv,ROZYCKI Jerzy (George),6,['GANGEMI Peter']
/Australia_NewSouthWales_Mayorals_2021/The_Hills_Shire-mayoral-finalpreferencedatafile.csv,TRACEY Ryan,6,['GANGEMI Peter']
/Australia_NewSouthWales_Mayorals_2021/The_Hills_Shire-mayoral-finalpreferencedatafile.csv,SHAHAMAT Vida,6,['GANGEMI Peter']
/Australia_NewSouthWales_Mayorals_2021/The_Hills_Shire-mayoral-finalpreferencedatafile.csv,YAZDANI Ereboni (Alexia),6,['GANGEMI Peter']
/Australia_NewSouthWales_Mayorals_2021/The_Hills_Shire-mayoral-finalpreferencedatafile.csv,GANGEMI Peter,6,['GANGEMI Peter']
/Australia_NewSouthWales_Mayorals_2021/Nambucca_Valley-mayoral-finalpreferencedatafile.csv,JENVEY Susan,3,['HOBAN Rhonda']
/Australia_NewSouthWales_Mayorals_2021/Nambucca_Valley-mayoral-finalpreferencedatafile.csv,HOBAN Rhonda,3,['HOBAN Rhonda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,SCOTT Linda,7,['MOORE Clover']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,JARRETT Shauna,7,['MOORE Clover']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,WELDON Yvonne,7,['MOORE Clover']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,ELLSMORE Sylvie,7,['MOORE Clover']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,VITHOULKAS Angela,7,['MOORE Clover']
/Australia_NewSouthWales_Mayorals_2021/City_of_Sydney-mayoral-finalpreferencedatafile.csv,MOORE Clover,7,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,ARKAN John,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,PRYCE Rodger,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,CASSELL Jonathan,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,PIKE Donna,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,AMOS Paul,11,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,ADENDORFF Michael,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,SWAN Tegan,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,JUDGE Tony,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,CECATO George,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Coffs_Harbour-mayoral-finalpreferencedatafile.csv,TOWNLEY Sally,11,['AMOS Paul']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,HEALEY Patrick,7,['KRIEG Steve']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,GRINDON-EKINS Vanessa,7,['KRIEG Steve']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,COOK Darlene,7,['KRIEG Steve']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,ROB Big,7,['KRIEG Steve']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,KRIEG Steve,7,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lismore-mayoral-finalpreferencedatafile.csv,BIRD Elly,7,['KRIEG Steve']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,POLLOCK Rob,8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,SMITH Gary,8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,GRACE David,8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,HARRISON N (Tubby),8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,HATCHER Mat,8,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,STARMER Karyn,8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,WORTHINGTON Alison,8,['HATCHER Mat']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,HOMER Chris,3,['HOMER Chris']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shellharbour-mayoral-finalpreferencedatafile.csv,SALIBA Marianne,3,['HOMER Chris']
/Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,THOMPSON Danny,5,['MOORE Sue']
/Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,MOORE Sue,5,['MOORE Sue']
/Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,JARRETT Tony,5,['MOORE Sue']
/Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,CHARLTON Belinda,5,['MOORE Sue']
/Australia_NewSouthWales_Mayorals_2021/Uralla-mayoral-finalpreferencedatafile.csv,BELL Robert,4,['BELL Robert']
/Australia_NewSouthWales_Mayorals_2021/Uralla-mayoral-finalpreferencedatafile.csv,LEDGER Natasha,4,['BELL Robert']
/Australia_NewSouthWales_Mayorals_2021/Uralla-mayoral-finalpreferencedatafile.csv,STRUTT Isabel,4,['BELL Robert']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,GREEN Paul,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,WATSON Greg,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,FINDLEY Amanda,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,KITCHENER Mark,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,WHITE Patricia,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/City_of_Shoalhaven-mayoral-finalpreferencedatafile.csv,DIGIGLIO Nina,7,['FINDLEY Amanda']
/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,LIPOVAC Nik,6,['PINSON Peta']
/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,SHEPPARD Rachel,6,['PINSON Peta']
/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,PINSON Peta,6,['PINSON Peta']
/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,GATES Steven,6,['PINSON Peta']
/Australia_NewSouthWales_Mayorals_2021/Port_Macquarie-Hastings-mayoral-finalpreferencedatafile.csv,INTEMANN Lisa,6,['PINSON Peta']
/Australia_NewSouthWales_Mayorals_2021/Richmond_Valley-mayoral-finalpreferencedatafile.csv,MUSTOW Robert,3,['MUSTOW Robert']
/Australia_NewSouthWales_Mayorals_2021/Richmond_Valley-mayoral-finalpreferencedatafile.csv,HAYES Robert,3,['MUSTOW Robert']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,PAULING Jason,5,['FRASER Kay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,DAWSON Rosmairi,5,['FRASER Kay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,CUBIS Luke,5,['FRASER Kay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Lake_Macquarie-mayoral-finalpreferencedatafile.csv,FRASER Kay,5,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Port_Stephens-mayoral-finalpreferencedatafile.csv,PALMER Ryan,3,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Port_Stephens-mayoral-finalpreferencedatafile.csv,ANDERSON Leah,3,['PALMER Ryan']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,LAW Ray,7,['GOULD Matt']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,DEETH Matthew,7,['GOULD Matt']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,BANASIK Michael,7,['GOULD Matt']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,HANNAN Judy,7,['GOULD Matt']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,GOULD Matt,7,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,KHAN Robert,7,['GOULD Matt']
/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,ZAPPACOSTA Dino,6,['CURRAN Doug']
/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,MERCURI Rina,6,['CURRAN Doug']
/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,CURRAN Doug,6,['CURRAN Doug']
/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,LA ROCCA Mariacarmina (Carmel),6,['CURRAN Doug']
/Australia_NewSouthWales_Mayorals_2021/City_of_Griffith-mayoral-finalpreferencedatafile.csv,NAPOLI Anne,6,['CURRAN Doug']
/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,QUINN Richard,5,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,MILES Zac,5,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,WILLIAMS Ross,5,['QUINN Richard']
/Australia_NewSouthWales_Mayorals_2021/Hunters_Hill-mayoral-finalpreferencedatafile.csv,GUAZZAROTTO David,5,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Cessnock-mayoral-finalpreferencedatafile.csv,OLSEN Ian,5,['SUVAAL Jay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Cessnock-mayoral-finalpreferencedatafile.csv,MURRAY Janet,5,['SUVAAL Jay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Cessnock-mayoral-finalpreferencedatafile.csv,MOORES John,5,['SUVAAL Jay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Cessnock-mayoral-finalpreferencedatafile.csv,SUVAAL Jay,5,['SUVAAL Jay']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,O'BRIEN Steve,7,['NELMES Nuatali']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,MACKENZIE John,7,['NELMES Nuatali']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,BARRIE Jenny,7,['NELMES Nuatali']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,HOLDING Rod,7,['NELMES Nuatali']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,CHURCH John,7,['NELMES Nuatali']
/Australia_NewSouthWales_Mayorals_2021/City_of_Newcastle-mayoral-finalpreferencedatafile.csv,NELMES Nuatali,7,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Willoughby-mayoral-finalpreferencedatafile.csv,ROZOS Angelo,4,['TAYLOR Tanya']
/Australia_NewSouthWales_Mayorals_2021/City_of_Willoughby-mayoral-finalpreferencedatafile.csv,CAMPBELL Craig,4,['TAYLOR Tanya']
/Australia_NewSouthWales_Mayorals_2021/City_of_Willoughby-mayoral-finalpreferencedatafile.csv,TAYLOR Tanya,4,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,BROWN John,8,['BAKER Loretta']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,PENFOLD Philip,8,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,COOPER Michael,8,['BAKER Loretta']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,MITCHELL Ben,8,['BAKER Loretta']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,BURKE Brian,8,['BAKER Loretta']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,SAFFARI Shahriar (Sean),8,['BAKER Loretta']
/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,BAKER Loretta,8,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,GALLAGHER Dave,4,['KENNEDY Tom']
/Australia_NewSouthWales_Mayorals_2021/City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,KENNEDY Tom,4,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,TURLEY Darriea,4,['KENNEDY Tom']
/Australia_NewSouthWales_Mayorals_2021/Bellingen-mayoral-finalpreferencedatafile (1).csv,WOODWARD Andrew,4,['ALLAN Steve']
/Australia_NewSouthWales_Mayorals_2021/Bellingen-mayoral-finalpreferencedatafile (1).csv,ALLAN Steve,4,['ALLAN Steve']
/Australia_NewSouthWales_Mayorals_2021/Bellingen-mayoral-finalpreferencedatafile (1).csv,KING Dominic,4,['ALLAN Steve']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,HUNTER Alan,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,CLARKE Bruce,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,COOREY Cate,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,DEY Duncan,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,LYON Michael,10,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,SWIVEL Mark,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,MCILRATH Christopher,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,PUGH Asren,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,ANDERSON John,10,['LYON Michael']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,WHITTON Jeffery,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,JONES Neil,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,SPALDING Amanda,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,MILETO Tony,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,DUFFY Kevin,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,HAMLING Jason,8,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,SMITH Lesley,8,['HAMLING Jason']
/Australia_NewSouthWales_Mayorals_2021/Hornsby-mayoral-finalpreferencedatafile.csv,HEYDE Emma,3,['RUDDOCK Philip']
/Australia_NewSouthWales_Mayorals_2021/Hornsby-mayoral-finalpreferencedatafile.csv,RUDDOCK Philip,3,['RUDDOCK Philip']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,BAIN Arthur,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,RAEBURN Bruce,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,EVANS Andrew,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,SAUL Dean,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,HAUVILLE Leo,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,CAMPBELL Liz,8,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,IRWIN Troy,8,['CAMPBELL Liz']
/Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,HULL David,5,['FAKER John']
/Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,FAKER John,5,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,MURRAY Alan,5,['FAKER John']
/Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,CUTCHER Ned,5,['FAKER John']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,DORAHY John,7,['BRADBERY Gordon']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,ANTHONY Andrew,7,['BRADBERY Gordon']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,BRADBERY Gordon,7,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,COX Mithra,7,['BRADBERY Gordon']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,GLYKIS Marie,7,['BRADBERY Gordon']
/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,BROWN Tania,7,['BRADBERY Gordon']
/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,MORSHED Asm,6,['MANNOUN Ned']
/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,HAGARTY Nathan,6,['HAGARTY Nathan']
/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,MANNOUN Ned,6,['Cloned_Candidate']
/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,ANDJELKOVIC Milomir (Michael),6,['MANNOUN Ned']
/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,HARLE Peter,6,['MANNOUN Ned']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,SHEAHAN Charlie,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,LANGFIELD Philip,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,COOKE Steph,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,PASSLOW Jeffrey,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,SALEAM Jim,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,STADTMILLER Matthew,7,['COOKE Steph']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,ROBINSON Peter,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,GOODLASS Ray,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,MILLS Brian,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,EVANS Austin,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,KIDD Michael,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,DALTON Helen,7,['EVANS Austin']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,WAGSTAFF Skyla,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,CHURCH Andrew,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,FREEMAN Larry,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,TESCH Liesl,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,PILON Jilly,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,BOYD Abigail,7,['TESCH Liesl']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_North Shore.csv,LESSING Ila,9,['WILSON Felicity']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_North Shore.csv,FINE Harry,9,['WILSON Felicity']
/Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_North Shore.csv,NILE Silvana,9,['WILSON Felicity']
