voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
0,Lab,Lab,Grn,SNP,SNP,LD,skipped,skipped,skipped,skipped,4,10
1,Lab,Lab,Grn,SNP,SNP,LD,skipped,skipped,skipped,skipped,4,10
2,Lab,Lab,Grn,SNP,SNP,LD,skipped,skipped,skipped,skipped,4,10
3,Grn,SNP,SNP,Lab,Jamie DYER (Ind),Lab,LD,Soc,Alba,Con,4,10
4,Con,Lab,LD,Lab,Soc,Jamie DYER (Ind),Grn,Alba,SNP,SNP,4,10
5,SNP,SNP,Grn,Lab,Lab,Soc,Jamie DYER (Ind),Alba,LD,Con,4,10
6,Grn,Soc,SNP,SNP,Alba,LD,Lab,Lab,Jamie DYER (Ind),Con,4,10
7,Lab,Lab,SNP,SNP,Soc,Grn,LD,skipped,skipped,skipped,4,10
8,Alba,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
9,Lab,SNP,Lab,Soc,SNP,Alba,Jamie DYER (Ind),Grn,LD,Con,4,10
10,Alba,Con,Lab,Lab,LD,skipped,skipped,skipped,skipped,skipped,4,10
11,SNP,SNP,Grn,Alba,Lab,Lab,Jamie DYER (Ind),Soc,LD,Con,4,10
12,Grn,Jamie DYER (Ind),LD,Lab,Lab,skipped,skipped,skipped,skipped,skipped,4,10
13,Grn,SNP,SNP,Soc,Alba,LD,Lab,Lab,Jamie DYER (Ind),Con,4,10
14,Grn,SNP,Lab,Lab,SNP,Soc,LD,Alba,Jamie DYER (Ind),Con,4,10
15,Grn,Lab,Lab,Soc,LD,SNP,SNP,Jamie DYER (Ind),Alba,Con,4,10
16,Lab,Lab,SNP,SNP,Alba,Soc,Jamie DYER (Ind),Grn,LD,Con,4,10
17,SNP,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
18,SNP,Alba,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,4,10
19,Soc,Grn,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
20,Soc,Grn,Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
21,Soc,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
22,Soc,SNP,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
23,Soc,Grn,Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
24,Soc,Grn,Lab,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
25,SNP,Alba,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
26,SNP,Alba,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
27,SNP,Alba,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
28,SNP,Alba,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
29,SNP,Alba,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
30,Lab,SNP,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
31,Lab,SNP,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
32,Lab,SNP,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
33,Lab,SNP,SNP,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
34,SNP,SNP,Grn,Jamie DYER (Ind),Soc,skipped,skipped,skipped,skipped,skipped,4,10
35,Grn,SNP,Jamie DYER (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
36,Grn,SNP,Jamie DYER (Ind),SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
37,Grn,Soc,Lab,Jamie DYER (Ind),SNP,Lab,Alba,SNP,LD,Con,4,10
38,SNP,SNP,Grn,Jamie DYER (Ind),LD,Lab,Lab,skipped,skipped,skipped,4,10
39,SNP,SNP,Grn,Alba,Lab,Lab,LD,Soc,skipped,skipped,4,10
40,SNP,SNP,Grn,Alba,LD,skipped,skipped,skipped,skipped,skipped,4,10
41,Con,Soc,LD,Lab,skipped,skipped,skipped,skipped,skipped,skipped,4,10
42,SNP,SNP,Lab,Alba,skipped,skipped,skipped,skipped,skipped,skipped,4,10
43,SNP,Lab,Grn,LD,skipped,skipped,skipped,skipped,skipped,skipped,4,10
44,Grn,LD,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,4,10
45,Grn,Lab,Soc,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
46,LD,SNP,SNP,Grn,Lab,Lab,skipped,skipped,skipped,skipped,4,10
47,Con,Grn,Alba,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
48,Grn,Jamie DYER (Ind),Lab,SNP,SNP,Lab,skipped,skipped,skipped,skipped,4,10
49,Soc,Lab,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
50,Soc,Lab,Grn,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
51,Lab,Lab,SNP,SNP,Grn,skipped,skipped,skipped,skipped,skipped,4,10
52,SNP,SNP,Grn,Soc,Alba,Lab,Lab,LD,Jamie DYER (Ind),Con,4,10
53,SNP,SNP,Grn,Soc,Alba,Lab,Lab,LD,Jamie DYER (Ind),Con,4,10
54,SNP,SNP,Grn,Soc,Alba,Lab,Lab,LD,Jamie DYER (Ind),Con,4,10
55,Jamie DYER (Ind),Soc,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,10
56,SNP,SNP,Jamie DYER (Ind),Grn,LD,Con,Soc,Lab,Lab,Alba,4,10
57,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
58,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
59,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
60,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
61,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
62,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
63,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
64,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
65,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
66,Lab,Lab,SNP,SNP,skipped,skipped,skipped,skipped,skipped,skipped,4,10
67,SNP,SNP,Alba,Lab,Lab,skipped,skipped,skipped,skipped,skipped,4,10
68,SNP,SNP,Alba,Lab,Lab,skipped,skipped,skipped,skipped,skipped,4,10
69,SNP,SNP,Lab,Lab,Grn,skipped,skipped,skipped,skipped,skipped,4,10
70,SNP,SNP,Lab,Lab,Grn,skipped,skipped,skipped,skipped,skipped,4,10
71,Alba,LD,Lab,Lab,Jamie DYER (Ind),Grn,Con,Soc,skipped,skipped,4,10
72,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
73,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
74,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
75,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
76,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
77,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
78,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
79,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
80,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
81,Grn,SNP,SNP,Soc,skipped,skipped,skipped,skipped,skipped,skipped,4,10
