voter_id,rank1,rank2,rank3,rank4,num_positions
0,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
1,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
2,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
3,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
4,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
5,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
6,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
7,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
8,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
9,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
10,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
11,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
12,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
13,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
14,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
15,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
16,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
17,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
18,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
19,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
20,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
21,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
22,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
23,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
24,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
25,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
26,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
27,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
28,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
29,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
30,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
31,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
32,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
33,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
34,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
35,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
36,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
37,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
38,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
39,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
40,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
41,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
42,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
43,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
44,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
45,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
46,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
47,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
48,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
49,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
50,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
51,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
52,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
53,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
54,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
55,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
56,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
57,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
58,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
59,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
60,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
61,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
62,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
63,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
64,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
65,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
66,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
67,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
68,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
69,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
70,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
71,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
72,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
73,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
74,Stephen CLACKSON (Ind),skipped,skipped,skipped,3
