23 1
13013 1 0
14 1 2 0
25 1 15 5 0
228 1 15 6 0
3175 1 15 7 0
2126 1 15 9 0
1555 1 15 11 0
1 1 15 14 0
289 1 15 16 0
2767 1 15 17 0
37 1 15 18 0
1134 1 15 19 0
25 1 15 20 0
760 1 15 21 0
731 1 15 22 0
214 1 16 0
19 1 16 2 0
151 1 16 4 0
16 1 16 5 0
80 1 16 6 0
31 1 16 7 0
90 1 16 9 0
86 1 16 11 0
115 1 16 15 0
88 1 16 17 0
20 1 16 18 0
101 1 16 19 0
20 1 16 20 0
42 1 16 21 0
25 1 16 22 0
800 1 17 0
22 1 17 2 0
496 1 17 4 0
16 1 17 5 0
169 1 17 6 0
454 1 17 7 0
489 1 17 9 0
197 1 17 11 0
2592 1 17 15 0
104 1 17 16 0
43 1 17 18 0
594 1 17 19 0
20 1 17 20 0
127 1 17 21 0
321 1 17 22 0
35 1 18 0
14 1 18 2 0
36 1 18 4 0
7 1 18 5 0
13 1 18 6 0
5 1 18 7 0
22 1 18 9 0
8 1 18 11 0
10 1 18 15 0
18 1 18 16 0
12 1 18 17 0
20 1 18 19 0
13 1 18 20 0
16 1 18 21 0
14 1 18 22 0
668 1 19 0
30 1 19 2 0
505 1 19 4 0
14 1 19 5 0
153 1 19 6 0
141 1 19 7 0
416 1 19 9 0
705 1 19 11 0
861 1 19 15 0
151 1 19 16 0
458 1 19 17 0
55 1 19 18 0
10 1 19 20 0
28 1 19 21 0
454 1 19 22 0
10 1 20 0
9 1 20 2 0
8 1 20 4 0
1 1 20 5 0
9 1 20 6 0
3 1 20 7 0
17 1 20 9 0
7 1 20 11 0
7 1 20 15 0
15 1 20 16 0
7 1 20 17 0
17 1 20 18 0
6 1 20 19 0
16 1 20 21 0
2 1 20 22 0
106 1 21 0
45 1 21 2 0
54 1 21 4 0
38 1 21 5 0
13 1 21 6 0
233 1 21 7 0
95 1 21 9 0
25 1 21 11 0
264 1 21 15 0
38 1 21 16 0
60 1 21 17 0
25 1 21 18 0
29 1 21 19 0
42 1 21 20 0
35 1 21 22 0
368 1 22 0
30 1 22 2 0
144 1 22 4 0
11 1 22 5 0
54 1 22 6 0
51 1 22 7 0
148 1 22 9 0
180 1 22 11 0
362 1 22 15 0
59 1 22 16 0
288 1 22 17 0
38 1 22 18 0
466 1 22 19 0
10 1 22 20 0
24 1 22 21 0
1 1 23 13 0
89 2 0
7 2 1 0
1 2 1 4 0
1 2 1 5 0
2 2 1 6 0
2 2 1 9 0
2 2 1 11 0
8 2 1 15 0
6 2 1 16 0
7 2 1 17 0
1 2 1 18 0
1 2 1 19 0
1 2 1 20 0
2 2 1 21 0
5 2 1 22 0
4 2 4 0
2 2 4 1 0
4 2 4 6 0
2 2 4 9 0
3 2 4 11 0
4 2 4 15 0
7 2 4 16 0
3 2 4 17 0
3 2 4 19 0
2 2 4 20 0
3 2 4 21 0
5 2 4 22 0
1 2 5 0
1 2 5 1 0
1 2 5 4 0
1 2 5 7 0
2 2 5 9 0
3 2 5 11 0
1 2 5 15 0
2 2 5 16 0
1 2 5 17 0
2 2 5 21 0
2 2 5 22 0
3 2 6 0
1 2 6 1 0
1 2 6 4 0
2 2 6 7 0
1 2 6 11 0
2 2 6 16 0
4 2 6 18 0
1 2 6 19 0
2 2 6 20 0
3 2 6 22 0
1 2 7 1 0
1 2 7 5 0
1 2 7 6 0
1 2 7 9 0
4 2 7 11 0
1 2 7 17 0
1 2 7 18 0
1 2 7 19 0
2 2 7 22 0
10 2 9 0
8 2 9 1 0
3 2 9 4 0
3 2 9 5 0
3 2 9 6 0
1 2 9 7 0
7 2 9 11 0
2 2 9 15 0
5 2 9 16 0
3 2 9 17 0
1 2 9 18 0
11 2 9 19 0
1 2 9 20 0
2 2 9 21 0
38 2 9 22 0
2 2 11 0
1 2 11 1 0
3 2 11 4 0
2 2 11 7 0
5 2 11 9 0
2 2 11 15 0
3 2 11 16 0
6 2 11 17 0
12 2 11 19 0
1 2 11 21 0
19 2 11 22 0
2 2 15 0
3 2 15 1 0
1 2 15 4 0
3 2 15 5 0
4 2 15 9 0
2 2 15 11 0
1 2 15 16 0
5 2 15 17 0
1 2 15 18 0
7 2 15 19 0
1 2 15 21 0
11 2 15 22 0
5 2 16 0
1 2 16 1 0
6 2 16 4 0
2 2 16 5 0
3 2 16 6 0
2 2 16 7 0
1 2 16 9 0
6 2 16 11 0
2 2 16 17 0
1 2 16 18 0
2 2 16 19 0
4 2 16 20 0
7 2 16 21 0
4 2 16 22 0
2 2 17 0
4 2 17 1 0
1 2 17 5 0
1 2 17 7 0
5 2 17 9 0
2 2 17 11 0
2 2 17 15 0
1 2 17 16 0
7 2 17 19 0
17 2 17 22 0
1 2 18 1 0
2 2 18 4 0
2 2 18 11 0
1 2 18 16 0
1 2 18 19 0
3 2 18 20 0
1 2 18 21 0
1 2 18 22 0
9 2 19 0
2 2 19 1 0
8 2 19 4 0
1 2 19 6 0
1 2 19 7 0
12 2 19 9 0
2 2 19 11 0
6 2 19 15 0
1 2 19 16 0
7 2 19 17 0
2 2 19 20 0
1 2 19 21 0
18 2 19 22 0
2 2 20 1 0
2 2 20 4 0
2 2 20 5 0
1 2 20 6 0
1 2 20 7 0
2 2 20 9 0
2 2 20 11 0
5 2 20 16 0
2 2 20 17 0
2 2 20 22 0
7 2 21 0
1 2 21 1 0
4 2 21 4 0
3 2 21 5 0
2 2 21 6 0
3 2 21 7 0
3 2 21 9 0
4 2 21 11 0
6 2 21 16 0
4 2 21 18 0
3 2 21 19 0
1 2 21 20 0
5 2 21 22 0
62 2 22 0
12 2 22 1 0
14 2 22 4 0
5 2 22 5 0
1 2 22 6 0
2 2 22 7 0
487 2 22 9 0
36 2 22 11 0
39 2 22 15 0
11 2 22 16 0
99 2 22 17 0
5 2 22 18 0
218 2 22 19 0
7 2 22 20 0
8 2 22 21 0
1 3 0
2 3 1 11 0
1494 4 0
190 4 1 0
6 4 1 2 0
7 4 1 5 0
78 4 1 6 0
22 4 1 7 0
70 4 1 9 0
103 4 1 11 0
98 4 1 15 0
67 4 1 16 0
123 4 1 17 0
12 4 1 18 0
121 4 1 19 0
3 4 1 20 0
6 4 1 21 0
41 4 1 22 0
9 4 2 0
8 4 2 1 0
6 4 2 5 0
3 4 2 6 0
4 4 2 9 0
10 4 2 11 0
19 4 2 16 0
1 4 2 17 0
6 4 2 18 0
4 4 2 19 0
9 4 2 20 0
10 4 2 21 0
3 4 2 22 0
4 4 5 0
2 4 5 2 0
4 4 5 6 0
1 4 5 7 0
2 4 5 9 0
1 4 5 11 0
4 4 5 16 0
1 4 5 17 0
2 4 5 18 0
2 4 5 19 0
2 4 5 20 0
2 4 5 21 0
1 4 5 22 0
48 4 6 0
57 4 6 1 0
6 4 6 2 0
4 4 6 5 0
11 4 6 7 0
36 4 6 9 0
17 4 6 11 0
18 4 6 15 0
37 4 6 16 0
36 4 6 17 0
14 4 6 18 0
51 4 6 19 0
11 4 6 20 0
12 4 6 21 0
14 4 6 22 0
4 4 7 0
15 4 7 1 0
4 4 7 6 0
3 4 7 9 0
3 4 7 11 0
7 4 7 15 0
4 4 7 16 0
3 4 7 17 0
3 4 7 18 0
6 4 7 19 0
1 4 7 20 0
2 4 7 22 0
55 4 9 0
94 4 9 1 0
7 4 9 2 0
1 4 9 5 0
55 4 9 6 0
10 4 9 7 0
39 4 9 11 0
35 4 9 15 0
32 4 9 16 0
33 4 9 17 0
6 4 9 18 0
73 4 9 19 0
9 4 9 20 0
4 4 9 21 0
23 4 9 22 0
58 4 11 0
89 4 11 1 0
5 4 11 2 0
2 4 11 5 0
34 4 11 6 0
8 4 11 7 0
32 4 11 9 0
40 4 11 15 0
31 4 11 16 0
42 4 11 17 0
6 4 11 18 0
62 4 11 19 0
7 4 11 20 0
7 4 11 21 0
25 4 11 22 0
53 4 15 0
78 4 15 1 0
3 4 15 2 0
5 4 15 5 0
25 4 15 6 0
11 4 15 7 0
35 4 15 9 0
20 4 15 11 0
23 4 15 16 0
35 4 15 17 0
3 4 15 18 0
64 4 15 19 0
4 4 15 20 0
4 4 15 21 0
20 4 15 22 0
73 4 16 0
57 4 16 1 0
25 4 16 2 0
7 4 16 5 0
57 4 16 6 0
14 4 16 7 0
28 4 16 9 0
43 4 16 11 0
29 4 16 15 0
31 4 16 17 0
16 4 16 18 0
64 4 16 19 0
7 4 16 20 0
29 4 16 21 0
13 4 16 22 0
83 4 17 0
109 4 17 1 0
5 4 17 2 0
4 4 17 5 0
39 4 17 6 0
11 4 17 7 0
37 4 17 9 0
21 4 17 11 0
44 4 17 15 0
30 4 17 16 0
12 4 17 18 0
85 4 17 19 0
3 4 17 20 0
5 4 17 21 0
31 4 17 22 0
14 4 18 0
6 4 18 1 0
5 4 18 2 0
4 4 18 5 0
4 4 18 6 0
1 4 18 7 0
6 4 18 9 0
1 4 18 11 0
4 4 18 15 0
9 4 18 16 0
2 4 18 17 0
12 4 18 19 0
6 4 18 20 0
3 4 18 21 0
7 4 18 22 0
86 4 19 0
109 4 19 1 0
9 4 19 2 0
6 4 19 5 0
62 4 19 6 0
17 4 19 7 0
83 4 19 9 0
67 4 19 11 0
60 4 19 15 0
40 4 19 16 0
90 4 19 17 0
17 4 19 18 0
6 4 19 20 0
6 4 19 21 0
98 4 19 22 0
4 4 20 0
10 4 20 1 0
4 4 20 2 0
3 4 20 5 0
2 4 20 6 0
2 4 20 7 0
2 4 20 9 0
2 4 20 11 0
3 4 20 15 0
10 4 20 16 0
1 4 20 17 0
10 4 20 18 0
10 4 20 19 0
7 4 20 21 0
1 4 20 22 0
2 4 21 0
2 4 21 1 0
6 4 21 2 0
4 4 21 5 0
1 4 21 6 0
2 4 21 7 0
4 4 21 9 0
3 4 21 11 0
7 4 21 16 0
4 4 21 17 0
2 4 21 18 0
1 4 21 19 0
2 4 21 20 0
49 4 22 0
34 4 22 1 0
12 4 22 2 0
2 4 22 5 0
18 4 22 6 0
1 4 22 7 0
31 4 22 9 0
27 4 22 11 0
22 4 22 15 0
18 4 22 16 0
42 4 22 17 0
6 4 22 18 0
114 4 22 19 0
10 4 22 20 0
4 4 22 21 0
40 5 0
2 5 1 0
1 5 1 2 0
1 5 1 6 0
2 5 1 7 0
3 5 1 9 0
1 5 1 11 0
2 5 1 15 0
1 5 1 16 0
2 5 1 17 0
1 5 1 19 0
1 5 1 21 0
1 5 2 0
1 5 2 4 0
1 5 2 7 0
2 5 2 9 0
2 5 2 11 0
1 5 2 20 0
2 5 2 21 0
1 5 2 22 0
1 5 4 0
2 5 4 6 0
1 5 4 9 0
1 5 4 11 0
2 5 4 16 0
1 5 4 17 0
1 5 4 19 0
2 5 4 20 0
3 5 6 0
2 5 6 1 0
2 5 6 2 0
3 5 6 4 0
2 5 6 9 0
2 5 6 16 0
2 5 6 18 0
3 5 6 19 0
2 5 6 20 0
2 5 6 22 0
1 5 7 1 0
1 5 7 4 0
1 5 7 15 0
1 5 7 18 0
1 5 7 19 0
1 5 7 20 0
1 5 9 0
2 5 9 1 0
1 5 9 2 0
3 5 9 4 0
5 5 9 6 0
2 5 9 7 0
1 5 9 11 0
1 5 9 15 0
1 5 9 16 0
1 5 9 17 0
2 5 9 21 0
3 5 9 22 0
4 5 11 9 0
1 5 11 16 0
1 5 11 17 0
4 5 11 19 0
1 5 11 22 0
1 5 15 1 0
1 5 15 2 0
2 5 15 9 0
1 5 15 16 0
1 5 15 19 0
2 5 15 22 0
1 5 16 1 0
1 5 16 2 0
1 5 16 11 0
1 5 16 15 0
1 5 16 19 0
1 5 16 20 0
1 5 16 21 0
1 5 17 0
1 5 17 1 0
1 5 17 2 0
1 5 17 9 0
2 5 17 15 0
1 5 17 16 0
1 5 17 18 0
1 5 17 19 0
2 5 18 1 0
1 5 18 2 0
1 5 18 4 0
1 5 18 6 0
1 5 18 7 0
3 5 18 9 0
1 5 18 15 0
1 5 18 16 0
1 5 18 17 0
1 5 18 20 0
2 5 19 0
1 5 19 1 0
5 5 19 4 0
1 5 19 6 0
1 5 19 7 0
1 5 19 9 0
1 5 19 15 0
4 5 19 16 0
2 5 19 17 0
1 5 19 18 0
1 5 19 20 0
1 5 19 22 0
2 5 20 2 0
1 5 20 4 0
2 5 20 6 0
1 5 20 16 0
5 5 20 19 0
1 5 20 21 0
2 5 21 2 0
1 5 21 9 0
1 5 21 11 0
1 5 21 15 0
1 5 21 16 0
3 5 21 17 0
1 5 21 19 0
1 5 21 20 0
2 5 22 0
1 5 22 1 0
1 5 22 2 0
1 5 22 4 0
2 5 22 6 0
2 5 22 9 0
3 5 22 11 0
3 5 22 15 0
1 5 22 16 0
1 5 22 17 0
1 5 22 18 0
6 5 22 19 0
1 5 22 20 0
1555 6 0
525 6 1 0
5 6 1 2 0
180 6 1 4 0
2 6 1 5 0
38 6 1 7 0
116 6 1 9 0
41 6 1 11 0
90 6 1 15 0
162 6 1 16 0
49 6 1 17 0
29 6 1 18 0
65 6 1 19 0
15 6 1 20 0
5 6 1 21 0
16 6 1 22 0
4 6 2 0
2 6 2 1 0
1 6 2 3 0
11 6 2 4 0
1 6 2 5 0
5 6 2 9 0
1 6 2 11 0
1 6 2 15 0
6 6 2 16 0
1 6 2 17 0
2 6 2 18 0
2 6 2 20 0
1 6 2 21 0
1 6 2 22 0
123 6 4 0
153 6 4 1 0
6 6 4 2 0
7 6 4 5 0
18 6 4 7 0
110 6 4 9 0
42 6 4 11 0
41 6 4 15 0
88 6 4 16 0
52 6 4 17 0
18 6 4 18 0
63 6 4 19 0
20 6 4 20 0
5 6 4 21 0
14 6 4 22 0
5 6 5 0
3 6 5 1 0
3 6 5 2 0
4 6 5 4 0
1 6 5 7 0
4 6 5 9 0
5 6 5 11 0
2 6 5 15 0
2 6 5 16 0
2 6 5 17 0
1 6 5 18 0
3 6 5 19 0
6 6 5 20 0
2 6 5 21 0
1 6 5 22 0
8 6 7 0
15 6 7 1 0
1 6 7 2 0
11 6 7 4 0
9 6 7 9 0
3 6 7 11 0
12 6 7 15 0
7 6 7 16 0
3 6 7 17 0
3 6 7 18 0
3 6 7 19 0
7 6 7 20 0
1 6 7 21 0
2 6 7 22 0
211 6 9 0
161 6 9 1 0
10 6 9 2 0
112 6 9 4 0
5 6 9 5 0
47 6 9 7 0
33 6 9 11 0
79 6 9 15 0
117 6 9 16 0
50 6 9 17 0
33 6 9 18 0
90 6 9 19 0
25 6 9 20 0
6 6 9 21 0
27 6 9 22 0
20 6 11 0
36 6 11 1 0
5 6 11 2 0
37 6 11 4 0
10 6 11 5 0
6 6 11 7 0
21 6 11 9 0
2 6 11 15 0
20 6 11 16 0
13 6 11 17 0
5 6 11 18 0
17 6 11 19 0
5 6 11 20 0
1 6 11 21 0
4 6 11 22 0
1 6 14 9 0
30 6 15 0
67 6 15 1 0
1 6 15 2 0
33 6 15 4 0
2 6 15 5 0
10 6 15 7 0
29 6 15 9 0
6 6 15 11 0
23 6 15 16 0
13 6 15 17 0
5 6 15 18 0
25 6 15 19 0
6 6 15 20 0
1 6 15 21 0
3 6 15 22 0
78 6 16 0
100 6 16 1 0
11 6 16 2 0
86 6 16 4 0
10 6 16 5 0
18 6 16 7 0
79 6 16 9 0
24 6 16 11 0
13 6 16 15 0
18 6 16 17 0
12 6 16 18 0
35 6 16 19 0
10 6 16 20 0
8 6 16 21 0
10 6 16 22 0
45 6 17 0
47 6 17 1 0
2 6 17 2 0
28 6 17 4 0
10 6 17 7 0
27 6 17 9 0
9 6 17 11 0
19 6 17 15 0
11 6 17 16 0
8 6 17 18 0
25 6 17 19 0
7 6 17 20 0
3 6 17 21 0
17 6 17 22 0
12 6 18 0
7 6 18 1 0
6 6 18 2 0
13 6 18 4 0
3 6 18 7 0
3 6 18 9 0
5 6 18 11 0
6 6 18 15 0
10 6 18 16 0
3 6 18 17 0
2 6 18 19 0
9 6 18 20 0
1 6 18 21 0
2 6 18 22 0
94 6 19 0
62 6 19 1 0
9 6 19 2 0
88 6 19 4 0
5 6 19 5 0
17 6 19 7 0
66 6 19 9 0
28 6 19 11 0
26 6 19 15 0
36 6 19 16 0
42 6 19 17 0
17 6 19 18 0
8 6 19 20 0
34 6 19 22 0
17 6 20 0
8 6 20 1 0
2 6 20 2 0
14 6 20 4 0
2 6 20 5 0
5 6 20 7 0
10 6 20 9 0
5 6 20 11 0
1 6 20 15 0
14 6 20 16 0
1 6 20 17 0
10 6 20 18 0
4 6 20 19 0
3 6 20 21 0
2 6 20 22 0
1 6 21 0
1 6 21 1 0
5 6 21 2 0
2 6 21 4 0
1 6 21 7 0
2 6 21 9 0
2 6 21 11 0
5 6 21 16 0
1 6 21 17 0
1 6 21 18 0
1 6 21 22 0
23 6 22 0
19 6 22 1 0
3 6 22 2 0
21 6 22 4 0
1 6 22 5 0
7 6 22 7 0
12 6 22 9 0
3 6 22 11 0
8 6 22 15 0
7 6 22 16 0
15 6 22 17 0
6 6 22 18 0
13 6 22 19 0
3 6 22 20 0
1 6 22 21 0
107 7 0
23 7 1 0
19 7 1 4 0
1 7 1 5 0
2 7 1 6 0
21 7 1 9 0
11 7 1 11 0
45 7 1 15 0
3 7 1 16 0
28 7 1 17 0
1 7 1 18 0
20 7 1 19 0
3 7 1 20 0
7 7 1 21 0
6 7 1 22 0
2 7 2 0
3 7 2 11 0
2 7 2 16 0
4 7 2 18 0
6 7 4 0
5 7 4 1 0
1 7 4 2 0
2 7 4 6 0
3 7 4 9 0
1 7 4 11 0
6 7 4 15 0
4 7 4 16 0
2 7 4 17 0
1 7 4 18 0
4 7 4 19 0
3 7 4 21 0
4 7 4 22 0
1 7 5 0
2 7 5 2 0
1 7 5 9 0
1 7 5 15 0
1 7 5 22 0
2 7 6 0
5 7 6 1 0
1 7 6 2 0
1 7 6 4 0
2 7 6 9 0
2 7 6 11 0
4 7 6 15 0
4 7 6 16 0
4 7 6 17 0
1 7 6 18 0
2 7 6 19 0
1 7 6 22 0
5 7 9 0
16 7 9 1 0
7 7 9 4 0
7 7 9 6 0
1 7 9 11 0
19 7 9 15 0
10 7 9 16 0
9 7 9 17 0
1 7 9 18 0
9 7 9 19 0
3 7 9 21 0
10 7 9 22 0
3 7 11 0
10 7 11 1 0
1 7 11 5 0
8 7 11 9 0
8 7 11 15 0
2 7 11 16 0
6 7 11 17 0
7 7 11 19 0
9 7 11 22 0
19 7 15 0
44 7 15 1 0
1 7 15 2 0
4 7 15 4 0
5 7 15 6 0
16 7 15 9 0
6 7 15 11 0
10 7 15 16 0
13 7 15 17 0
17 7 15 19 0
4 7 15 21 0
12 7 15 22 0
3 7 16 0
7 7 16 1 0
1 7 16 2 0
4 7 16 4 0
4 7 16 9 0
2 7 16 11 0
4 7 16 15 0
1 7 16 17 0
1 7 16 18 0
4 7 16 19 0
1 7 16 22 0
5 7 17 0
15 7 17 1 0
1 7 17 2 0
7 7 17 4 0
1 7 17 5 0
4 7 17 6 0
6 7 17 9 0
5 7 17 11 0
15 7 17 15 0
4 7 17 16 0
10 7 17 19 0
2 7 17 21 0
6 7 17 22 0
1 7 18 0
3 7 18 1 0
1 7 18 6 0
2 7 18 16 0
1 7 18 17 0
6 7 19 0
19 7 19 1 0
2 7 19 2 0
2 7 19 4 0
1 7 19 5 0
4 7 19 6 0
10 7 19 9 0
6 7 19 11 0
22 7 19 15 0
3 7 19 16 0
17 7 19 17 0
1 7 19 18 0
1 7 19 20 0
1 7 19 21 0
16 7 19 22 0
2 7 20 0
1 7 20 4 0
1 7 20 9 0
1 7 20 15 0
7 7 21 1 0
1 7 21 4 0
1 7 21 9 0
2 7 21 15 0
1 7 21 16 0
2 7 21 17 0
1 7 21 19 0
1 7 21 20 0
1 7 21 22 0
4 7 22 0
9 7 22 1 0
2 7 22 2 0
4 7 22 4 0
1 7 22 6 0
13 7 22 9 0
5 7 22 11 0
6 7 22 15 0
3 7 22 16 0
8 7 22 17 0
20 7 22 19 0
2 8 0
1 8 17 9 0
1814 9 0
256 9 1 0
12 9 1 2 0
106 9 1 4 0
5 9 1 5 0
108 9 1 6 0
63 9 1 7 0
83 9 1 11 0
352 9 1 15 0
69 9 1 16 0
220 9 1 17 0
13 9 1 18 0
162 9 1 19 0
14 9 1 20 0
31 9 1 21 0
59 9 1 22 0
11 9 2 0
4 9 2 1 0
3 9 2 4 0
6 9 2 5 0
6 9 2 6 0
2 9 2 7 0
7 9 2 11 0
4 9 2 15 0
3 9 2 16 0
5 9 2 17 0
7 9 2 18 0
11 9 2 19 0
3 9 2 20 0
5 9 2 21 0
21 9 2 22 0
110 9 4 0
128 9 4 1 0
15 9 4 2 0
5 9 4 5 0
83 9 4 6 0
32 9 4 7 0
56 9 4 11 0
68 9 4 15 0
58 9 4 16 0
80 9 4 17 0
17 9 4 18 0
100 9 4 19 0
7 9 4 20 0
14 9 4 21 0
39 9 4 22 0
5 9 5 0
2 9 5 1 0
3 9 5 2 0
6 9 5 6 0
2 9 5 7 0
1 9 5 11 0
1 9 5 15 0
5 9 5 16 0
4 9 5 17 0
5 9 5 18 0
4 9 5 19 0
4 9 5 20 0
6 9 5 21 0
2 9 5 22 0
175 9 6 0
122 9 6 1 0
7 9 6 2 0
87 9 6 4 0
7 9 6 5 0
29 9 6 7 0
38 9 6 11 0
79 9 6 15 0
97 9 6 16 0
58 9 6 17 0
25 9 6 18 0
102 9 6 19 0
13 9 6 20 0
10 9 6 21 0
27 9 6 22 0
24 9 7 0
41 9 7 1 0
4 9 7 2 0
13 9 7 4 0
2 9 7 5 0
16 9 7 6 0
17 9 7 11 0
52 9 7 15 0
14 9 7 16 0
21 9 7 17 0
4 9 7 18 0
31 9 7 19 0
11 9 7 21 0
12 9 7 22 0
1 9 10 0
64 9 11 0
56 9 11 1 0
6 9 11 2 0
40 9 11 4 0
7 9 11 5 0
22 9 11 6 0
16 9 11 7 0
1 9 11 14 0
97 9 11 15 0
39 9 11 16 0
60 9 11 17 0
6 9 11 18 0
130 9 11 19 0
2 9 11 20 0
64 9 11 22 0
1 9 14 0
154 9 15 0
368 9 15 1 0
6 9 15 2 0
93 9 15 4 0
3 9 15 5 0
69 9 15 6 0
83 9 15 7 0
90 9 15 11 0
72 9 15 16 0
170 9 15 17 0
10 9 15 18 0
282 9 15 19 0
4 9 15 20 0
14 9 15 21 0
119 9 15 22 0
58 9 16 0
66 9 16 1 0
12 9 16 2 0
58 9 16 4 0
8 9 16 5 0
63 9 16 6 0
14 9 16 7 0
24 9 16 11 0
43 9 16 15 0
31 9 16 17 0
8 9 16 18 0
48 9 16 19 0
11 9 16 20 0
11 9 16 21 0
26 9 16 22 0
85 9 17 0
137 9 17 1 0
4 9 17 2 0
72 9 17 4 0
8 9 17 5 0
54 9 17 6 0
47 9 17 7 0
38 9 17 11 0
1 9 17 14 0
159 9 17 15 0
30 9 17 16 0
6 9 17 18 0
156 9 17 19 0
4 9 17 20 0
7 9 17 21 0
88 9 17 22 0
10 9 18 0
5 9 18 1 0
7 9 18 2 0
5 9 18 4 0
2 9 18 5 0
11 9 18 6 0
4 9 18 7 0
4 9 18 11 0
2 9 18 15 0
8 9 18 16 0
9 9 18 17 0
8 9 18 19 0
5 9 18 20 0
1 9 18 21 0
6 9 18 22 0
215 9 19 0
199 9 19 1 0
26 9 19 2 0
123 9 19 4 0
6 9 19 5 0
113 9 19 6 0
62 9 19 7 0
161 9 19 11 0
287 9 19 15 0
82 9 19 16 0
219 9 19 17 0
22 9 19 18 0
6 9 19 20 0
6 9 19 21 0
283 9 19 22 0
10 9 20 0
4 9 20 1 0
3 9 20 2 0
9 9 20 4 0
2 9 20 5 0
4 9 20 6 0
2 9 20 7 0
4 9 20 11 0
3 9 20 15 0
10 9 20 16 0
3 9 20 17 0
7 9 20 18 0
6 9 20 19 0
3 9 20 21 0
3 9 20 22 0
13 9 21 0
12 9 21 1 0
16 9 21 2 0
6 9 21 4 0
5 9 21 5 0
4 9 21 6 0
9 9 21 7 0
10 9 21 15 0
8 9 21 16 0
9 9 21 17 0
1 9 21 18 0
7 9 21 19 0
2 9 21 20 0
2 9 21 22 0
167 9 22 0
118 9 22 1 0
131 9 22 2 0
52 9 22 4 0
10 9 22 5 0
37 9 22 6 0
21 9 22 7 0
96 9 22 11 0
172 9 22 15 0
29 9 22 16 0
174 9 22 17 0
22 9 22 18 0
421 9 22 19 0
7 9 22 20 0
12 9 22 21 0
1 10 0
1 10 1 17 0
1 10 4 6 0
1 10 5 21 0
1 10 19 22 0
1 10 22 16 0
1 10 22 19 0
1060 11 0
212 11 1 0
7 11 1 2 0
133 11 1 4 0
1 11 1 5 0
19 11 1 6 0
50 11 1 7 0
81 11 1 9 0
175 11 1 15 0
45 11 1 16 0
115 11 1 17 0
13 11 1 18 0
289 11 1 19 0
4 11 1 20 0
1 11 1 21 0
102 11 1 22 0
17 11 2 0
4 11 2 1 0
4 11 2 4 0
5 11 2 5 0
4 11 2 6 0
6 11 2 7 0
6 11 2 9 0
1 11 2 15 0
3 11 2 16 0
4 11 2 17 0
4 11 2 18 0
10 11 2 19 0
7 11 2 20 0
7 11 2 21 0
14 11 2 22 0
66 11 4 0
169 11 4 1 0
14 11 4 2 0
4 11 4 5 0
15 11 4 6 0
12 11 4 7 0
39 11 4 9 0
42 11 4 15 0
43 11 4 16 0
47 11 4 17 0
8 11 4 18 0
110 11 4 19 0
4 11 4 20 0
8 11 4 21 0
38 11 4 22 0
5 11 5 2 0
2 11 5 4 0
2 11 5 6 0
4 11 5 9 0
1 11 5 16 0
1 11 5 18 0
3 11 5 19 0
2 11 5 20 0
1 11 5 21 0
3 11 5 22 0
22 11 6 0
