22 1
60 1 0
2 1 2 0
1 3 2 9 0
1 3 2 10 0
1 3 2 12 0
2 3 2 13 0
2 3 2 18 0
2 3 4 0
1 3 4 6 0
2 3 4 7 0
1 3 4 8 0
1 3 4 12 0
2 3 4 18 0
2 3 4 19 0
2 3 5 0
1 3 5 1 0
1 3 5 4 0
1 3 5 8 0
1 3 5 10 0
1 3 5 14 0
1 3 5 19 0
1 3 5 20 0
1 3 5 21 0
4 3 6 0
2 3 6 2 0
1 3 6 4 0
1 3 6 5 0
2 3 6 7 0
2 3 6 10 0
1 3 6 11 0
2 3 6 13 0
2 3 6 14 0
2 3 6 16 0
1 3 6 22 0
6 3 7 0
1 3 7 4 0
4 3 7 6 0
3 3 7 8 0
1 3 7 9 0
1 3 7 11 0
3 3 7 14 0
1 3 7 16 0
2 3 7 17 0
4 3 7 19 0
2 3 7 20 0
2 3 7 21 0
1 3 7 22 0
3 3 8 0
1 3 8 2 0
2 3 8 5 0
6 3 8 7 0
1 3 8 9 0
2 3 8 11 0
1 3 8 14 0
1 3 8 16 0
2 3 8 17 0
1 3 8 19 0
5 3 8 20 0
1 3 8 21 0
2 3 8 22 0
2 3 9 6 0
2 3 9 8 0
2 3 9 19 0
2 3 9 20 0
4 3 10 0
1 3 10 1 0
2 3 10 5 0
2 3 10 6 0
1 3 10 7 0
1 3 10 8 0
1 3 10 12 0
2 3 10 13 0
4 3 10 17 0
3 3 10 21 0
1 3 11 0
2 3 11 6 0
2 3 11 7 0
1 3 11 8 0
2 3 11 9 0
1 3 11 12 0
1 3 11 16 0
1 3 11 18 0
1 3 11 19 0
1 3 11 21 0
2 3 12 4 0
1 3 12 6 0
1 3 12 10 0
1 3 12 13 0
1 3 12 21 0
1 3 13 1 0
1 3 13 6 0
1 3 13 8 0
3 3 13 11 0
1 3 13 14 0
1 3 13 18 0
2 3 13 22 0
3 3 14 0
1 3 14 1 0
1 3 14 4 0
2 3 14 5 0
9 3 14 7 0
4 3 14 8 0
1 3 14 9 0
2 3 14 10 0
2 3 14 11 0
2 3 14 16 0
1 3 14 17 0
1 3 14 19 0
1 3 14 20 0
1 3 16 1 0
1 3 16 5 0
1 3 16 8 0
1 3 16 13 0
2 3 16 14 0
1 3 16 19 0
1 3 16 20 0
2 3 16 21 0
5 3 17 0
2 3 17 1 0
1 3 17 2 0
1 3 17 4 0
2 3 17 5 0
4 3 17 6 0
3 3 17 7 0
1 3 17 9 0
1 3 17 10 0
1 3 17 14 0
1 3 17 16 0
1 3 17 18 0
3 3 17 20 0
1 3 17 21 0
1 3 18 0
1 3 18 1 0
1 3 18 2 0
1 3 18 4 0
4 3 18 6 0
1 3 18 7 0
1 3 18 8 0
2 3 18 10 0
1 3 18 12 0
1 3 18 14 0
1 3 18 17 0
1 3 18 19 0
6 3 19 0
1 3 19 2 0
1 3 19 6 0
4 3 19 7 0
3 3 19 8 0
1 3 19 12 0
1 3 19 14 0
3 3 19 17 0
2 3 19 18 0
2 3 19 20 0
1 3 19 21 0
1 3 20 1 0
3 3 20 2 0
1 3 20 6 0
1 3 20 7 0
2 3 20 8 0
2 3 20 10 0
2 3 20 17 0
2 3 20 19 0
1 3 20 21 0
1 3 21 0
1 3 21 1 0
1 3 21 7 0
1 3 21 10 0
2 3 21 12 0
1 3 21 14 0
1 3 21 16 0
2 3 21 17 0
2 3 21 18 0
1 3 21 22 0
3 3 22 0
1 3 22 1 0
1 3 22 8 0
1 3 22 10 0
1 3 22 11 0
1 3 22 13 0
1 3 22 16 0
1 3 22 18 0
53 4 0
1 4 1 8 0
2 4 1 11 0
1 4 1 18 0
1 4 1 19 0
1 4 2 0
1 4 2 17 0
1 4 2 19 0
1 4 3 5 0
1 4 3 7 0
1 4 3 21 0
2 4 5 0
2 4 5 9 0
1 4 5 11 0
1 4 5 14 0
1 4 5 17 0
1 4 5 18 0
1 4 5 19 0
1 4 5 21 0
2 4 6 0
1 4 6 1 0
2 4 6 7 0
1 4 6 11 0
1 4 6 20 0
4 4 7 0
1 4 7 1 0
1 4 7 2 0
1 4 7 5 0
1 4 7 6 0
1 4 7 8 0
1 4 7 13 0
3 4 7 14 0
1 4 7 17 0
4 4 7 19 0
1 4 7 21 0
2 4 8 1 0
1 4 8 6 0
1 4 8 7 0
1 4 8 9 0
1 4 8 11 0
2 4 8 14 0
2 4 8 17 0
1 4 8 18 0
2 4 8 19 0
2 4 8 22 0
1 4 9 17 0
1 4 10 9 0
1 4 11 7 0
1 4 11 14 0
3 4 11 20 0
1 4 12 19 0
1 4 13 5 0
1 4 13 6 0
1 4 13 14 0
1 4 13 18 0
1 4 13 19 0
3 4 14 0
1 4 14 3 0
2 4 14 5 0
7 4 14 7 0
1 4 14 11 0
1 4 14 17 0
1 4 14 18 0
4 4 14 19 0
1 4 16 0
1 4 16 1 0
2 4 17 0
1 4 17 3 0
1 4 17 6 0
1 4 17 7 0
1 4 17 14 0
1 4 18 0
1 4 18 12 0
1 4 18 20 0
2 4 19 0
1 4 19 3 0
2 4 19 5 0
2 4 19 7 0
1 4 19 8 0
1 4 19 13 0
2 4 19 14 0
1 4 19 20 0
1 4 19 21 0
3 4 20 0
1 4 20 5 0
1 4 20 7 0
2 4 20 8 0
1 4 20 9 0
1 4 20 19 0
1 4 21 0
1 4 21 3 0
1 4 21 5 0
1 4 21 17 0
1 4 22 20 0
58 5 0
1 5 1 12 0
1 5 1 19 0
1 5 1 20 0
1 5 2 1 0
1 5 2 4 0
1 5 2 11 0
2 5 2 18 0
5 5 2 19 0
1 5 2 21 0
1 5 2 22 0
3 5 3 0
1 5 3 2 0
2 5 3 8 0
2 5 3 9 0
1 5 3 10 0
2 5 3 11 0
1 5 3 12 0
1 5 3 16 0
2 5 3 17 0
2 5 3 18 0
1 5 3 19 0
1 5 3 20 0
2 5 3 21 0
2 5 4 0
1 5 4 7 0
1 5 4 9 0
1 5 4 11 0
1 5 4 13 0
1 5 4 14 0
1 5 4 16 0
1 5 4 18 0
1 5 4 19 0
1 5 6 11 0
1 5 6 13 0
1 5 6 18 0
1 5 6 19 0
3 5 7 0
1 5 7 1 0
1 5 7 9 0
3 5 7 14 0
2 5 7 18 0
1 5 7 19 0
2 5 7 20 0
1 5 7 22 0
1 5 8 2 0
2 5 8 9 0
2 5 8 12 0
2 5 8 17 0
1 5 8 18 0
1 5 8 19 0
1 5 9 18 0
4 5 10 0
1 5 10 3 0
1 5 10 13 0
11 5 10 14 0
1 5 10 19 0
3 5 10 21 0
1 5 10 22 0
1 5 11 9 0
1 5 12 4 0
2 5 12 19 0
1 5 13 4 0
1 5 13 14 0
1 5 13 17 0
1 5 13 20 0
1 5 14 0
3 5 14 2 0
2 5 14 3 0
5 5 14 4 0
2 5 14 6 0
3 5 14 7 0
1 5 14 8 0
2 5 14 10 0
1 5 14 17 0
2 5 14 18 0
13 5 14 19 0
1 5 14 20 0
1 5 14 21 0
1 5 16 4 0
1 5 17 9 0
2 5 17 11 0
1 5 17 19 0
1 5 17 20 0
1 5 18 1 0
2 5 18 2 0
1 5 18 4 0
2 5 18 6 0
2 5 18 22 0
2 5 19 0
3 5 19 3 0
7 5 19 4 0
4 5 19 7 0
3 5 19 8 0
2 5 19 10 0
1 5 19 14 0
1 5 19 18 0
1 5 19 20 0
1 5 19 22 0
1 5 20 0
1 5 20 4 0
3 5 20 12 0
2 5 20 21 0
1 5 20 22 0
1 5 21 0
2 5 21 1 0
1 5 21 2 0
1 5 21 3 0
1 5 21 4 0
1 5 21 10 0
1 5 21 13 0
2 5 21 14 0
1 5 21 16 0
1 5 21 17 0
1 5 21 19 0
1 5 22 16 0
460 6 0
14 6 1 0
2 6 1 2 0
4 6 1 3 0
1 6 1 5 0
8 6 1 7 0
3 6 1 8 0
2 6 1 9 0
7 6 1 10 0
2 6 1 11 0
7 6 1 14 0
4 6 1 16 0
8 6 1 17 0
17 6 1 18 0
1 6 1 20 0
4 6 1 21 0
1 6 1 22 0
6 6 2 0
6 6 2 1 0
2 6 2 3 0
2 6 2 4 0
1 6 2 7 0
6 6 2 8 0
3 6 2 10 0
1 6 2 11 0
5 6 2 14 0
1 6 2 16 0
2 6 2 17 0
7 6 2 18 0
2 6 2 19 0
2 6 2 20 0
2 6 2 21 0
7 6 3 0
1 6 3 1 0
3 6 3 2 0
2 6 3 5 0
1 6 3 7 0
3 6 3 8 0
2 6 3 9 0
3 6 3 10 0
2 6 3 13 0
1 6 3 14 0
1 6 3 17 0
4 6 3 18 0
1 6 3 19 0
1 6 3 20 0
1 6 3 21 0
3 6 4 0
1 6 4 3 0
1 6 4 7 0
1 6 4 8 0
1 6 4 10 0
1 6 4 13 0
1 6 4 14 0
1 6 4 18 0
2 6 5 2 0
1 6 5 3 0
1 6 5 7 0
1 6 5 12 0
1 6 5 13 0
1 6 5 16 0
2 6 5 19 0
38 6 7 0
7 6 7 1 0
3 6 7 2 0
2 6 7 3 0
2 6 7 4 0
20 6 7 8 0
4 6 7 9 0
9 6 7 10 0
2 6 7 11 0
1 6 7 12 0
3 6 7 13 0
28 6 7 14 0
1 6 7 16 0
14 6 7 17 0
41 6 7 18 0
3 6 7 19 0
2 6 7 20 0
15 6 7 21 0
1 6 7 22 0
15 6 8 0
7 6 8 1 0
8 6 8 2 0
3 6 8 3 0
2 6 8 4 0
11 6 8 7 0
2 6 8 9 0
6 6 8 10 0
2 6 8 11 0
14 6 8 14 0
3 6 8 16 0
8 6 8 17 0
28 6 8 18 0
2 6 8 19 0
5 6 8 20 0
4 6 8 21 0
3 6 9 0
2 6 9 1 0
1 6 9 3 0
3 6 9 8 0
1 6 9 10 0
1 6 9 11 0
4 6 9 16 0
1 6 9 17 0
3 6 9 20 0
1 6 9 21 0
9 6 10 0
3 6 10 1 0
3 6 10 2 0
1 6 10 3 0
2 6 10 4 0
5 6 10 7 0
5 6 10 8 0
2 6 10 9 0
3 6 10 11 0
2 6 10 14 0
14 6 10 16 0
4 6 10 17 0
8 6 10 18 0
2 6 10 19 0
2 6 10 21 0
2 6 10 22 0
5 6 11 0
1 6 11 1 0
3 6 11 3 0
3 6 11 7 0
1 6 11 9 0
1 6 11 10 0
2 6 11 12 0
1 6 11 14 0
1 6 11 21 0
1 6 11 22 0
4 6 12 0
1 6 12 2 0
1 6 12 5 0
1 6 12 7 0
1 6 12 8 0
1 6 12 9 0
2 6 12 17 0
2 6 12 19 0
1 6 12 20 0
1 6 12 21 0
3 6 13 0
1 6 13 2 0
1 6 13 5 0
1 6 13 11 0
1 6 13 12 0
3 6 13 16 0
3 6 13 18 0
23 6 14 0
9 6 14 1 0
4 6 14 2 0
7 6 14 3 0
4 6 14 4 0
1 6 14 5 0
24 6 14 7 0
24 6 14 8 0
2 6 14 10 0
1 6 14 11 0
1 6 14 12 0
1 6 14 13 0
6 6 14 16 0
12 6 14 17 0
16 6 14 18 0
4 6 14 19 0
4 6 14 20 0
12 6 14 21 0
3 6 14 22 0
1 6 15 0
11 6 16 0
1 6 16 1 0
2 6 16 2 0
7 6 16 3 0
8 6 16 7 0
1 6 16 8 0
2 6 16 9 0
6 6 16 10 0
1 6 16 13 0
4 6 16 14 0
1 6 16 15 0
2 6 16 17 0
1 6 16 18 0
1 6 16 19 0
3 6 16 20 0
2 6 16 21 0
2 6 16 22 0
13 6 17 0
11 6 17 1 0
1 6 17 2 0
6 6 17 3 0
9 6 17 7 0
8 6 17 8 0
1 6 17 9 0
4 6 17 10 0
1 6 17 11 0
2 6 17 12 0
24 6 17 14 0
1 6 17 15 0
2 6 17 16 0
25 6 17 18 0
5 6 17 19 0
4 6 17 20 0
9 6 17 21 0
2 6 17 22 0
99 6 18 0
33 6 18 1 0
18 6 18 2 0
6 6 18 3 0
1 6 18 4 0
3 6 18 5 0
35 6 18 7 0
42 6 18 8 0
6 6 18 9 0
18 6 18 10 0
2 6 18 11 0
3 6 18 12 0
26 6 18 14 0
8 6 18 16 0
34 6 18 17 0
3 6 18 19 0
23 6 18 21 0
2 6 18 22 0
5 6 19 0
1 6 19 2 0
1 6 19 7 0
1 6 19 8 0
1 6 19 10 0
4 6 19 14 0
1 6 19 16 0
1 6 19 17 0
1 6 19 18 0
3 6 19 20 0
2 6 20 0
1 6 20 1 0
2 6 20 2 0
2 6 20 3 0
2 6 20 5 0
2 6 20 7 0
1 6 20 8 0
1 6 20 9 0
1 6 20 11 0
1 6 20 14 0
1 6 20 16 0
4 6 20 17 0
1 6 20 18 0
2 6 20 21 0
13 6 21 0
8 6 21 1 0
3 6 21 2 0
1 6 21 3 0
1 6 21 4 0
20 6 21 7 0
9 6 21 8 0
1 6 21 9 0
11 6 21 10 0
12 6 21 14 0
7 6 21 17 0
25 6 21 18 0
2 6 21 19 0
1 6 21 20 0
2 6 22 0
4 6 22 1 0
2 6 22 2 0
1 6 22 17 0
1 6 22 18 0
4 6 22 19 0
671 7 0
8 7 1 0
3 7 1 3 0
4 7 1 6 0
6 7 1 8 0
3 7 1 9 0
1 7 1 10 0
1 7 1 11 0
9 7 1 14 0
3 7 1 17 0
3 7 1 18 0
2 7 1 20 0
2 7 1 21 0
1 7 1 22 0
3 7 2 0
2 7 2 1 0
1 7 2 3 0
2 7 2 8 0
4 7 2 9 0
1 7 2 10 0
1 7 2 12 0
4 7 2 14 0
1 7 2 17 0
2 7 2 18 0
4 7 2 19 0
2 7 2 20 0
4 7 2 21 0
13 7 3 0
2 7 3 1 0
2 7 3 2 0
2 7 3 4 0
5 7 3 5 0
5 7 3 6 0
11 7 3 8 0
1 7 3 10 0
2 7 3 13 0
11 7 3 14 0
2 7 3 16 0
2 7 3 17 0
7 7 3 19 0
1 7 3 20 0
2 7 3 21 0
5 7 4 0
1 7 4 2 0
1 7 4 3 0
3 7 4 5 0
2 7 4 6 0
5 7 4 8 0
3 7 4 11 0
9 7 4 14 0
1 7 4 16 0
1 7 4 17 0
2 7 4 18 0
2 7 4 19 0
4 7 4 20 0
2 7 4 21 0
2 7 4 22 0
1 7 5 0
1 7 5 2 0
2 7 5 3 0
2 7 5 4 0
2 7 5 6 0
1 7 5 8 0
1 7 5 9 0
2 7 5 10 0
2 7 5 14 0
1 7 5 17 0
3 7 5 19 0
1 7 5 20 0
53 7 6 0
9 7 6 1 0
3 7 6 2 0
7 7 6 3 0
1 7 6 4 0
2 7 6 5 0
27 7 6 8 0
1 7 6 9 0
3 7 6 10 0
2 7 6 11 0
16 7 6 14 0
2 7 6 16 0
13 7 6 17 0
18 7 6 18 0
5 7 6 19 0
3 7 6 20 0
11 7 6 21 0
26 7 8 0
7 7 8 1 0
3 7 8 2 0
4 7 8 3 0
11 7 8 4 0
3 7 8 5 0
15 7 8 6 0
7 7 8 9 0
6 7 8 10 0
3 7 8 11 0
32 7 8 14 0
3 7 8 16 0
14 7 8 17 0
5 7 8 18 0
7 7 8 19 0
7 7 8 20 0
5 7 8 21 0
1 7 8 22 0
8 7 9 0
3 7 9 1 0
3 7 9 2 0
3 7 9 3 0
1 7 9 4 0
1 7 9 5 0
2 7 9 8 0
4 7 9 11 0
11 7 9 14 0
1 7 9 16 0
2 7 9 17 0
1 7 9 19 0
12 7 9 20 0
9 7 10 0
1 7 10 2 0
4 7 10 3 0
1 7 10 5 0
4 7 10 6 0
6 7 10 8 0
1 7 10 9 0
3 7 10 14 0
6 7 10 16 0
1 7 10 17 0
1 7 10 19 0
2 7 10 20 0
1 7 10 21 0
2 7 10 22 0
3 7 11 0
1 7 11 3 0
4 7 11 4 0
1 7 11 6 0
7 7 11 8 0
2 7 11 9 0
11 7 11 14 0
2 7 11 17 0
1 7 11 19 0
2 7 11 20 0
1 7 11 21 0
2 7 12 2 0
1 7 12 13 0
1 7 12 21 0
1 7 13 3 0
1 7 13 5 0
1 7 13 8 0
1 7 13 9 0
1 7 13 10 0
2 7 13 11 0
1 7 13 14 0
1 7 13 17 0
1 7 13 22 0
51 7 14 0
25 7 14 1 0
6 7 14 3 0
15 7 14 4 0
8 7 14 5 0
27 7 14 6 0
61 7 14 8 0
7 7 14 9 0
6 7 14 10 0
14 7 14 11 0
1 7 14 12 0
3 7 14 13 0
3 7 14 16 0
40 7 14 17 0
7 7 14 18 0
22 7 14 19 0
16 7 14 20 0
5 7 14 21 0
3 7 14 22 0
4 7 15 0
1 7 16 0
1 7 16 3 0
1 7 16 8 0
1 7 16 9 0
7 7 16 10 0
2 7 16 13 0
5 7 16 14 0
1 7 16 17 0
1 7 16 20 0
1 7 16 21 0
17 7 17 0
12 7 17 1 0
4 7 17 3 0
2 7 17 4 0
2 7 17 5 0
16 7 17 6 0
24 7 17 8 0
6 7 17 9 0
6 7 17 10 0
8 7 17 11 0
3 7 17 13 0
52 7 17 14 0
1 7 17 16 0
7 7 17 18 0
3 7 17 19 0
4 7 17 20 0
7 7 17 21 0
2 7 17 22 0
12 7 18 0
3 7 18 1 0
2 7 18 2 0
4 7 18 3 0
1 7 18 5 0
23 7 18 6 0
9 7 18 8 0
4 7 18 11 0
1 7 18 12 0
1 7 18 13 0
2 7 18 14 0
2 7 18 16 0
11 7 18 17 0
1 7 18 20 0
2 7 18 21 0
2 7 18 22 0
9 7 19 0
1 7 19 1 0
3 7 19 2 0
9 7 19 3 0
9 7 19 4 0
2 7 19 5 0
2 7 19 6 0
6 7 19 8 0
2 7 19 9 0
4 7 19 10 0
1 7 19 11 0
14 7 19 14 0
1 7 19 15 0
1 7 19 16 0
4 7 19 17 0
2 7 19 18 0
4 7 19 20 0
8 7 19 21 0
6 7 20 0
1 7 20 1 0
3 7 20 3 0
3 7 20 4 0
6 7 20 5 0
1 7 20 6 0
7 7 20 8 0
2 7 20 9 0
1 7 20 10 0
3 7 20 11 0
1 7 20 12 0
4 7 20 14 0
1 7 20 15 0
1 7 20 16 0
3 7 20 17 0
1 7 20 18 0
5 7 20 19 0
2 7 20 22 0
9 7 21 0
2 7 21 1 0
2 7 21 2 0
4 7 21 4 0
8 7 21 6 0
3 7 21 8 0
1 7 21 9 0
2 7 21 10 0
1 7 21 13 0
7 7 21 14 0
9 7 21 17 0
1 7 21 19 0
1 7 21 20 0
2 7 22 0
1 7 22 1 0
1 7 22 3 0
1 7 22 17 0
3 7 22 18 0
1 7 22 19 0
1 7 22 20 0
215 8 0
4 8 1 0
4 8 1 6 0
1 8 1 7 0
1 8 1 9 0
1 8 1 11 0
6 8 1 14 0
2 8 1 16 0
2 8 1 17 0
9 8 1 18 0
3 8 1 20 0
2 8 2 0
1 8 2 1 0
2 8 2 4 0
2 8 2 6 0
2 8 2 10 0
2 8 2 14 0
1 8 2 17 0
1 8 2 22 0
2 8 3 0
1 8 3 4 0
1 8 3 5 0
3 8 3 6 0
7 8 3 7 0
4 8 3 10 0
1 8 3 11 0
1 8 3 13 0
2 8 3 17 0
3 8 3 18 0
2 8 3 19 0
2 8 3 20 0
1 8 4 3 0
2 8 4 6 0
3 8 4 7 0
1 8 4 14 0
1 8 4 16 0
1 8 4 17 0
2 8 4 19 0
1 8 4 20 0
1 8 5 0
1 8 5 3 0
1 8 5 6 0
1 8 5 7 0
1 8 5 11 0
2 8 5 19 0
1 8 5 21 0
1 8 5 22 0
12 8 6 0
11 8 6 1 0
1 8 6 2 0
1 8 6 3 0
9 8 6 7 0
1 8 6 9 0
5 8 6 10 0
2 8 6 12 0
9 8 6 14 0
3 8 6 16 0
5 8 6 17 0
10 8 6 18 0
1 8 6 20 0
4 8 6 21 0
16 8 7 0
6 8 7 1 0
1 8 7 2 0
3 8 7 3 0
2 8 7 4 0
5 8 7 6 0
2 8 7 9 0
2 8 7 10 0
3 8 7 11 0
1 8 7 13 0
18 8 7 14 0
9 8 7 17 0
1 8 7 18 0
7 8 7 19 0
7 8 7 20 0
7 8 7 21 0
3 8 9 0
1 8 9 2 0
3 8 9 3 0
2 8 9 6 0
1 8 9 7 0
1 8 9 10 0
7 8 9 18 0
3 8 9 20 0
1 8 9 21 0
15 8 10 0
2 8 10 1 0
3 8 10 3 0
1 8 10 5 0
6 8 10 6 0
1 8 10 7 0
3 8 10 14 0
15 8 10 16 0
6 8 10 17 0
17 8 10 18 0
1 8 10 20 0
2 8 10 21 0
4 8 11 0
1 8 11 1 0
1 8 11 3 0
1 8 11 7 0
1 8 11 14 0
1 8 11 16 0
1 8 11 17 0
2 8 11 20 0
2 8 12 0
1 8 12 7 0
1 8 13 14 0
1 8 13 17 0
1 8 13 22 0
22 8 14 0
10 8 14 1 0
1 8 14 2 0
3 8 14 3 0
3 8 14 4 0
3 8 14 5 0
9 8 14 6 0
20 8 14 7 0
2 8 14 9 0
2 8 14 10 0
3 8 14 11 0
1 8 14 12 0
6 8 14 17 0
15 8 14 18 0
5 8 14 19 0
4 8 14 20 0
3 8 14 21 0
1 8 14 22 0
2 8 15 0
2 8 16 0
1 8 16 1 0
2 8 16 2 0
2 8 16 3 0
1 8 16 4 0
5 8 16 10 0
6 8 16 14 0
1 8 16 17 0
1 8 16 19 0
1 8 16 20 0
1 8 16 21 0
1 8 16 22 0
14 8 17 0
6 8 17 1 0
1 8 17 2 0
3 8 17 3 0
1 8 17 4 0
3 8 17 5 0
8 8 17 6 0
11 8 17 7 0
1 8 17 9 0
4 8 17 10 0
5 8 17 11 0
20 8 17 14 0
2 8 17 16 0
18 8 17 18 0
1 8 17 19 0
1 8 17 20 0
6 8 17 21 0
2 8 17 22 0
21 8 18 0
7 8 18 1 0
2 8 18 3 0
1 8 18 4 0
1 8 18 5 0
8 8 18 6 0
9 8 18 7 0
87 8 18 9 0
2 8 18 10 0
1 8 18 11 0
13 8 18 14 0
3 8 18 16 0
32 8 18 17 0
1 8 18 19 0
4 8 18 21 0
1 8 18 22 0
5 8 19 0
1 8 19 2 0
3 8 19 4 0
1 8 19 5 0
1 8 19 6 0
4 8 19 7 0
1 8 19 10 0
2 8 19 11 0
1 8 19 12 0
2 8 19 14 0
1 8 19 17 0
3 8 20 0
2 8 20 3 0
1 8 20 5 0
1 8 20 7 0
1 8 20 10 0
1 8 20 12 0
1 8 20 13 0
2 8 20 17 0
2 8 20 19 0
4 8 21 0
3 8 21 1 0
4 8 21 2 0
2 8 21 3 0
4 8 21 6 0
1 8 21 9 0
1 8 21 10 0
1 8 21 12 0
3 8 21 14 0
1 8 21 20 0
1 8 22 16 0
1 8 22 21 0
47 9 0
1 9 1 7 0
1 9 1 12 0
1 9 1 14 0
1 9 2 3 0
1 9 2 6 0
1 9 2 10 0
1 9 2 17 0
1 9 2 18 0
1 9 3 1 0
