precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
201900,Election Day - 400C,7077,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7078,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7079,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7080,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7081,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7082,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7083,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7084,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7085,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7086,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7087,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7088,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7089,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7090,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7091,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7092,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7093,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7094,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7095,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7096,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7097,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7098,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7099,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7100,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7101,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7102,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7103,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7104,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7105,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7106,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7107,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7108,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7109,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7110,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7111,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7112,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7113,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7114,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7115,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7116,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7117,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7118,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7119,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7120,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7121,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7122,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7123,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7124,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7125,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7126,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7127,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7128,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7129,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7130,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7131,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7132,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7133,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7134,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7135,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7136,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7137,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7138,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7139,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7140,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7141,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7142,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7143,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7144,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7145,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7146,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7147,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7148,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7149,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7150,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7151,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7152,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7153,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7154,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7155,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7156,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7157,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7158,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7159,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7160,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7161,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7162,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7163,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7164,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7165,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7166,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7167,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7168,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7169,BEN GOULD,skipped,skipped,1,2
201900,Election Day - 400C,7170,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7171,KATE HARRISON,skipped,skipped,1,2
201900,Election Day - 400C,7172,BEN GOULD,KATE HARRISON,skipped,1,2
201900,Election Day - 400C,7173,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7174,KATE HARRISON,BEN GOULD,skipped,1,2
201900,Election Day - 400C,7175,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7176,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7177,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7178,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7179,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7180,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7181,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7182,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7183,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7184,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7185,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7186,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7187,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7188,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7189,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7190,BEN GOULD,skipped,skipped,1,2
202010,Election Day - 400C,7191,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7192,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7193,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7194,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7195,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7196,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7197,KATE HARRISON,BEN GOULD,skipped,1,2
202010,Election Day - 400C,7198,KATE HARRISON,skipped,skipped,1,2
202010,Election Day - 400C,7199,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7200,BEN GOULD,KATE HARRISON,skipped,1,2
202010,Election Day - 400C,7201,KATE HARRISON,skipped,skipped,1,2
