precincts,tally_type,ballotID,rank1,rank2,rank3,numSeats,numCands
333210,Vote by Mail - 400C,28212,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28214,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28215,ABEL GUILLÉN,NIKKI FORTUNATO BAS,skipped,1,3
333210,Vote by Mail - 400C,28216,ABEL GUILLÉN,KENZIE DONTE SMITH,skipped,1,3
333210,Vote by Mail - 400C,28217,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28219,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28220,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28223,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28224,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28225,ABEL GUILLÉN,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,1,3
333210,Vote by Mail - 400C,28227,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28228,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28229,KENZIE DONTE SMITH,skipped,skipped,1,3
333210,Vote by Mail - 400C,28230,ABEL GUILLÉN,skipped,skipped,1,3
333210,Vote by Mail - 400C,28231,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28232,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28233,ABEL GUILLÉN,skipped,skipped,1,3
333210,Vote by Mail - 400C,28234,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333210,Vote by Mail - 400C,28237,ABEL GUILLÉN,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,1,3
333210,Vote by Mail - 400C,28238,ABEL GUILLÉN,skipped,skipped,1,3
333210,Vote by Mail - 400C,28239,ABEL GUILLÉN,KENZIE DONTE SMITH,skipped,1,3
333210,Vote by Mail - 400C,28240,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28241,KENZIE DONTE SMITH,skipped,skipped,1,3
333400,Vote by Mail - 400C,28242,NIKKI FORTUNATO BAS,ABEL GUILLÉN,skipped,1,3
333400,Vote by Mail - 400C,28243,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28244,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28245,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28246,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,ABEL GUILLÉN,1,3
333400,Vote by Mail - 400C,28247,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,skipped,1,3
333400,Vote by Mail - 400C,28248,ABEL GUILLÉN,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,1,3
333400,Vote by Mail - 400C,28249,KENZIE DONTE SMITH,ABEL GUILLÉN,skipped,1,3
333400,Vote by Mail - 400C,28250,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28251,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28252,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28254,KENZIE DONTE SMITH,ABEL GUILLÉN,NIKKI FORTUNATO BAS,1,3
333400,Vote by Mail - 400C,28255,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28256,ABEL GUILLÉN,NIKKI FORTUNATO BAS,skipped,1,3
333400,Vote by Mail - 400C,28258,ABEL GUILLÉN,skipped,skipped,1,3
333400,Vote by Mail - 400C,28259,ABEL GUILLÉN,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,1,3
333400,Vote by Mail - 400C,28260,ABEL GUILLÉN,skipped,skipped,1,3
333400,Vote by Mail - 400C,28261,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28262,NIKKI FORTUNATO BAS,ABEL GUILLÉN,skipped,1,3
333400,Vote by Mail - 400C,28263,NIKKI FORTUNATO BAS,ABEL GUILLÉN,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28264,NIKKI FORTUNATO BAS,ABEL GUILLÉN,skipped,1,3
333400,Vote by Mail - 400C,28265,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28266,KENZIE DONTE SMITH,ABEL GUILLÉN,NIKKI FORTUNATO BAS,1,3
333400,Vote by Mail - 400C,28267,KENZIE DONTE SMITH,skipped,skipped,1,3
333400,Vote by Mail - 400C,28268,KENZIE DONTE SMITH,skipped,skipped,1,3
333400,Vote by Mail - 400C,28269,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28270,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,ABEL GUILLÉN,1,3
333400,Vote by Mail - 400C,28271,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,ABEL GUILLÉN,1,3
333400,Vote by Mail - 400C,28272,NIKKI FORTUNATO BAS,skipped,skipped,1,3
333400,Vote by Mail - 400C,28273,ABEL GUILLÉN,skipped,skipped,1,3
333400,Vote by Mail - 400C,28275,ABEL GUILLÉN,skipped,skipped,1,3
333400,Vote by Mail - 400C,28277,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333400,Vote by Mail - 400C,28279,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,ABEL GUILLÉN,1,3
333400,Vote by Mail - 400C,28280,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,ABEL GUILLÉN,1,3
333400,Vote by Mail - 400C,28281,ABEL GUILLÉN,skipped,skipped,1,3
333400,Vote by Mail - 400C,28282,ABEL GUILLÉN,skipped,skipped,1,3
333900,Vote by Mail - 400C,28343,ABEL GUILLÉN,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,1,3
333900,Vote by Mail - 400C,28344,ABEL GUILLÉN,KENZIE DONTE SMITH,NIKKI FORTUNATO BAS,1,3
333900,Vote by Mail - 400C,28345,ABEL GUILLÉN,skipped,skipped,1,3
333900,Vote by Mail - 400C,28346,ABEL GUILLÉN,skipped,skipped,1,3
333900,Vote by Mail - 400C,28348,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,skipped,1,3
333900,Vote by Mail - 400C,28349,NIKKI FORTUNATO BAS,KENZIE DONTE SMITH,skipped,1,3
