ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
01014_00003_000264,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000263,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000262,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000261,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000260,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000259,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000198,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000122,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000121,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000120,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,skipped,skipped,1,5
01014_00003_000119,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000086,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,skipped,1,5
01014_00003_000085,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000084,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00003_000083,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,skipped,1,5
01014_00003_000077,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000050,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,SOLI ALPERT,IGOR A. TREGUB,skipped,1,5
01014_00003_000049,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000034,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00003_000033,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000030,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000016,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00003_000009,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000534,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00003_000533,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000532,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000531,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000530,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00003_000529,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000528,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00003_000527,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000406,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,skipped,1,5
01014_00003_000405,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000404,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,skipped,1,5
01014_00003_000403,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00003_000401,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00003_000400,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000399,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000310,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,skipped,skipped,1,5
01014_00003_000309,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000308,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00003_000307,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00003_000249,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000248,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000247,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000178,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000177,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000176,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000175,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00003_000132,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,IGOR A. TREGUB,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00003_000131,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00003_000098,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,skipped,1,5
01014_00003_000097,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000058,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00003_000057,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000035,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000017,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000001,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000478,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000477,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000476,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000475,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000474,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000473,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00003_000471,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,skipped,skipped,1,5
01014_00003_000350,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000349,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000348,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000346,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000345,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000344,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000343,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000294,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000293,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000291,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000222,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00003_000221,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000220,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000219,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000150,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000149,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000148,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000147,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,RUBEN STORY,skipped,1,5
01014_00003_000116,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000115,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00003_000088,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00003_000087,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000052,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000051,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00003_000036,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,skipped,1,5
01014_00003_000018,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,skipped,skipped,1,5
01014_00003_000005,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000502,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000501,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000500,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,1,5
01014_00003_000499,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000498,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000497,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000495,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000374,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000373,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000372,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,skipped,skipped,skipped,skipped,1,5
01014_00003_000371,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000370,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000369,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,skipped,skipped,skipped,skipped,1,5
01014_00003_000368,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
01014_00003_000367,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000305,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000304,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000303,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,skipped,skipped,skipped,skipped,1,5
01014_00003_000238,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,IGOR A. TREGUB,skipped,1,5
01014_00003_000237,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000236,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,1,5
01014_00003_000235,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,1,5
01014_00003_000162,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000161,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,IGOR A. TREGUB,skipped,1,5
01014_00003_000160,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,SOLI ALPERT,skipped,skipped,1,5
01014_00003_000159,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000130,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00003_000129,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000094,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000093,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000053,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,skipped,skipped,skipped,1,5
01014_00003_000037,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,RUBEN STORY,skipped,skipped,1,5
01014_00003_000019,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000003,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,RUBEN STORY,ELANA AUERBACH,skipped,1,5
01014_00003_000493,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000492,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,1,5
01014_00003_000491,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000490,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,skipped,skipped,skipped,skipped,1,5
01014_00003_000489,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000488,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,SOLI ALPERT,ELANA AUERBACH,skipped,skipped,skipped,1,5
01014_00003_000487,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,skipped,1,5
01014_00003_000366,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000364,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000363,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,skipped,skipped,skipped,1,5
01014_00003_000362,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,ELANA AUERBACH,SOLI ALPERT,IGOR A. TREGUB,skipped,skipped,1,5
01014_00003_000361,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,ELANA AUERBACH,RUBEN STORY,SOLI ALPERT,skipped,1,5
01014_00003_000360,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,IGOR A. TREGUB,ELANA AUERBACH,SOLI ALPERT,skipped,1,5
01014_00003_000359,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,RUBEN STORY,ELANA AUERBACH,IGOR A. TREGUB,SOLI ALPERT,skipped,1,5
01014_00003_000298,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,RUBEN STORY,skipped,skipped,skipped,1,5
01014_00003_000297,BT1,Vote by Mail,"City of Berkeley, District #4",CITY COUNCILS,208010,208010,Election Office,IGOR A. TREGUB,SOLI ALPERT,ELANA AUERBACH,RUBEN STORY,skipped,1,5
