voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
1,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
2,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
3,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
4,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
5,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
6,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
7,Natasha MCGUIRE Scottish Labour Party,John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,skipped,skipped,3
8,Irene MCLEOD Scottish National Party (SNP),Natasha MCGUIRE Scottish Labour Party,skipped,skipped,skipped,3
9,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
10,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
11,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
12,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
13,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
14,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
15,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
16,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,Tommy MCVEY Independent,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
17,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Tommy MCVEY Independent,3
18,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Tommy MCVEY Independent,3
19,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
20,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
21,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
22,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
23,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
24,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Georgina HALFNIGHT Scottish Conservative and Unionist,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),3
25,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
26,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
27,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
28,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
29,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
30,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
31,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
32,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
33,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
34,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
35,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
36,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
37,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
38,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
39,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
40,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
41,Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,Irene MCLEOD Scottish National Party (SNP),skipped,skipped,3
42,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
43,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
44,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
45,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
46,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
47,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
48,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
49,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
50,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Natasha MCGUIRE Scottish Labour Party,skipped,3
51,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,3
52,Irene MCLEOD Scottish National Party (SNP),John CROWTHER Scottish National Party (SNP),Tommy MCVEY Independent,Georgina HALFNIGHT Scottish Conservative and Unionist,Natasha MCGUIRE Scottish Labour Party,3
