District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Manly,Absent,37849,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37850,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37851,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37852,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37853,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37854,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37855,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37856,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37857,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37858,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37859,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37860,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37861,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37862,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37863,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37864,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37865,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37866,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37867,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37868,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37869,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37870,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37871,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37872,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37873,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37874,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37875,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37876,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37877,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37878,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37879,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37880,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37881,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37882,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37883,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37884,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37885,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37886,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37887,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37888,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37889,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37890,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37891,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37892,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37893,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37894,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37895,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37896,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37897,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37898,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37899,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37900,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37901,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37902,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37903,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37904,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37905,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37906,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37907,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37908,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37909,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37910,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37911,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37912,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37913,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37914,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37915,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37916,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37917,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37918,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37919,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37920,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37921,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37922,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37923,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37924,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37925,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37926,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37927,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37928,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37929,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37930,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37931,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37932,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37933,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37934,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37935,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37936,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37937,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37938,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37939,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37940,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37941,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37942,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37943,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37944,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37945,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37946,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37947,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37948,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37949,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37950,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37951,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37952,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37953,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37954,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37955,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37956,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37957,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37958,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37959,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37960,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37961,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37962,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37963,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37964,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37965,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37966,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37967,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37968,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37969,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37970,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37971,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37972,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37973,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37974,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37975,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37976,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37977,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37978,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37979,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37980,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37981,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37982,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37983,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37984,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37985,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37986,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37987,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37988,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37989,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37990,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37991,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37992,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37993,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37994,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37995,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37996,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37997,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37998,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,37999,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,38000,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,38001,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,38002,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
Manly,Absent,38003,Formal,BAIRD Mike,skipped,skipped,skipped,skipped
