District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Monaro,Absent,39776,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39777,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39778,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39779,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39780,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39781,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39782,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39783,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39784,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39785,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39786,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39787,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39788,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39789,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39790,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39791,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39792,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39793,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39794,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39795,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39796,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39797,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39798,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39799,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39800,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39801,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39802,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39803,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39804,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39805,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39806,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39807,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39808,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39809,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39810,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39811,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39812,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39813,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39814,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39815,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39816,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39817,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39818,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39819,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39820,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39821,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39822,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39823,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39824,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39825,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39826,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39827,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39828,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39829,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39830,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39831,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39832,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39833,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39834,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39835,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39836,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39837,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39838,Formal,WHAN Steve,skipped,skipped,skipped,skipped
Monaro,Absent,39839,Formal,WHAN Steve,skipped,skipped,skipped,skipped
