District,PollingPlaceName,BPNumber,Formality,rank1,rank2,rank3,rank4,rank5
Oxley,Absent,40780,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40781,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40782,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40783,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40784,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40785,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40786,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40787,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40788,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40789,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40790,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40791,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40792,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40793,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40794,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40795,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40796,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40797,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40798,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40799,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40800,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40801,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40802,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40803,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40804,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40805,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40806,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40807,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40808,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40809,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40810,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40811,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40812,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40813,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40814,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40815,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40816,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40817,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40818,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40819,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40820,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40821,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40822,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40823,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40824,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40825,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40826,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40827,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40828,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40829,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40830,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40831,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40832,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40833,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40834,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40835,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40836,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40837,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40838,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40839,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40840,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40841,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40842,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40843,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40844,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40845,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40846,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40847,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40848,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40849,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40850,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40851,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40852,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40853,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40854,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40855,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40856,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40857,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40858,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40859,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40860,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40861,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40862,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40863,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40864,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40865,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40866,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40867,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40868,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40869,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40870,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40871,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40872,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40873,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40874,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40875,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40876,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40877,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40878,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40879,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40880,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40881,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40882,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40883,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40884,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40885,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40886,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40887,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40888,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40889,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40890,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40891,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40892,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40893,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40894,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40895,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40896,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40897,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40898,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40899,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40900,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40901,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40902,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40903,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40904,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40905,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40906,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40907,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40908,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40909,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40910,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40911,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40912,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40913,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40914,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40915,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40916,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40917,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40918,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40919,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40920,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40921,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40922,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40923,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40924,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40925,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40926,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40927,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40928,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40929,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40930,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40931,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40932,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40933,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40934,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40935,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40936,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40937,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40938,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40939,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40940,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40941,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40942,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40943,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40944,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40945,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40946,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40947,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40948,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40949,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40950,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40951,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40952,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40953,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40954,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40955,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40956,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40957,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40958,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40959,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40960,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40961,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40962,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40963,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40964,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40965,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40966,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40967,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40968,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40969,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40970,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40971,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40972,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40973,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40974,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40975,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40976,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40977,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40978,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40979,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40980,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40981,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40982,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40983,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40984,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40985,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40986,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40987,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40988,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40989,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40990,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40991,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
Oxley,Absent,40992,Formal,PAVEY Melinda,skipped,skipped,skipped,skipped
